loop_i,video_fid,t_sec,camera_id,kind,track_id
0,3195,106.5,camera_1,new_track,0
7,3202,106.733,camera_1,lost_track,0
8,3203,106.767,camera_1,reacquired,0
13,3208,106.933,camera_1,lost_track,0
16,3211,107.033,camera_1,new_track,1
19,3214,107.133,camera_1,lost_track,1
21,3216,107.2,camera_1,reacquired,1
39,3234,107.8,camera_1,reacquired,0
49,3244,108.133,camera_1,lost_track,0
62,3257,108.567,camera_1,new_track,2
65,3260,108.667,camera_1,lost_track,2
76,3271,109.033,camera_1,new_track,3
79,3274,109.133,camera_1,removed,0
80,3275,109.167,camera_1,lost_track,3
82,3277,109.233,camera_1,reacquired,3
83,3278,109.267,camera_1,lost_track,3
95,3290,109.667,camera_1,removed,2
113,3308,110.267,camera_1,removed,3
