loop_i,video_fid,t_sec,camera_id,track_id,x1,y1,x2,y2,conf,hits,start_frame,chef_id
6,4591,153.033,camera_4,0,887.9,109.4,973.0,558.5,0.856,1,6,
7,4592,153.067,camera_4,0,887.1,105.6,972.2,559.5,0.88,2,6,1
8,4593,153.1,camera_4,0,886.5,105.9,971.3,559.4,0.883,3,6,1
9,4594,153.133,camera_4,0,886.9,104.1,972.3,559.9,0.879,4,6,1
10,4595,153.167,camera_4,0,887.3,104.3,972.2,560.2,0.886,5,6,1
11,4596,153.2,camera_4,0,885.7,107.1,972.3,570.0,0.89,6,6,1
12,4597,153.233,camera_4,0,886.4,105.9,971.3,588.7,0.908,7,6,1
13,4598,153.267,camera_4,0,882.6,106.8,970.9,597.6,0.91,8,6,1
14,4599,153.3,camera_4,0,876.0,107.9,970.8,607.0,0.904,9,6,1
15,4600,153.333,camera_4,0,858.2,109.7,971.3,613.3,0.918,10,6,1
16,4601,153.367,camera_4,0,846.5,111.6,971.9,618.1,0.928,11,6,1
17,4602,153.4,camera_4,0,837.9,113.2,970.9,615.7,0.929,12,6,1
18,4603,153.433,camera_4,0,832.5,114.7,971.4,618.4,0.935,13,6,1
19,4604,153.467,camera_4,0,827.3,115.7,970.2,624.0,0.937,14,6,1
20,4605,153.5,camera_4,0,826.3,117.8,964.0,632.1,0.936,15,6,1
21,4606,153.533,camera_4,0,825.0,119.0,960.0,638.6,0.929,16,6,1
22,4607,153.567,camera_4,0,824.8,118.9,956.8,643.0,0.925,17,6,1
23,4608,153.6,camera_4,0,826.1,118.7,952.9,644.3,0.923,18,6,1
24,4609,153.633,camera_4,0,824.9,118.9,948.2,644.7,0.928,19,6,1
25,4610,153.667,camera_4,0,825.6,118.2,944.9,648.1,0.924,20,6,1
26,4611,153.7,camera_4,0,824.8,118.4,942.7,649.2,0.919,21,6,1
27,4612,153.733,camera_4,0,822.2,120.7,941.7,650.9,0.922,22,6,1
28,4613,153.767,camera_4,0,818.4,121.5,939.3,651.7,0.923,23,6,1
29,4614,153.8,camera_4,0,813.7,122.1,937.2,651.5,0.925,24,6,1
30,4615,153.833,camera_4,0,807.3,121.5,934.3,650.3,0.933,25,6,1
31,4616,153.867,camera_4,0,802.3,121.6,932.2,650.3,0.937,26,6,1
32,4617,153.9,camera_4,0,797.3,120.9,928.5,646.5,0.937,27,6,1
33,4618,153.933,camera_4,0,787.8,119.5,927.0,642.8,0.929,28,6,1
34,4619,153.967,camera_4,0,777.3,121.4,925.0,640.1,0.932,29,6,1
35,4620,154.0,camera_4,0,756.3,121.4,921.6,660.0,0.945,30,6,1
36,4621,154.033,camera_4,0,742.2,125.7,920.2,678.2,0.95,31,6,1
37,4622,154.067,camera_4,0,734.6,128.2,918.1,689.4,0.953,32,6,1
38,4623,154.1,camera_4,0,725.5,130.4,914.5,689.3,0.955,33,6,1
39,4624,154.133,camera_4,0,719.6,132.8,909.6,697.9,0.942,34,6,1
40,4625,154.167,camera_4,0,714.0,135.9,903.6,708.2,0.938,35,6,1
41,4626,154.2,camera_4,0,720.2,138.7,898.7,712.2,0.94,36,6,1
42,4627,154.233,camera_4,0,735.4,140.0,895.1,714.8,0.941,37,6,1
43,4628,154.267,camera_4,0,727.2,141.5,889.4,714.5,0.934,38,6,1
44,4629,154.3,camera_4,0,737.6,139.8,882.9,713.1,0.921,39,6,1
45,4630,154.333,camera_4,0,742.6,139.1,877.1,663.6,0.905,40,6,1
46,4631,154.367,camera_4,0,736.2,139.2,872.3,704.2,0.883,41,6,1
47,4632,154.4,camera_4,0,722.7,138.3,869.5,713.4,0.928,42,6,1
48,4633,154.433,camera_4,0,718.3,137.1,865.3,715.2,0.932,43,6,1
49,4634,154.467,camera_4,0,713.9,137.6,863.2,714.5,0.924,44,6,1
50,4635,154.5,camera_4,0,708.4,136.9,862.6,715.7,0.929,45,6,1
51,4636,154.533,camera_4,0,703.6,134.0,860.9,716.5,0.931,46,6,1
52,4637,154.567,camera_4,0,696.5,131.4,858.5,714.6,0.941,47,6,1
53,4638,154.6,camera_4,0,688.2,130.6,855.5,715.5,0.952,48,6,1
54,4639,154.633,camera_4,0,680.6,131.5,854.2,715.0,0.95,49,6,1
55,4640,154.667,camera_4,0,673.5,134.2,850.9,713.7,0.95,50,6,1
56,4641,154.7,camera_4,0,668.4,137.4,846.1,714.5,0.949,51,6,1
57,4642,154.733,camera_4,0,660.5,140.8,839.9,713.7,0.946,52,6,1
58,4643,154.767,camera_4,0,657.9,144.3,834.3,712.9,0.947,53,6,1
59,4644,154.8,camera_4,0,653.1,148.8,828.5,713.3,0.95,54,6,1
60,4645,154.833,camera_4,0,648.1,153.4,823.6,713.8,0.953,55,6,1
61,4646,154.867,camera_4,0,638.8,159.2,820.2,714.8,0.952,56,6,1
62,4647,154.9,camera_4,0,633.2,164.6,813.9,715.8,0.948,57,6,1
63,4648,154.933,camera_4,0,627.3,168.2,810.7,715.3,0.948,58,6,1
64,4649,154.967,camera_4,0,619.3,171.6,808.1,715.2,0.945,59,6,1
65,4650,155.0,camera_4,0,614.0,170.1,804.8,714.6,0.944,60,6,1
66,4651,155.033,camera_4,0,610.9,171.1,801.9,714.1,0.945,61,6,1
67,4652,155.067,camera_4,0,606.0,168.0,799.9,713.4,0.95,62,6,1
68,4653,155.1,camera_4,0,602.9,168.2,797.4,714.9,0.951,63,6,1
69,4654,155.133,camera_4,0,595.7,172.8,794.7,715.3,0.952,64,6,1
70,4655,155.167,camera_4,0,592.2,174.5,789.2,714.9,0.95,65,6,1
71,4656,155.2,camera_4,0,586.0,173.1,784.9,715.6,0.953,66,6,1
72,4657,155.233,camera_4,0,581.4,172.1,780.8,715.3,0.948,67,6,1
73,4658,155.267,camera_4,0,578.9,171.4,773.1,715.8,0.947,68,6,1
74,4659,155.3,camera_4,0,571.3,172.3,766.7,715.0,0.949,69,6,1
75,4660,155.333,camera_4,0,569.0,172.8,762.5,716.0,0.946,70,6,1
76,4661,155.367,camera_4,0,563.9,171.6,756.4,714.5,0.941,71,6,1
77,4662,155.4,camera_4,0,558.6,174.0,751.6,714.9,0.939,72,6,1
78,4663,155.433,camera_4,0,553.3,176.5,748.3,714.7,0.94,73,6,1
79,4664,155.467,camera_4,0,546.8,182.0,746.9,714.8,0.939,74,6,1
80,4665,155.5,camera_4,0,540.4,188.4,737.9,713.5,0.94,75,6,1
81,4666,155.533,camera_4,0,535.5,195.3,732.7,713.5,0.942,76,6,1
82,4667,155.567,camera_4,0,526.9,201.4,724.3,713.6,0.942,77,6,1
83,4668,155.6,camera_4,0,521.9,208.1,717.8,714.3,0.941,78,6,1
84,4669,155.633,camera_4,0,505.8,213.3,702.8,713.5,0.939,79,6,1
85,4670,155.667,camera_4,0,495.1,216.7,692.2,713.2,0.942,80,6,1
86,4671,155.7,camera_4,0,484.3,218.4,681.2,714.2,0.935,81,6,1
87,4672,155.733,camera_4,0,468.5,221.0,672.3,714.8,0.947,82,6,1
88,4673,155.767,camera_4,0,456.4,223.2,658.1,713.8,0.945,83,6,1
89,4674,155.8,camera_4,0,444.2,224.2,649.3,713.7,0.95,84,6,1
90,4675,155.833,camera_4,0,427.0,227.0,641.3,714.3,0.938,85,6,1
91,4676,155.867,camera_4,0,415.1,229.3,631.8,715.3,0.943,86,6,1
92,4677,155.9,camera_4,0,399.1,229.3,624.8,714.8,0.949,87,6,1
93,4678,155.933,camera_4,0,388.4,229.1,616.3,714.2,0.952,88,6,1
94,4679,155.967,camera_4,0,376.2,228.3,608.1,713.7,0.954,89,6,1
95,4680,156.0,camera_4,0,365.8,229.1,602.0,713.7,0.954,90,6,1
96,4681,156.033,camera_4,0,353.6,235.4,593.0,713.9,0.952,91,6,1
97,4682,156.067,camera_4,0,342.2,238.9,583.6,714.2,0.941,92,6,1
98,4683,156.1,camera_4,0,321.7,247.1,574.8,715.1,0.948,93,6,1
99,4684,156.133,camera_4,0,303.7,257.2,559.1,714.9,0.948,94,6,1
100,4685,156.167,camera_4,0,288.7,267.8,562.4,714.2,0.925,95,6,1
