clip_id,stride,camera_id,video_fid,gt_frame,t_sec,gt_present,gt_box,matched,track_id,iou,iou_best,chef_id,n_tracks,n_gt,n_ghost,n_coasting,other_gt_ids,others_same_chef,chef_ids_on_frame,in_B,is_continuity,is_majority,is_exclusive
L2-seq_024-c4-10-014700,1,camera_4,14700,14701,490.0,1,878.0 105.0 972.0 504.0,1,0,0.9772,0.9772,1,1,1,0,0,,,1,1,1,1,
L2-seq_024-c4-10-014700,1,camera_4,14701,14702,490.033,1,872.0 104.0 973.0 504.0,1,0,0.9723,0.9723,1,1,1,0,0,,,1,1,1,1,
L2-seq_024-c4-10-014700,1,camera_4,14702,14703,490.067,1,870.0 105.0 973.0 504.0,1,0,0.9811,0.9811,1,1,1,0,0,,,1,1,1,1,
L2-seq_024-c4-10-014700,1,camera_4,14703,14704,490.1,1,870.0 105.0 974.0 504.0,1,0,0.958,0.958,1,1,1,0,0,,,1,1,1,1,
L2-seq_024-c4-10-014700,1,camera_4,14704,14705,490.133,1,870.0 101.0 970.0 526.0,1,0,0.9608,0.9608,1,1,1,0,0,,,1,1,1,1,
L2-seq_024-c4-10-014700,1,camera_4,14705,14706,490.167,1,870.0 99.0 963.0 534.0,1,0,0.9626,0.9626,1,1,1,0,0,,,1,1,1,1,
L2-seq_024-c4-10-014700,1,camera_4,14706,14707,490.2,1,869.0 97.0 951.0 531.0,1,0,0.9649,0.9649,1,1,1,0,0,,,1,1,1,1,
L2-seq_024-c4-10-014700,1,camera_4,14707,14708,490.233,1,851.0 96.0 940.0 527.0,1,0,0.9915,0.9915,1,1,1,0,0,,,1,1,1,1,
L2-seq_024-c4-10-014700,1,camera_4,14708,14709,490.267,1,838.0 95.0 934.0 524.0,1,0,0.9505,0.9505,1,1,1,0,0,,,1,1,1,1,
L2-seq_024-c4-10-014700,1,camera_4,14709,14710,490.3,1,811.0 98.0 932.0 519.0,1,0,0.9638,0.9638,1,1,1,0,0,,,1,1,1,1,
L2-seq_024-c4-10-014700,1,camera_4,14710,14711,490.333,1,800.0 98.0 932.0 517.0,1,0,0.9849,0.9849,1,1,1,0,0,,,1,1,1,1,
