loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,2724.7,10,10,0,11,0,10,0,0,0,2,2,6,1,0,0,0,2,2,6,1,0,0,0,0,0,0,0,0,0,0
50,8.33,2733.2,16,15,1,16,1,15,5,0,0,3,2,11,1,0,0,0,3,2,10,1,0,0,0,0,1,0,0,0,0,0
100,16.67,2735.0,25,18,7,19,7,18,6,0,0,4,4,16,1,1,0,0,3,4,10,1,1,0,0,0,0,2,0,0,0,0
150,25.0,2736.2,40,25,15,29,15,25,17,0,0,10,10,19,1,4,0,0,7,9,8,1,4,0,0,0,0,0,0,0,0,0
200,33.33,2713.1,52,20,32,25,32,20,16,0,0,12,17,20,1,9,2,0,4,9,2,1,7,2,0,0,0,0,0,1,0,0
250,41.67,2713.1,65,21,44,27,44,21,16,0,0,18,20,24,5,10,8,0,7,4,4,5,0,7,0,0,0,0,0,0,1,0
300,50.0,2713.2,71,13,58,20,58,13,10,0,0,19,22,30,8,14,8,1,1,3,6,5,4,0,1,0,0,1,0,1,0,0
350,58.33,2710.9,77,16,61,24,61,16,7,0,0,21,24,34,10,20,12,1,2,2,4,5,6,4,1,0,1,0,0,0,0,0
400,66.67,2713.5,91,27,64,33,64,27,20,0,0,24,25,36,12,34,13,3,5,2,3,2,17,2,2,1,0,0,0,0,0,0
450,75.0,2710.9,100,19,81,24,81,19,14,0,0,25,27,37,15,37,16,4,1,3,1,4,10,3,2,1,0,0,1,0,0,0
500,83.33,2713.3,114,20,94,24,94,20,16,0,0,33,29,39,17,46,17,5,7,3,3,1,9,0,1,1,0,0,0,0,0,0
550,91.67,2713.6,125,17,108,20,108,17,9,0,0,34,30,41,20,54,17,5,1,1,2,4,11,0,1,0,0,0,0,0,0,0
600,100.0,2713.6,140,22,118,26,118,22,13,0,0,41,32,42,20,60,20,6,8,2,1,2,9,3,1,0,0,0,0,0,0,0
650,108.33,2713.9,154,16,132,20,132,16,16,0,0,43,37,43,24,67,24,7,1,4,1,3,8,2,1,0,1,0,1,1,0,1
700,116.67,2711.6,164,17,135,23,135,17,12,0,0,44,39,44,28,71,27,12,1,1,1,5,7,4,4,0,0,0,0,0,0,0
750,125.0,2714.0,172,15,130,22,130,15,11,0,0,46,40,48,29,75,28,15,2,2,3,2,6,3,4,0,0,0,0,1,0,1
800,133.33,2711.6,183,17,125,19,125,17,7,0,0,46,42,49,30,76,31,22,1,2,3,1,1,3,8,0,0,0,0,0,0,1
850,141.67,2713.9,195,21,121,28,121,21,22,0,0,49,46,50,31,84,35,23,4,4,3,0,9,4,4,0,0,0,0,0,0,0
900,150.0,2711.6,206,19,128,27,128,19,17,0,0,55,50,51,34,87,39,23,6,5,3,3,4,4,2,0,0,0,0,0,0,0
950,158.33,2714.0,213,16,136,24,136,16,13,0,0,58,53,57,35,91,41,23,4,4,8,1,5,2,0,0,0,0,0,0,0,0
1000,166.67,2714.1,236,27,135,31,135,27,14,0,0,64,57,59,38,101,43,27,6,5,4,3,8,2,3,1,0,1,0,0,0,1
1050,175.0,2713.9,250,21,140,25,140,21,17,0,0,70,57,62,39,110,43,28,6,2,4,2,11,0,0,0,0,2,0,0,0,1
1100,183.33,2714.0,260,17,138,17,138,17,11,0,0,70,57,62,45,117,43,28,0,1,1,6,9,0,0,0,0,0,0,0,0,0
1150,191.67,2714.3,262,6,143,8,143,6,0,0,0,70,58,62,45,120,43,28,0,2,1,2,3,0,0,0,0,0,0,0,0,0
1200,200.0,2712.1,277,19,133,23,133,19,14,0,0,73,58,63,46,132,43,28,3,2,2,3,13,0,0,0,0,0,0,1,0,0
1250,208.33,2714.8,285,11,128,13,128,11,5,0,0,75,59,63,46,137,43,28,1,2,2,2,7,0,0,1,0,0,0,0,0,0
1300,216.67,2714.8,295,17,124,21,124,17,10,0,0,77,60,64,48,145,43,28,2,3,2,3,11,0,0,0,0,0,0,1,0,0
1350,225.0,2712.5,309,18,131,22,131,18,11,0,0,84,64,67,50,148,43,28,7,5,4,4,2,0,0,1,0,0,0,2,0,0
1400,233.33,2714.9,320,20,129,27,129,20,13,0,0,85,65,74,52,159,43,28,4,2,8,1,12,0,0,0,0,1,0,0,0,0
1450,241.67,2714.9,329,22,120,27,120,22,13,0,0,86,68,75,55,166,43,28,2,5,5,2,13,0,0,0,0,0,0,0,0,0
1500,250.0,2714.9,333,18,122,22,122,18,17,0,0,88,70,75,58,172,43,28,2,4,3,3,10,0,0,0,0,0,1,1,0,0
1550,258.33,2738.3,338,13,123,17,123,13,11,0,0,88,71,75,60,176,45,28,0,2,1,2,10,2,0,0,0,0,1,1,0,0
1600,266.67,2712.5,344,12,111,17,111,12,9,0,0,88,71,75,61,181,50,29,0,1,1,1,10,3,1,0,0,0,0,1,0,0
1650,275.0,2715.2,350,12,99,13,99,12,5,0,0,88,74,75,61,185,50,30,0,3,1,0,8,0,1,0,0,0,0,1,0,0
1700,283.33,2715.2,360,13,95,16,95,13,9,0,0,91,77,77,63,188,52,30,2,3,2,2,4,2,1,0,1,1,0,0,0,0
