clip_id,stride,camera_id,video_fid,gt_frame,t_sec,gt_present,gt_box,matched,track_id,iou,iou_best,chef_id,n_tracks,n_gt,n_ghost,n_coasting,other_gt_ids,others_same_chef,chef_ids_on_frame,in_B,is_continuity,is_majority,is_exclusive
L1-seq_000-c5-6-004035,1,camera_5,4035,4036,134.5,1,732.0 357.0 965.0 714.0,1,0,0.8861,0.8861,1,2,1,1,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4036,4037,134.533,1,732.0 357.0 965.0 714.0,1,0,0.9642,0.9642,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4037,4038,134.567,1,723.0 346.0 964.0 716.0,1,0,0.965,0.965,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4038,4039,134.6,1,715.0 335.0 961.0 716.0,1,0,0.9303,0.9303,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4039,4040,134.633,1,708.0 327.0 958.0 716.0,1,0,0.9001,0.9001,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4040,4041,134.667,1,703.0 322.0 954.0 716.0,1,0,0.8942,0.8942,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4041,4042,134.7,1,697.0 315.0 950.0 716.0,1,0,0.8738,0.8738,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4042,4043,134.733,1,693.0 309.0 947.0 717.0,1,0,0.8773,0.8773,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4043,4044,134.767,1,689.0 303.0 944.0 717.0,1,0,0.8697,0.8697,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4044,4045,134.8,1,686.0 295.0 942.0 717.0,1,0,0.8501,0.8501,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4045,4046,134.833,1,682.0 289.0 939.0 717.0,1,0,0.8485,0.8485,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4046,4047,134.867,1,680.0 282.0 937.0 717.0,1,0,0.8399,0.8399,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4047,4048,134.9,1,679.0 278.0 935.0 718.0,1,0,0.8261,0.8261,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4048,4049,134.933,1,678.0 273.0 933.0 718.0,1,0,0.813,0.813,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4049,4050,134.967,1,676.0 270.0 929.0 718.0,1,0,0.8067,0.8067,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4050,4051,135.0,1,675.0 267.0 925.0 718.0,1,0,0.7924,0.7924,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4051,4052,135.033,1,673.0 266.0 919.0 718.0,1,0,0.78,0.78,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4052,4053,135.067,1,672.0 266.0 912.0 717.0,1,0,0.7737,0.7737,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4053,4054,135.1,1,670.0 267.0 905.0 717.0,1,0,0.768,0.768,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4054,4055,135.133,1,668.0 266.0 898.0 716.0,1,0,0.7628,0.7628,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4055,4056,135.167,1,666.0 264.0 892.0 716.0,1,0,0.7753,0.7753,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4056,4057,135.2,1,661.0 260.0 884.0 715.0,1,0,0.7712,0.7712,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4057,4058,135.233,1,657.0 256.0 878.0 716.0,1,0,0.7626,0.7626,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4058,4059,135.267,1,653.0 249.0 873.0 716.0,1,0,0.7561,0.7561,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4059,4060,135.3,1,650.0 243.0 868.0 716.0,1,0,0.7704,0.7704,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4060,4061,135.333,1,645.0 237.0 863.0 716.0,1,0,0.7899,0.7899,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4061,4062,135.367,1,641.0 233.0 857.0 716.0,1,0,0.7949,0.7949,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4062,4063,135.4,1,638.0 230.0 852.0 716.0,1,0,0.8043,0.8043,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4063,4064,135.433,1,635.0 227.0 848.0 718.0,1,0,0.7923,0.7923,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4064,4065,135.467,1,632.0 224.0 843.0 718.0,1,0,0.8005,0.8005,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4065,4066,135.5,1,629.0 221.0 839.0 718.0,1,0,0.8151,0.8151,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4066,4067,135.533,1,627.0 217.0 835.0 718.0,1,0,0.8261,0.8261,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4067,4068,135.567,1,624.0 213.0 831.0 718.0,1,0,0.8247,0.8247,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4068,4069,135.6,1,623.0 210.0 828.0 718.0,1,0,0.8154,0.8154,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4069,4070,135.633,1,622.0 208.0 825.0 718.0,1,0,0.8029,0.8029,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4070,4071,135.667,1,622.0 207.0 822.0 716.0,1,0,0.8071,0.8071,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4071,4072,135.7,1,623.0 206.0 820.0 715.0,1,0,0.8058,0.8058,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4072,4073,135.733,1,622.0 205.0 816.0 715.0,1,0,0.8163,0.8163,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4073,4074,135.767,1,621.0 205.0 813.0 715.0,1,0,0.8208,0.8208,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4074,4075,135.8,1,621.0 204.0 810.0 715.0,1,0,0.8331,0.8331,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4075,4076,135.833,1,619.0 204.0 807.0 715.0,1,0,0.8294,0.8294,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4076,4077,135.867,1,619.0 202.0 804.0 715.0,1,0,0.8363,0.8363,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4077,4078,135.9,1,618.0 201.0 802.0 715.0,1,0,0.8172,0.8172,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4078,4079,135.933,1,617.0 199.0 799.0 715.0,1,0,0.8183,0.8183,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4079,4080,135.967,1,616.0 195.0 797.0 715.0,1,0,0.8072,0.8072,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4080,4081,136.0,1,616.0 192.0 794.0 715.0,1,0,0.8085,0.8085,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4081,4082,136.033,1,614.0 188.0 791.0 715.0,1,0,0.8086,0.8086,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4082,4083,136.067,1,613.0 186.0 788.0 714.0,1,0,0.8217,0.8217,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4083,4084,136.1,1,613.0 183.0 785.0 710.0,1,0,0.818,0.818,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4084,4085,136.133,1,613.0 181.0 780.0 698.0,1,0,0.8385,0.8385,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4085,4086,136.167,1,616.0 178.0 774.0 670.0,1,0,0.8743,0.8743,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4086,4087,136.2,1,617.0 175.0 769.0 652.0,1,0,0.8916,0.8916,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4087,4088,136.233,1,616.0 172.0 767.0 647.0,1,0,0.9186,0.9186,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4088,4089,136.267,1,616.0 169.0 766.0 646.0,1,0,0.9004,0.9004,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4089,4090,136.3,1,615.0 167.0 765.0 646.0,1,0,0.885,0.885,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4090,4091,136.333,1,615.0 166.0 764.0 646.0,1,0,0.8713,0.8713,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4091,4092,136.367,1,614.0 165.0 762.0 646.0,1,0,0.8823,0.8823,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4092,4093,136.4,1,613.0 165.0 760.0 646.0,1,0,0.8569,0.8569,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4093,4094,136.433,1,611.0 165.0 757.0 647.0,1,0,0.8324,0.8324,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4094,4095,136.467,1,610.0 165.0 754.0 648.0,1,0,0.8429,0.8429,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4095,4096,136.5,1,609.0 165.0 752.0 649.0,1,0,0.825,0.825,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4096,4097,136.533,1,608.0 165.0 749.0 649.0,1,0,0.8173,0.8173,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4097,4098,136.567,1,607.0 164.0 746.0 647.0,1,0,0.8014,0.8014,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4098,4099,136.6,1,606.0 163.0 742.0 643.0,1,0,0.8228,0.8228,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4099,4100,136.633,1,604.0 161.0 737.0 636.0,1,0,0.8249,0.8249,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4100,4101,136.667,1,602.0 159.0 732.0 628.0,1,0,0.8407,0.8407,1,1,1,0,0,,,1,1,1,1,
L1-seq_000-c5-6-004035,1,camera_5,4101,4102,136.7,1,600.0 156.0 728.0 620.0,1,0,0.8608,0.8608,1,1,1,0,0,,,1,1,1,1,
