clip_id,stride,camera_id,video_fid,gt_frame,t_sec,gt_present,gt_box,matched,track_id,iou,iou_best,chef_id,n_tracks,n_gt,n_ghost,n_coasting,other_gt_ids,others_same_chef,chef_ids_on_frame,in_B,is_continuity,is_majority,is_exclusive
L3S-seq_024-c6+c7-6-016490,5,camera_6,16490,16491,549.667,1,599.0 164.0 694.0 551.0,1,0,0.9537,0.9537,1,2,1,1,0,,,1 2,1,1,0,
L3S-seq_024-c6+c7-6-016490,5,camera_7,16490,16491,549.667,1,522.0 72.0 544.0 171.0,0,,0.0,0.0,,0,1,0,0,,,,0,,,
L3S-seq_024-c6+c7-6-016490,5,camera_6,16495,16496,549.833,1,616.0 159.0 695.0 522.0,1,0,0.9813,0.9813,1,2,1,1,0,,,1 2,1,1,0,
L3S-seq_024-c6+c7-6-016490,5,camera_7,16495,16496,549.833,1,526.0 72.0 555.0 175.0,0,,0.0,0.0,,0,1,0,0,,,,0,,,
L3S-seq_024-c6+c7-6-016490,5,camera_6,16500,16501,550.0,1,619.0 163.0 696.0 507.0,1,0,0.9293,0.9293,1,2,1,1,0,,,1 2,1,1,0,
L3S-seq_024-c6+c7-6-016490,5,camera_7,16500,16501,550.0,1,528.0 73.0 565.0 179.0,1,0,0.9295,0.9295,3,1,1,0,0,,,3,1,0,0,
L3S-seq_024-c6+c7-6-016490,5,camera_6,16505,16506,550.167,1,633.0 216.0 695.0 496.0,0,,0.0,0.417,,1,1,1,0,,,1,0,,,
L3S-seq_024-c6+c7-6-016490,5,camera_7,16505,16506,550.167,1,531.0 76.0 593.0 235.0,1,0,0.9254,0.9254,3,1,1,0,0,,,3,1,0,0,
L3S-seq_024-c6+c7-6-016490,5,camera_6,16510,16511,550.333,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_024-c6+c7-6-016490,5,camera_7,16510,16511,550.333,1,538.0 79.0 611.0 270.0,1,0,0.8828,0.8828,3,1,1,0,0,,,3,1,0,0,
L3S-seq_024-c6+c7-6-016490,5,camera_6,16515,16516,550.5,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_024-c6+c7-6-016490,5,camera_7,16515,16516,550.5,1,553.0 81.0 623.0 346.0,1,0,0.934,0.934,3,1,1,0,0,,,3,1,0,0,
L3S-seq_024-c6+c7-6-016490,5,camera_6,16520,16521,550.667,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_024-c6+c7-6-016490,5,camera_7,16520,16521,550.667,1,567.0 82.0 620.0 344.0,1,0,0.9179,0.9179,3,1,1,0,0,,,3,1,0,0,
L3S-seq_024-c6+c7-6-016490,5,camera_6,16525,16526,550.833,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_024-c6+c7-6-016490,5,camera_7,16525,16526,550.833,1,553.0 78.0 616.0 343.0,1,0,0.9384,0.9384,3,1,1,0,0,,,3,1,0,0,
