loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,558.7,15,15,0,19,0,15,0,0,0,3,4,8,4,0,0,0,3,4,8,4,0,0,0,0,0,0,0,0,0,0
50,8.33,586.1,19,19,0,21,0,19,5,0,0,3,5,11,5,0,0,0,3,4,11,3,0,0,0,0,0,0,0,0,0,0
100,16.67,586.5,22,16,6,23,6,16,6,0,0,4,6,13,6,2,1,0,3,4,9,4,2,1,0,0,0,0,0,0,0,0
150,25.0,586.9,25,15,10,19,10,15,4,0,0,4,7,15,6,2,2,1,2,2,9,4,0,1,1,0,0,0,0,0,0,0
200,33.33,587.3,28,16,12,21,12,16,1,0,0,5,9,20,7,2,2,1,3,3,12,2,0,0,1,0,0,0,0,0,0,0
250,41.67,587.4,30,16,14,21,14,16,1,0,0,5,9,22,7,2,2,1,2,3,13,2,0,0,1,0,0,0,0,0,0,0
300,50.0,587.9,31,16,15,21,15,16,1,0,0,5,9,23,7,2,2,1,2,3,13,2,0,0,1,0,0,0,0,0,0,0
350,58.33,588.2,32,14,18,19,18,14,2,0,0,5,9,24,7,2,2,1,2,3,11,2,0,0,1,0,0,0,0,0,0,0
400,66.67,588.2,34,15,19,20,19,15,2,0,0,6,9,26,7,2,2,1,3,3,11,2,0,0,1,0,0,0,0,0,0,0
450,75.0,588.3,41,21,20,28,20,21,10,0,0,9,10,32,7,3,2,1,5,3,16,2,1,0,1,0,0,0,0,0,0,0
500,83.33,588.7,53,24,29,35,29,24,16,0,0,13,15,38,8,6,4,2,6,6,13,3,3,2,2,0,0,0,0,0,0,0
550,91.67,588.9,60,18,42,32,42,18,12,0,0,16,18,40,11,11,8,3,2,5,9,4,5,4,3,0,0,0,0,0,0,0
600,100.0,588.9,69,17,52,28,52,17,13,0,0,20,21,40,11,20,12,3,3,3,4,1,10,5,2,0,0,0,0,0,0,0
650,108.33,589.0,74,14,56,18,56,14,5,0,0,21,22,41,12,23,16,6,1,1,2,2,3,4,5,0,0,0,0,0,0,0
700,116.67,589.0,85,17,60,26,60,17,12,0,0,21,22,42,13,29,19,13,1,0,3,2,7,5,8,0,0,0,0,0,0,0
750,125.0,589.3,88,13,64,23,64,13,9,0,0,21,25,42,16,40,20,13,1,2,1,4,12,1,2,0,0,0,0,0,0,0
800,133.33,589.5,96,16,67,30,67,16,15,0,0,21,25,44,18,55,22,15,0,0,3,3,18,2,4,0,0,0,0,0,0,0
850,141.67,589.8,108,22,71,34,71,22,14,0,0,23,29,48,21,64,24,15,2,4,5,5,14,2,2,0,0,0,0,0,0,0
900,150.0,589.9,123,30,78,39,78,30,22,0,0,26,33,50,24,73,28,15,5,6,3,3,16,4,2,0,0,0,0,0,0,0
950,158.33,589.9,136,27,90,36,90,27,18,0,0,26,34,50,26,85,35,17,0,1,0,4,18,10,3,0,0,0,0,0,0,0
1000,166.67,590.0,148,24,105,35,105,24,14,0,0,29,38,54,31,96,35,19,3,5,4,5,14,0,4,0,0,0,0,0,0,0
1050,175.0,590.1,161,26,111,30,111,26,13,0,0,31,40,59,31,103,35,21,4,4,5,1,11,0,5,0,0,0,0,0,0,0
1100,183.33,590.2,168,21,110,35,110,21,19,0,0,34,43,64,34,105,40,21,3,6,9,3,5,5,4,0,0,0,0,0,0,0
