loop_i,video_fid,t_sec,camera_id,track_id,x1,y1,x2,y2,conf,hits,start_frame,chef_id
0,5820,194.0,camera_4,0,429.9,266.5,688.0,716.1,0.944,1,0,
1,5821,194.033,camera_4,0,430.8,270.8,717.1,715.8,0.946,2,0,1
2,5822,194.067,camera_4,0,432.9,274.2,722.9,716.3,0.95,3,0,1
3,5823,194.1,camera_4,0,434.1,276.3,699.5,716.0,0.949,4,0,1
4,5824,194.133,camera_4,0,434.9,282.3,707.7,715.1,0.951,5,0,1
5,5825,194.167,camera_4,0,438.4,285.0,736.4,715.3,0.954,6,0,1
6,5826,194.2,camera_4,0,439.3,289.4,740.0,715.0,0.954,7,0,1
7,5827,194.233,camera_4,0,437.7,293.8,743.8,714.7,0.946,8,0,1
8,5828,194.267,camera_4,0,442.0,295.6,746.9,715.2,0.953,9,0,1
9,5829,194.3,camera_4,0,443.4,297.9,748.6,715.2,0.948,10,0,1
10,5830,194.333,camera_4,0,446.7,300.3,751.0,715.9,0.949,11,0,1
11,5831,194.367,camera_4,0,447.7,303.4,751.3,715.3,0.953,12,0,1
12,5832,194.4,camera_4,0,457.8,313.7,763.2,715.1,0.957,13,0,1
13,5833,194.433,camera_4,0,461.2,313.1,768.1,715.6,0.956,14,0,1
14,5834,194.467,camera_4,0,464.3,314.8,777.0,715.5,0.953,15,0,1
15,5835,194.5,camera_4,0,479.8,317.7,790.8,715.1,0.953,16,0,1
16,5836,194.533,camera_4,0,487.4,318.3,798.3,715.9,0.955,17,0,1
17,5837,194.567,camera_4,0,503.6,319.1,810.1,714.4,0.953,18,0,1
18,5838,194.6,camera_4,0,515.1,314.6,826.5,715.6,0.953,19,0,1
19,5839,194.633,camera_4,0,533.9,309.9,853.1,714.4,0.94,20,0,1
20,5840,194.667,camera_4,0,535.4,307.7,866.2,714.8,0.95,21,0,1
21,5841,194.7,camera_4,0,545.0,304.7,879.7,714.6,0.956,22,0,1
22,5842,194.733,camera_4,0,548.0,302.9,886.2,715.1,0.957,23,0,1
23,5843,194.767,camera_4,0,563.1,299.9,892.2,715.7,0.954,24,0,1
24,5844,194.8,camera_4,0,575.8,297.4,892.5,715.9,0.954,25,0,1
25,5845,194.833,camera_4,0,591.7,297.1,908.9,715.0,0.952,26,0,1
26,5846,194.867,camera_4,0,600.8,295.6,918.9,714.8,0.955,27,0,1
27,5847,194.9,camera_4,0,618.2,294.9,939.6,715.6,0.954,28,0,1
28,5848,194.933,camera_4,0,623.8,296.5,950.9,715.2,0.957,29,0,1
