loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,528.5,7,7,0,11,0,7,0,0,0,2,5,4,0,0,0,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0
50,8.33,556.1,10,9,1,19,1,9,5,0,0,4,9,10,0,0,0,0,4,8,7,0,0,0,0,0,0,0,0,0,0,0
100,16.67,556.9,13,10,3,20,3,10,7,0,0,7,11,12,0,1,0,0,5,7,7,0,1,0,0,0,0,0,0,0,0,0
150,25.0,557.1,17,11,6,24,6,11,10,0,0,10,14,13,1,3,3,0,6,6,6,1,2,3,0,0,1,0,0,0,0,0
200,33.33,557.6,18,8,10,19,10,8,5,0,0,11,16,16,1,4,5,0,3,4,6,1,1,4,0,0,0,0,0,0,0,0
250,41.67,557.9,20,9,11,31,11,9,18,0,0,12,19,19,4,13,8,0,4,5,7,3,9,3,0,0,0,0,0,0,0,0
300,50.0,558.1,21,6,15,27,15,6,13,0,0,13,21,20,4,22,10,0,2,4,5,1,12,3,0,0,0,0,0,0,1,0
350,58.33,558.3,22,7,15,29,15,7,16,0,0,14,26,25,7,31,10,0,3,7,7,1,11,0,0,0,1,0,0,0,0,0
400,66.67,558.6,28,12,16,30,16,12,17,0,0,15,28,26,8,41,15,0,3,4,3,1,14,5,0,0,0,0,0,0,0,0
450,75.0,558.8,31,9,22,24,22,9,9,0,0,15,30,28,9,46,16,2,1,4,4,1,10,3,2,0,0,0,0,0,0,0
500,83.33,559.0,34,8,26,27,26,8,13,0,0,17,32,30,12,53,16,3,3,5,3,4,11,0,1,0,0,0,0,0,0,0
550,91.67,559.0,37,8,29,30,29,8,12,0,0,20,34,34,14,61,16,3,4,5,7,3,10,0,1,0,0,0,0,0,0,0
600,100.0,559.1,38,8,30,28,30,8,15,0,0,21,37,36,17,64,19,3,4,6,3,3,8,3,1,0,0,0,0,0,0,0
650,108.33,559.3,48,15,32,33,32,15,16,0,0,23,42,41,17,72,23,7,5,6,7,0,8,3,4,0,0,0,0,0,0,0
700,116.67,559.3,49,11,32,25,32,11,12,0,0,23,44,47,19,74,26,8,4,5,7,1,2,3,3,0,0,1,0,0,0,0
750,125.0,559.4,56,12,35,21,35,12,6,0,0,26,46,51,19,76,27,12,4,4,6,0,2,0,5,0,0,0,0,0,0,0
800,133.33,559.4,59,12,36,32,36,12,20,0,0,27,47,56,21,80,31,14,4,4,8,2,5,4,5,0,0,0,0,0,0,0
850,141.67,559.6,64,9,41,30,41,9,15,0,0,31,53,59,21,87,33,15,5,7,6,0,8,3,1,0,1,0,0,0,0,0
900,150.0,559.6,67,9,43,21,43,9,10,0,0,34,53,62,22,88,36,15,5,3,6,1,2,3,1,0,1,0,0,0,0,0
950,158.33,559.7,70,9,45,35,45,9,17,0,0,37,60,67,27,93,36,15,6,9,7,6,7,0,0,0,0,0,0,0,0,0
1000,166.67,559.7,72,7,45,26,45,7,11,0,0,39,62,69,28,101,36,15,4,6,6,3,7,0,0,0,0,0,0,1,0,0
1050,175.0,559.9,73,7,41,18,41,7,4,0,0,40,65,71,29,102,36,15,4,5,5,2,2,0,0,0,1,0,0,0,0,0
1100,183.33,559.9,73,5,40,20,40,5,3,0,0,40,66,72,30,108,36,15,2,3,4,3,8,0,0,0,1,0,0,0,0,0
1150,191.67,559.9,76,8,38,31,38,8,10,0,0,43,73,73,32,114,36,15,5,9,4,4,9,0,0,0,0,0,0,1,0,0
1200,200.0,560.0,84,14,38,33,38,14,9,0,0,51,78,77,32,114,38,15,11,8,8,1,3,2,0,0,0,0,0,0,0,0
1250,208.33,560.0,89,12,41,32,41,12,17,0,0,53,81,80,33,120,38,18,7,7,7,1,6,2,2,0,1,1,0,0,0,0
1300,216.67,560.0,94,12,41,29,41,12,13,0,0,56,84,84,34,123,40,20,6,6,6,1,5,2,3,0,1,1,0,0,0,0
1350,225.0,560.0,99,12,41,30,41,12,14,0,0,58,86,89,35,124,42,23,4,5,9,1,4,2,5,0,0,0,0,0,0,0
1400,233.33,560.3,107,13,40,29,40,13,12,0,0,59,88,95,35,124,44,30,3,5,11,0,1,2,7,0,0,1,0,0,0,0
1450,241.67,560.3,114,12,47,31,47,12,12,0,0,63,91,100,35,131,45,33,5,5,8,0,8,1,4,0,0,0,0,0,0,0
1500,250.0,560.3,119,14,44,34,44,14,18,0,0,64,94,102,38,133,48,37,4,7,6,3,4,3,7,0,0,0,0,0,0,0
1550,258.33,456.7,121,9,48,27,48,9,14,0,0,65,100,106,40,135,50,38,4,9,4,2,3,2,3,0,0,0,0,1,0,0
