clip_id,stride,camera_id,video_fid,gt_frame,t_sec,gt_present,gt_box,matched,track_id,iou,iou_best,chef_id,n_tracks,n_gt,n_ghost,n_coasting,other_gt_ids,others_same_chef,chef_ids_on_frame,in_B,is_continuity,is_majority,is_exclusive
L3S-seq_024-c6+c7-7-010250,5,camera_6,10250,10251,341.667,1,142.0 575.0 283.0 720.0,1,0,0.9362,0.9362,1,1,1,0,0,,,1,1,1,0,
L3S-seq_024-c6+c7-7-010250,5,camera_7,10250,10251,341.667,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_024-c6+c7-7-010250,5,camera_6,10255,10256,341.833,1,224.0 468.0 430.0 716.0,1,0,0.9806,0.9806,1,1,1,0,0,,,1,1,1,0,
L3S-seq_024-c6+c7-7-010250,5,camera_7,10255,10256,341.833,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_024-c6+c7-7-010250,5,camera_6,10260,10261,342.0,1,279.0 417.0 531.0 716.0,1,0,0.9784,0.9784,1,1,1,0,0,,,1,1,1,0,
L3S-seq_024-c6+c7-7-010250,5,camera_7,10260,10261,342.0,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_024-c6+c7-7-010250,5,camera_6,10265,10266,342.167,1,335.0 363.0 538.0 715.0,1,0,0.9708,0.9708,1,1,1,0,0,,,1,1,1,0,
L3S-seq_024-c6+c7-7-010250,5,camera_7,10265,10266,342.167,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_024-c6+c7-7-010250,5,camera_6,10270,10271,342.333,1,384.0 316.0 566.0 716.0,1,0,0.9792,0.9792,1,1,1,0,0,,,1,1,1,0,
L3S-seq_024-c6+c7-7-010250,5,camera_7,10270,10271,342.333,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_024-c6+c7-7-010250,5,camera_6,10275,10276,342.5,1,430.0 290.0 591.0 717.0,1,0,0.9775,0.9775,1,1,1,0,0,,,1,1,1,0,
L3S-seq_024-c6+c7-7-010250,5,camera_7,10275,10276,342.5,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_024-c6+c7-7-010250,5,camera_6,10280,10281,342.667,1,456.0 259.0 615.0 715.0,1,0,0.9843,0.9843,1,1,1,0,0,,,1,1,1,0,
L3S-seq_024-c6+c7-7-010250,5,camera_7,10280,10281,342.667,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_024-c6+c7-7-010250,5,camera_6,10285,10286,342.833,1,481.0 254.0 620.0 710.0,1,0,0.9739,0.9739,1,1,1,0,0,,,1,1,1,0,
L3S-seq_024-c6+c7-7-010250,5,camera_7,10285,10286,342.833,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_024-c6+c7-7-010250,5,camera_6,10290,10291,343.0,1,509.0 224.0 644.0 621.0,1,0,0.9745,0.9745,1,1,1,0,0,,,1,1,1,0,
