loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,2712.1,15,15,0,19,0,15,0,0,0,3,4,8,4,0,0,0,3,4,8,4,0,0,0,0,0,0,0,0,0,0
50,8.33,2732.3,19,17,2,19,2,17,3,0,0,3,5,11,5,0,0,0,2,4,10,3,0,0,0,0,0,0,0,0,0,0
100,16.67,2734.6,23,18,5,25,5,18,10,0,0,4,7,13,6,2,1,0,3,5,10,4,2,1,0,0,0,0,0,0,0,0
150,25.0,2735.3,27,14,13,17,13,14,2,0,0,4,8,15,6,2,3,1,2,2,9,3,0,0,1,0,0,0,0,0,2,0
200,33.33,2709.4,33,18,15,20,15,18,2,0,0,5,9,20,7,2,3,1,3,3,11,2,0,0,1,0,0,0,0,0,0,0
250,41.67,2712.2,35,18,17,20,17,18,4,0,0,5,9,22,7,2,3,1,2,3,12,2,0,0,1,0,0,0,0,0,0,0
300,50.0,2712.3,36,17,19,19,19,17,2,0,0,5,9,23,7,2,3,1,2,3,11,2,0,0,1,0,0,0,0,0,0,0
350,58.33,2712.4,37,15,22,17,22,15,0,0,0,5,9,24,7,2,3,1,2,3,9,2,0,0,1,0,0,0,0,0,0,0
400,66.67,2712.5,40,18,22,20,22,18,4,0,0,6,9,26,7,2,3,1,3,3,11,2,0,0,1,0,0,0,0,0,0,0
450,75.0,2712.8,51,24,27,28,27,24,12,0,0,9,10,35,7,3,3,1,5,3,16,2,1,0,1,0,0,0,0,0,0,0
500,83.33,2713.6,73,32,41,41,41,32,24,0,0,14,15,49,8,6,5,2,5,6,20,3,3,2,2,0,1,1,0,0,0,0
550,91.67,2714.0,83,23,60,34,60,23,18,0,0,16,19,52,11,13,10,3,3,5,8,4,6,5,3,1,0,0,0,1,0,0
600,100.0,2714.0,92,22,70,31,70,22,18,0,0,20,22,53,11,25,16,3,3,3,5,1,10,7,2,0,0,0,0,1,0,0
650,108.33,2714.0,100,16,79,21,79,16,8,0,0,21,23,54,12,29,20,9,1,1,2,2,4,4,7,1,0,0,1,1,0,0
700,116.67,2714.4,109,19,82,28,82,19,15,0,0,21,23,56,13,35,24,14,1,0,4,2,7,5,9,0,0,0,1,0,0,0
750,125.0,2714.3,123,22,88,26,88,22,14,0,0,21,26,56,16,49,25,14,1,3,1,4,15,0,2,0,0,2,1,1,1,0
800,133.33,2714.3,141,25,100,30,100,25,19,0,0,21,26,58,20,63,27,16,0,0,3,4,17,2,4,0,0,0,0,1,0,0
850,141.67,2714.4,154,26,109,36,109,26,20,0,0,23,30,62,26,71,29,16,2,4,5,7,15,2,2,0,0,1,0,0,0,1
900,150.0,2714.5,168,33,116,39,116,33,23,0,0,25,34,64,29,79,34,16,4,5,3,3,18,5,2,0,0,0,1,0,1,0
950,158.33,2712.4,185,32,131,41,131,32,27,0,0,25,35,64,31,95,39,20,0,1,0,4,23,9,4,0,0,0,0,2,0,0
1000,166.67,2715.1,206,29,153,38,153,29,20,0,0,28,39,68,37,109,39,22,3,5,4,7,15,0,4,0,0,0,1,0,0,0
1050,175.0,2712.7,217,24,160,27,160,24,11,0,0,30,41,73,37,115,39,22,4,4,5,1,9,0,4,0,0,0,0,1,0,0
1100,183.33,2715.2,225,24,148,36,148,24,21,0,0,32,44,77,41,119,45,23,3,6,7,4,6,6,4,0,0,0,0,0,0,0
1150,191.67,2713.4,235,25,146,35,146,25,16,0,0,34,50,82,44,129,46,23,3,9,9,3,10,0,1,0,0,0,1,0,0,0
1200,200.0,2715.7,256,29,150,35,150,29,22,0,0,36,55,86,47,141,48,23,4,7,5,4,14,1,0,0,0,2,0,1,0,0
1250,208.33,2713.5,274,26,161,27,161,26,15,0,0,40,58,88,48,141,55,28,6,3,5,1,0,7,5,0,0,0,0,2,0,0
