loop_i,video_fid,t_sec,camera_id,kind,track_id
0,16490,549.667,camera_6,new_track,0
0,16490,549.667,camera_6,new_track,1
3,16493,549.767,camera_7,new_track,0
14,16504,550.133,camera_6,lost_track,1
19,16509,550.3,camera_6,lost_track,0
44,16534,551.133,camera_6,removed,1
45,16535,551.167,camera_6,new_track,2
49,16539,551.3,camera_6,removed,0
53,16543,551.433,camera_6,new_track,3
54,16544,551.467,camera_6,lost_track,2
55,16545,551.5,camera_6,new_track,4
55,16545,551.5,camera_7,lost_track,0
58,16548,551.6,camera_6,reacquired,2
59,16549,551.633,camera_6,lost_track,2
72,16562,552.067,camera_6,lost_track,4
85,16575,552.5,camera_7,removed,0
89,16579,552.633,camera_6,removed,2
102,16592,553.067,camera_6,removed,4
