loop_i,video_fid,t_sec,camera_id,kind,track_id
0,7160,238.667,camera_5,new_track,0
27,7187,239.567,camera_5,new_track,1
31,7191,239.7,camera_5,lost_track,1
35,7195,239.833,camera_5,reacquired,1
41,7201,240.033,camera_5,new_track,2
52,7212,240.4,camera_5,lost_track,2
56,7216,240.533,camera_5,reacquired,2
62,7222,240.733,camera_5,lost_track,1
63,7223,240.767,camera_5,lost_track,2
90,7250,241.667,camera_5,new_track,3
92,7252,241.733,camera_5,removed,1
93,7253,241.767,camera_5,removed,2
108,7268,242.267,camera_5,lost_track,3
128,7288,242.933,camera_5,new_track,4
137,7297,243.233,camera_5,lost_track,4
138,7298,243.267,camera_5,removed,3
167,7327,244.233,camera_5,removed,4
271,7431,247.7,camera_5,new_track,5
280,7440,248.0,camera_5,lost_track,5
