loop_i,video_fid,t_sec,camera_id,track_id,x1,y1,x2,y2,conf,hits,start_frame,chef_id
0,12085,402.833,camera_4,0,781.7,134.8,844.5,512.8,0.865,1,0,
1,12086,402.867,camera_4,0,782.7,133.1,854.9,532.1,0.892,2,0,1
2,12087,402.9,camera_4,0,780.0,132.2,875.3,547.0,0.917,3,0,1
3,12088,402.933,camera_4,0,778.5,134.6,892.8,554.5,0.938,4,0,1
4,12089,402.967,camera_4,0,779.8,136.4,897.3,558.0,0.935,5,0,1
5,12090,403.0,camera_4,0,780.0,139.2,901.4,563.5,0.935,6,0,1
6,12091,403.033,camera_4,0,781.1,138.3,905.1,570.2,0.943,7,0,1
7,12092,403.067,camera_4,0,779.4,139.1,900.1,570.0,0.936,8,0,1
8,12093,403.1,camera_4,0,782.4,139.9,896.6,571.0,0.939,9,0,1
9,12094,403.133,camera_4,0,781.4,139.4,893.5,571.3,0.936,10,0,1
10,12095,403.167,camera_4,0,782.7,139.5,892.7,571.3,0.924,11,0,1
11,12096,403.2,camera_4,0,791.5,139.3,901.0,569.6,0.938,12,0,1
12,12097,403.233,camera_4,0,800.6,138.9,920.6,573.5,0.941,13,0,1
13,12098,403.267,camera_4,0,800.9,140.2,927.3,591.9,0.931,14,0,1
14,12099,403.3,camera_4,0,803.2,144.1,939.5,620.2,0.936,15,0,1
15,12100,403.333,camera_4,0,805.1,146.5,944.4,631.2,0.935,16,0,1
16,12101,403.367,camera_4,0,806.3,148.1,945.2,640.5,0.935,17,0,1
17,12102,403.4,camera_4,0,810.8,156.3,952.5,650.8,0.947,18,0,1
18,12103,403.433,camera_4,0,812.1,157.2,952.9,651.6,0.944,19,0,1
19,12104,403.467,camera_4,0,811.2,157.7,947.2,651.7,0.934,20,0,1
20,12105,403.5,camera_4,0,801.0,158.2,946.3,654.2,0.921,21,0,1
21,12106,403.533,camera_4,0,793.4,157.9,947.7,654.0,0.938,22,0,1
22,12107,403.567,camera_4,0,791.7,157.7,950.0,654.0,0.94,23,0,1
23,12108,403.6,camera_4,0,790.9,158.4,949.5,655.0,0.941,24,0,1
24,12109,403.633,camera_4,0,785.9,159.7,952.2,673.1,0.946,25,0,1
25,12110,403.667,camera_4,0,783.8,160.8,952.6,696.1,0.948,26,0,1
26,12111,403.7,camera_4,0,781.5,162.5,951.4,705.3,0.945,27,0,1
27,12112,403.733,camera_4,0,780.3,165.7,950.1,712.7,0.94,28,0,1
28,12113,403.767,camera_4,0,783.9,172.1,945.7,716.1,0.937,29,0,1
29,12114,403.8,camera_4,0,785.0,177.3,943.2,714.8,0.933,30,0,1
30,12115,403.833,camera_4,0,773.0,181.8,934.6,715.2,0.948,31,0,1
31,12116,403.867,camera_4,0,767.0,181.8,930.8,714.9,0.941,32,0,1
32,12117,403.9,camera_4,0,755.7,182.5,926.1,715.7,0.951,33,0,1
33,12118,403.933,camera_4,0,748.4,183.2,924.6,715.4,0.956,34,0,1
34,12119,403.967,camera_4,0,734.2,184.0,922.0,714.5,0.952,35,0,1
35,12120,404.0,camera_4,0,723.2,183.8,919.6,713.8,0.954,36,0,1
36,12121,404.033,camera_4,0,715.9,184.5,918.0,714.6,0.959,37,0,1
37,12122,404.067,camera_4,0,711.9,185.2,916.4,714.4,0.959,38,0,1
38,12123,404.1,camera_4,0,705.0,186.1,914.1,713.6,0.96,39,0,1
39,12124,404.133,camera_4,0,692.5,192.0,910.2,713.2,0.961,40,0,1
40,12125,404.167,camera_4,0,692.1,196.9,909.9,714.2,0.961,41,0,1
41,12126,404.2,camera_4,0,688.0,211.1,903.7,713.6,0.953,42,0,1
42,12127,404.233,camera_4,0,688.4,216.6,901.0,713.7,0.952,43,0,1
43,12128,404.267,camera_4,0,686.4,220.3,899.9,713.7,0.951,44,0,1
44,12129,404.3,camera_4,0,684.6,223.3,899.2,713.0,0.951,45,0,1
45,12130,404.333,camera_4,0,682.1,227.7,900.1,714.2,0.947,46,0,1
46,12131,404.367,camera_4,0,678.4,229.9,900.0,714.4,0.951,47,0,1
47,12132,404.4,camera_4,0,671.2,231.5,901.8,714.8,0.949,48,0,1
48,12133,404.433,camera_4,0,662.8,232.4,902.0,714.5,0.952,49,0,1
49,12134,404.467,camera_4,0,644.8,235.5,902.2,714.7,0.952,50,0,1
50,12135,404.5,camera_4,0,642.2,237.6,902.1,714.3,0.954,51,0,1
51,12136,404.533,camera_4,0,638.4,243.6,901.7,714.8,0.956,52,0,1
52,12137,404.567,camera_4,0,632.9,253.8,901.7,714.7,0.944,53,0,1
53,12138,404.6,camera_4,0,634.5,259.8,901.5,713.9,0.948,54,0,1
54,12139,404.633,camera_4,0,635.2,267.5,900.6,714.8,0.946,55,0,1
55,12140,404.667,camera_4,0,636.1,280.1,898.0,715.9,0.946,56,0,1
56,12141,404.7,camera_4,0,639.5,285.4,896.7,715.7,0.943,57,0,1
57,12142,404.733,camera_4,0,644.1,290.7,898.4,714.5,0.94,58,0,1
58,12143,404.767,camera_4,0,642.3,295.0,897.9,714.1,0.935,59,0,1
59,12144,404.8,camera_4,0,639.1,299.9,906.4,714.6,0.938,60,0,1
60,12145,404.833,camera_4,0,638.3,302.7,906.4,714.3,0.94,61,0,1
61,12146,404.867,camera_4,0,638.5,305.3,912.4,714.1,0.934,62,0,1
62,12147,404.9,camera_4,0,644.2,309.1,920.3,714.6,0.923,63,0,1
63,12148,404.933,camera_4,0,650.2,312.3,932.5,714.2,0.898,64,0,1
64,12149,404.967,camera_4,0,666.1,320.5,947.0,714.5,0.929,65,0,1
65,12150,405.0,camera_4,0,677.1,326.5,947.6,714.8,0.927,66,0,1
66,12151,405.033,camera_4,0,705.4,341.6,945.7,714.8,0.92,67,0,1
67,12152,405.067,camera_4,0,721.8,349.0,948.9,714.5,0.929,68,0,1
68,12153,405.1,camera_4,0,752.1,358.7,975.3,715.4,0.931,69,0,1
69,12154,405.133,camera_4,0,785.5,363.0,1003.8,715.5,0.937,70,0,1
70,12155,405.167,camera_4,0,800.7,364.4,1018.9,715.0,0.926,71,0,1
71,12156,405.2,camera_4,0,817.9,366.9,1032.0,714.5,0.931,72,0,1
72,12157,405.233,camera_4,0,843.2,373.1,1058.8,715.1,0.932,73,0,1
73,12158,405.267,camera_4,0,856.8,376.4,1065.0,715.6,0.927,74,0,1
74,12159,405.3,camera_4,0,881.8,380.1,1079.9,715.9,0.938,75,0,1
75,12160,405.333,camera_4,0,891.5,387.4,1080.0,716.5,0.8,76,0,1
76,12161,405.367,camera_4,0,932.5,392.7,1079.6,715.3,0.413,77,0,1
77,12162,405.4,camera_4,0,950.5,399.5,1080.0,716.6,0.277,78,0,1
78,12163,405.433,camera_4,0,948.8,416.8,1079.9,717.2,0.122,79,0,1
118,12203,406.767,camera_4,1,890.6,400.5,1080.0,716.5,0.849,1,118,
119,12204,406.8,camera_4,1,886.6,383.8,1080.0,716.1,0.933,2,118,2
120,12205,406.833,camera_4,1,878.9,379.8,1078.6,715.9,0.936,3,118,2
121,12206,406.867,camera_4,1,854.1,367.4,1066.4,715.2,0.934,4,118,2
122,12207,406.9,camera_4,1,832.7,357.8,1042.8,714.5,0.929,5,118,2
123,12208,406.933,camera_4,1,824.0,353.6,1026.9,714.2,0.934,6,118,2
124,12209,406.967,camera_4,1,800.9,350.5,1003.6,715.9,0.928,7,118,2
125,12210,407.0,camera_4,1,791.0,350.8,985.1,715.4,0.937,8,118,2
126,12211,407.033,camera_4,1,780.7,350.8,971.3,714.7,0.94,9,118,2
127,12212,407.067,camera_4,1,757.3,353.0,945.5,715.7,0.906,10,118,2
128,12213,407.1,camera_4,1,747.8,355.8,929.1,715.6,0.917,11,118,2
129,12214,407.133,camera_4,1,727.7,359.2,907.6,714.6,0.911,12,118,2
130,12215,407.167,camera_4,1,716.6,359.4,897.0,714.1,0.908,13,118,2
131,12216,407.2,camera_4,1,697.8,351.3,882.9,715.3,0.91,14,118,2
132,12217,407.233,camera_4,1,678.5,337.7,875.5,715.2,0.917,15,118,2
133,12218,407.267,camera_4,1,660.2,325.9,864.5,714.8,0.921,16,118,2
134,12219,407.3,camera_4,1,656.6,322.0,859.0,715.7,0.929,17,118,2
