loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,522.5,4,4,0,9,0,4,0,0,0,1,3,5,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0
50,8.33,550.0,5,4,1,14,1,4,4,0,0,2,4,9,1,0,0,0,2,3,8,1,0,0,0,0,0,0,0,0,0,0
100,16.67,550.4,8,5,3,20,3,5,9,0,0,5,8,14,1,0,0,0,3,5,11,1,0,0,0,0,0,0,0,0,0,0
150,25.0,550.9,13,9,4,28,4,9,15,0,0,10,12,20,2,1,0,0,7,8,11,1,1,0,0,0,0,0,0,0,0,0
200,33.33,551.4,18,8,10,23,10,8,12,0,0,11,15,21,3,11,4,0,3,3,2,2,9,4,0,0,1,1,0,1,0,0
250,41.67,552.1,28,8,20,18,20,8,10,0,0,11,15,21,4,23,6,8,0,0,1,1,9,0,7,0,0,0,0,2,2,0
300,50.0,552.2,30,5,25,8,25,5,3,0,0,11,15,21,4,25,7,10,0,0,1,0,3,0,4,0,0,0,0,0,0,0
350,58.33,552.3,32,6,26,16,26,6,8,0,0,11,15,21,4,33,9,12,0,0,1,0,8,2,5,0,0,0,0,0,0,0
400,66.67,552.4,39,6,33,26,33,6,16,0,0,14,19,22,7,44,13,12,3,4,2,3,12,2,0,0,0,0,0,0,1,0
450,75.0,552.5,48,11,37,29,37,11,16,0,0,17,23,24,10,50,17,14,3,5,4,2,9,4,2,0,0,0,1,0,0,0
500,83.33,552.6,53,10,43,24,43,10,16,0,0,17,25,24,12,55,20,19,1,1,2,2,8,3,7,0,0,0,0,0,0,0
550,91.67,552.6,58,10,48,19,48,10,8,0,0,18,26,27,12,57,23,23,1,1,4,0,3,3,7,0,0,0,0,1,0,0
600,100.0,552.6,63,12,51,26,51,12,13,0,0,19,27,27,12,67,26,27,2,2,2,0,9,3,8,0,0,0,0,1,0,0
650,108.33,553.0,71,10,60,30,60,10,18,0,0,25,35,29,13,77,28,27,6,8,3,0,10,3,0,1,0,0,0,1,0,0
700,116.67,553.0,77,8,65,20,65,8,15,0,0,28,37,29,15,83,30,28,3,3,2,2,7,2,1,1,0,0,0,0,0,0
750,125.0,553.1,82,9,67,27,67,9,15,0,0,31,39,33,19,90,31,30,3,3,5,4,9,1,2,0,0,0,0,0,0,1
800,133.33,553.1,84,5,66,20,66,5,9,0,0,33,42,36,21,94,33,30,1,4,5,2,6,1,1,0,0,0,1,1,0,0
850,141.67,553.1,92,10,59,22,59,10,14,0,0,41,45,40,21,99,35,30,8,3,4,1,5,1,0,0,0,2,0,0,0,0
900,150.0,553.4,94,6,62,20,62,6,13,0,0,41,45,42,23,109,37,31,2,1,3,2,9,2,1,0,0,0,0,0,0,0
950,158.33,553.5,95,5,61,20,61,5,12,0,0,42,48,46,24,114,39,31,2,3,5,1,6,2,1,0,0,0,0,0,0,0
1000,166.67,553.5,102,9,58,21,58,9,15,0,0,42,49,46,26,121,43,35,1,1,1,2,8,4,4,0,0,0,0,0,0,0
1050,175.0,553.5,112,10,61,26,61,10,16,0,0,44,51,47,27,135,49,37,1,1,2,0,14,5,3,0,0,0,0,1,0,0
1100,183.33,553.6,118,8,65,29,65,8,18,0,0,48,56,49,32,144,51,37,3,5,4,3,11,2,1,1,0,0,0,2,0,0
1150,191.67,553.7,121,7,65,25,65,7,13,0,0,51,57,51,36,154,51,37,3,2,3,5,12,0,0,0,0,0,0,1,0,0
1200,200.0,553.7,130,13,61,29,61,13,16,0,0,54,59,55,38,162,55,39,4,4,3,2,10,4,2,0,0,0,0,1,0,0
1250,208.33,553.8,137,11,59,27,59,11,15,0,0,60,61,59,40,168,56,40,6,3,6,1,8,1,2,0,0,0,0,0,0,0
1300,216.67,553.8,141,10,60,26,60,10,17,0,0,62,65,61,41,174,60,42,5,6,3,1,6,3,2,0,0,1,0,0,0,0
1350,225.0,553.8,151,11,65,31,65,11,20,0,0,67,68,63,45,186,64,43,3,3,3,2,13,5,2,0,0,0,1,0,0,0
1400,233.33,553.8,155,8,68,21,68,8,9,0,0,68,71,65,48,189,67,46,2,3,2,3,5,3,4,0,0,0,0,0,0,0
1450,241.67,553.8,156,6,63,23,63,6,14,0,0,68,73,68,49,198,67,47,2,3,5,1,10,0,2,0,0,0,0,0,0,0
1500,250.0,553.8,165,12,63,23,63,12,14,0,0,71,75,69,51,203,75,50,3,1,1,1,6,7,4,1,0,0,0,1,1,0
1550,258.33,553.9,172,8,71,25,71,8,16,0,0,73,80,72,52,209,80,55,3,3,3,1,7,5,3,0,1,0,0,0,0,0
1600,266.67,553.9,178,8,71,24,71,8,14,0,0,78,84,75,54,212,82,56,6,5,5,1,4,2,1,1,0,0,0,0,0,0
