loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,528.1,9,9,0,9,0,9,0,0,0,1,3,5,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0
50,8.33,555.4,15,14,1,15,1,14,5,0,0,2,4,9,1,0,0,0,2,3,9,1,0,0,0,0,0,0,0,0,0,0
100,16.67,556.0,23,17,6,21,6,17,9,0,0,4,8,15,1,0,0,0,3,5,12,1,0,0,0,0,0,0,0,0,0,0
150,25.0,556.4,31,21,10,25,10,21,12,0,0,8,10,20,2,1,0,0,6,6,11,1,1,0,0,0,0,0,0,0,0,0
200,33.33,556.9,38,17,21,25,21,17,14,0,0,9,13,21,3,10,4,0,4,4,2,2,9,4,0,0,0,0,0,0,0,0
250,41.67,557.2,43,10,33,15,33,10,7,0,0,9,13,21,4,17,5,4,0,0,1,1,8,1,4,0,0,0,0,0,0,0
300,50.0,557.2,44,7,37,10,37,7,4,0,0,9,13,21,4,19,6,5,0,0,1,0,5,0,4,0,0,0,0,0,0,0
350,58.33,557.3,48,9,39,15,39,9,5,0,0,9,13,21,4,26,8,6,0,0,1,0,8,2,4,0,0,0,0,0,0,0
400,66.67,557.3,60,14,46,26,46,14,13,0,0,12,17,22,7,36,12,6,3,4,2,3,12,2,0,0,0,0,0,0,0,0
450,75.0,557.4,73,22,51,30,51,22,17,0,0,16,20,24,10,42,16,7,4,4,3,2,12,4,1,0,0,0,0,0,0,0
500,83.33,557.5,85,22,63,27,63,22,18,0,0,17,23,24,12,48,19,13,2,2,2,2,9,3,7,0,0,0,0,0,0,0
550,91.67,557.7,90,14,76,18,76,14,5,0,0,18,24,27,13,50,22,15,1,1,4,0,4,3,5,0,0,0,0,0,0,0
600,100.0,557.7,96,16,80,23,80,16,9,0,0,19,25,27,13,57,25,18,2,2,2,0,8,3,6,0,0,0,0,0,0,0
650,108.33,557.8,107,17,85,26,85,17,12,0,0,24,30,30,15,63,27,18,5,5,4,0,9,3,0,0,0,0,0,0,0,0
700,116.67,557.8,113,16,87,23,87,16,17,0,0,25,34,30,17,68,29,19,3,6,2,2,7,2,1,0,0,0,0,0,0,0
750,125.0,557.9,118,13,91,24,91,13,10,0,0,27,36,32,20,74,30,20,2,3,3,3,10,1,2,0,0,0,0,0,0,0
800,133.33,557.9,121,11,80,20,80,11,9,0,0,29,39,35,22,76,32,20,1,4,5,1,7,1,1,0,0,0,0,0,0,0
850,141.67,558.0,130,14,82,19,82,14,11,0,0,35,42,37,22,80,34,20,5,3,4,1,5,1,0,0,0,0,0,0,0,0
900,150.0,558.0,133,12,82,18,82,12,10,0,0,35,42,38,24,89,36,21,2,1,2,2,8,2,1,0,0,0,0,0,0,0
950,158.33,558.1,136,11,84,19,84,11,10,0,0,36,45,40,26,93,38,21,2,3,3,2,6,2,1,0,0,0,0,0,0,0
1000,166.67,558.1,143,14,82,18,82,14,12,0,0,36,46,40,27,99,41,24,1,1,1,1,8,3,3,0,0,0,0,0,0,0
1050,175.0,558.1,154,15,80,22,80,15,11,0,0,38,48,41,28,109,45,26,1,1,2,0,12,4,2,0,0,0,0,0,0,0
1100,183.33,558.1,166,20,72,29,72,20,17,0,0,42,53,43,33,115,47,26,3,5,4,3,11,2,1,0,0,0,0,0,0,0
1150,191.67,558.2,169,13,78,21,78,13,10,0,0,45,54,46,36,121,47,26,2,2,3,4,10,0,0,0,0,0,0,0,0,0
1200,200.0,558.2,182,22,76,28,76,22,13,0,0,48,56,48,38,128,51,27,4,3,2,2,12,4,1,0,0,0,0,0,0,0
1250,208.33,558.2,191,16,82,23,82,16,10,0,0,53,57,51,40,131,52,28,5,3,5,1,6,1,2,0,0,0,0,0,0,0
1300,216.67,558.2,198,16,78,23,78,16,12,0,0,56,59,51,41,136,56,29,5,4,3,1,5,3,2,0,0,0,0,0,0,0
1350,225.0,558.2,210,18,86,30,86,18,19,0,0,59,62,53,44,146,59,30,3,3,3,2,13,4,2,0,0,0,0,0,0,0
1400,233.33,558.2,216,14,91,21,91,14,9,0,0,61,65,55,46,150,62,32,2,3,2,2,5,3,4,0,0,0,0,0,0,0
1450,241.67,558.5,220,11,88,19,88,11,8,0,0,61,66,57,47,158,62,33,2,2,3,1,9,0,2,0,0,0,0,0,0,0
1500,250.0,558.5,228,13,90,21,90,13,10,0,0,63,68,58,49,162,68,35,2,1,1,1,7,6,3,0,0,0,0,0,0,0
1550,258.33,558.6,243,18,96,25,96,18,15,0,0,67,74,61,50,166,70,39,3,4,3,1,7,3,4,0,0,0,0,0,0,0
1600,266.67,558.6,249,14,101,22,101,14,9,0,0,70,77,63,52,169,71,40,4,4,4,1,6,2,1,0,0,0,0,0,0,0
