clip_id,stride,camera_id,video_fid,gt_frame,t_sec,gt_present,gt_box,matched,track_id,iou,iou_best,chef_id,n_tracks,n_gt,n_ghost,n_coasting,other_gt_ids,others_same_chef,chef_ids_on_frame,in_B,is_continuity,is_majority,is_exclusive
L3T-seq_020-c5+c6-10-000385,1,camera_5,385,386,12.833,1,513.0 396.0 548.0 627.0,1,0,0.7992,0.7992,,1,1,0,0,,,,0,,,
L3T-seq_020-c5+c6-10-000385,1,camera_6,385,386,12.833,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_020-c5+c6-10-000385,1,camera_5,386,387,12.867,1,439.0 209.0 607.0 635.0,0,,0.0,0.0,,0,1,0,0,,,,0,,,
L3T-seq_020-c5+c6-10-000385,1,camera_6,386,387,12.867,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_020-c5+c6-10-000385,1,camera_5,387,388,12.9,1,438.0 206.0 613.0 636.0,1,1,0.6582,0.6582,2,1,1,0,0,,,2,1,1,0,
L3T-seq_020-c5+c6-10-000385,1,camera_6,387,388,12.9,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_020-c5+c6-10-000385,1,camera_5,388,389,12.933,1,427.0 205.0 614.0 638.0,1,1,0.6009,0.6009,2,1,1,0,0,,,2,1,1,0,
L3T-seq_020-c5+c6-10-000385,1,camera_6,388,389,12.933,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_020-c5+c6-10-000385,1,camera_5,389,390,12.967,1,432.0 206.0 615.0 639.0,1,1,0.6199,0.6199,2,1,1,0,0,,,2,1,1,0,
L3T-seq_020-c5+c6-10-000385,1,camera_6,389,390,12.967,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_020-c5+c6-10-000385,1,camera_5,390,391,13.0,1,428.0 204.0 615.0 640.0,1,1,0.61,0.61,2,1,1,0,0,,,2,1,1,0,
L3T-seq_020-c5+c6-10-000385,1,camera_6,390,391,13.0,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_020-c5+c6-10-000385,1,camera_5,391,392,13.033,1,429.0 203.0 615.0 638.0,1,1,0.6052,0.6052,2,1,1,0,0,,,2,1,1,0,
L3T-seq_020-c5+c6-10-000385,1,camera_6,391,392,13.033,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
