clip_id,stride,camera_id,video_fid,gt_frame,t_sec,gt_present,gt_box,matched,track_id,iou,iou_best,chef_id,n_tracks,n_gt,n_ghost,n_coasting,other_gt_ids,others_same_chef,chef_ids_on_frame,in_B,is_continuity,is_majority,is_exclusive
L3S-seq_025-c2+c3+c4-6-004395,5,camera_2,4395,4396,146.5,1,159.0 186.0 262.0 545.0,1,0,0.959,0.959,1,1,1,0,0,,,1,1,1,1,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_3,4395,4396,146.5,1,943.0 466.0 1080.0 715.0,1,0,0.9457,0.9457,1,2,1,1,0,,,1 1,1,1,1,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_4,4395,4396,146.5,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_2,4400,4401,146.667,1,129.0 193.0 259.0 551.0,1,0,0.9472,0.9472,1,1,1,0,0,,,1,1,1,1,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_3,4400,4401,146.667,1,933.0 371.0 1080.0 715.0,1,0,0.8864,0.8864,1,2,1,1,0,,,1 1,1,1,1,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_4,4400,4401,146.667,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_2,4405,4406,146.833,1,105.0 199.0 229.0 575.0,1,0,0.9702,0.9702,1,1,1,0,0,,,1,1,1,1,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_3,4405,4406,146.833,1,907.0 240.0 1079.0 698.0,1,0,0.9219,0.9219,1,2,1,1,0,,,1 1,1,1,1,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_4,4405,4406,146.833,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_2,4410,4411,147.0,1,78.0 216.0 229.0 577.0,1,0,0.9422,0.9422,1,1,1,0,0,,,1,1,1,1,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_3,4410,4411,147.0,1,926.0 233.0 1080.0 698.0,1,0,0.9656,0.9656,1,2,1,1,0,,,1 1,1,1,1,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_4,4410,4411,147.0,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_2,4415,4416,147.167,1,45.0 224.0 187.0 580.0,1,0,0.9661,0.9661,1,1,1,0,0,,,1,1,1,1,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_3,4415,4416,147.167,1,919.0 214.0 1073.0 665.0,1,0,0.9646,0.9646,1,2,1,1,0,,,1 1,1,1,1,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_4,4415,4416,147.167,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_2,4420,4421,147.333,1,13.0 232.0 138.0 580.0,1,0,0.9792,0.9792,1,1,1,0,0,,,1,1,1,1,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_3,4420,4421,147.333,1,926.0 205.0 1067.0 620.0,1,0,0.9312,0.9312,1,2,1,1,0,,,1 1,1,1,1,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_4,4420,4421,147.333,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_2,4425,4426,147.5,1,0.0 255.0 131.0 582.0,1,0,0.9594,0.9594,1,1,1,0,0,,,1,1,1,1,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_3,4425,4426,147.5,1,926.0 204.0 1065.0 613.0,1,0,0.9565,0.9565,1,2,1,1,0,,,1 1,1,1,1,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_4,4425,4426,147.5,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_2,4430,4431,147.667,1,0.0 274.0 77.0 556.0,1,0,0.9053,0.9053,1,1,1,0,0,,,1,1,1,1,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_3,4430,4431,147.667,1,935.0 200.0 1073.0 561.0,1,0,0.8574,0.8574,1,2,1,1,0,,,1 1,1,1,1,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_4,4430,4431,147.667,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_2,4435,4436,147.833,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_3,4435,4436,147.833,1,960.0 195.0 1080.0 555.0,1,0,0.9793,0.9793,1,2,1,1,0,,,1 1,1,1,1,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_4,4435,4436,147.833,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_2,4440,4441,148.0,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_3,4440,4441,148.0,1,963.0 197.0 1080.0 551.0,1,0,0.9599,0.9599,1,2,1,1,0,,,1 1,1,1,1,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_4,4440,4441,148.0,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_2,4445,4446,148.167,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_025-c2+c3+c4-6-004395,5,camera_3,4445,4446,148.167,1,999.0 192.0 1080.0 529.0,1,0,0.8258,0.8258,1,2,1,1,0,,,1 1,1,1,1,
