loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,556.7,9,9,0,9,0,9,0,0,0,1,2,3,0,0,0,3,1,2,3,0,0,0,3,0,0,0,0,0,0,0
50,8.33,584.2,21,19,2,19,2,19,5,0,0,5,4,9,0,0,0,3,4,3,9,0,0,0,3,0,0,0,0,0,0,0
100,16.67,584.7,31,24,7,24,7,24,11,0,0,7,6,10,0,0,4,4,5,4,8,0,0,4,3,0,0,0,0,0,0,0
150,25.0,585.0,36,20,16,26,16,20,7,0,0,10,8,14,0,3,6,4,6,6,10,0,1,2,1,0,0,0,0,0,0,0
200,33.33,585.3,45,24,21,28,21,24,8,0,0,14,12,17,0,3,6,4,8,8,12,0,0,0,0,0,0,0,0,0,0,0
250,41.67,585.3,51,23,28,25,28,23,2,0,0,17,13,19,0,3,6,4,9,6,10,0,0,0,0,0,0,0,0,0,0,0
300,50.0,585.3,52,21,31,23,31,21,0,0,0,18,13,19,0,3,6,4,9,6,8,0,0,0,0,0,0,0,0,0,0,0
350,58.33,585.5,59,25,34,27,34,25,5,0,0,21,13,23,0,3,6,4,10,5,12,0,0,0,0,0,0,0,0,0,0,0
400,66.67,585.6,60,22,38,24,38,22,2,0,0,21,13,24,0,3,6,4,7,5,12,0,0,0,0,0,0,0,0,0,0,0
450,75.0,585.6,66,27,39,29,39,27,7,0,0,24,14,26,0,3,6,4,9,6,14,0,0,0,0,0,0,0,0,0,0,0
500,83.33,585.7,70,28,42,29,42,28,4,0,0,26,14,28,0,3,6,4,10,5,14,0,0,0,0,0,0,0,0,0,0,0
550,91.67,585.8,70,25,45,26,45,25,1,0,0,26,14,28,0,3,6,4,9,4,13,0,0,0,0,0,0,0,0,0,0,0
600,100.0,585.8,72,27,45,28,45,27,2,0,0,27,15,28,0,3,6,4,10,5,13,0,0,0,0,0,0,0,0,0,0,0
650,108.33,585.8,76,28,42,29,42,28,3,0,0,28,16,30,0,3,6,4,9,6,14,0,0,0,0,0,0,0,0,0,0,0
