loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,528.4,6,6,0,9,0,6,0,0,0,1,3,5,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0
50,8.33,555.7,11,11,0,15,0,11,5,0,0,2,4,9,1,0,0,0,2,3,9,1,0,0,0,0,0,0,0,0,0,0
100,16.67,556.6,19,16,3,21,3,16,9,0,0,4,8,15,1,0,0,0,3,5,12,1,0,0,0,0,0,0,0,0,0,0
150,25.0,557.1,25,18,7,25,7,18,12,0,0,8,10,20,2,1,0,0,6,6,11,1,1,0,0,0,0,0,0,0,0,0
200,33.33,557.7,28,14,14,25,14,14,14,0,0,9,13,21,3,10,4,0,4,4,2,2,9,4,0,0,0,0,0,0,0,0
250,41.67,558.2,35,13,22,15,22,13,7,0,0,9,13,21,4,17,5,4,0,0,1,1,8,1,4,0,0,0,0,0,0,0
300,50.0,558.2,38,9,29,10,29,9,4,0,0,9,13,21,4,19,6,5,0,0,1,0,5,0,4,0,0,0,0,0,0,0
350,58.33,558.2,45,12,33,15,33,12,5,0,0,9,13,21,4,26,8,6,0,0,1,0,8,2,4,0,0,0,0,0,0,0
400,66.67,558.3,59,17,42,26,42,17,13,0,0,12,17,22,7,36,12,6,3,4,2,3,12,2,0,0,0,0,0,0,0,0
450,75.0,558.4,70,20,50,30,50,20,17,0,0,16,20,24,10,42,16,7,4,4,3,2,12,4,1,0,0,0,0,0,0,0
500,83.33,558.4,80,18,62,27,62,18,18,0,0,17,23,24,12,48,19,13,2,2,2,2,9,3,7,0,0,0,0,0,0,0
550,91.67,558.4,85,12,73,18,73,12,5,0,0,18,24,27,13,50,22,15,1,1,4,0,4,3,5,0,0,0,0,0,0,0
600,100.0,558.4,92,16,76,23,76,16,9,0,0,19,25,27,13,57,25,18,2,2,2,0,8,3,6,0,0,0,0,0,0,0
650,108.33,558.5,101,15,84,26,84,15,12,0,0,24,30,30,15,63,27,18,5,5,4,0,9,3,0,0,0,0,0,0,0,0
700,116.67,558.5,105,15,84,23,84,15,17,0,0,25,34,30,17,68,29,19,3,6,2,2,7,2,1,0,0,0,0,0,0,0
750,125.0,558.5,112,14,87,24,87,14,10,0,0,27,36,32,20,74,30,20,2,3,3,3,10,1,2,0,0,0,0,0,0,0
800,133.33,558.7,114,9,86,20,86,9,9,0,0,29,39,35,22,76,32,20,1,4,5,1,7,1,1,0,0,0,0,0,0,0
850,141.67,558.7,121,11,84,19,84,11,11,0,0,35,42,37,22,80,34,20,5,3,4,1,5,1,0,0,0,0,0,0,0,0
900,150.0,558.7,127,12,83,18,83,12,10,0,0,35,42,38,24,89,36,21,2,1,2,2,8,2,1,0,0,0,0,0,0,0
950,158.33,558.7,129,9,84,19,84,9,10,0,0,36,45,40,26,93,38,21,2,3,3,2,6,2,1,0,0,0,0,0,0,0
1000,166.67,558.7,139,15,80,18,80,15,12,0,0,36,46,40,27,99,41,24,1,1,1,1,8,3,3,0,0,0,0,0,0,0
1050,175.0,558.7,150,16,76,22,76,16,11,0,0,38,48,41,28,109,45,26,1,1,2,0,12,4,2,0,0,0,0,0,0,0
1100,183.33,558.8,162,18,73,29,73,18,17,0,0,42,53,43,33,115,47,26,3,5,4,3,11,2,1,0,0,0,0,0,0,0
1150,191.67,558.8,167,13,80,21,80,13,10,0,0,45,54,46,36,121,47,26,2,2,3,4,10,0,0,0,0,0,0,0,0,0
1200,200.0,558.8,178,18,78,28,78,18,13,0,0,48,56,48,38,128,51,27,4,3,2,2,12,4,1,0,0,0,0,0,0,0
1250,208.33,558.8,186,16,83,23,83,16,10,0,0,53,57,51,40,131,52,28,5,3,5,1,6,1,2,0,0,0,0,0,0,0
1300,216.67,558.9,190,13,81,23,81,13,12,0,0,56,59,51,41,136,56,29,5,4,3,1,5,3,2,0,0,0,0,0,0,0
1350,225.0,558.9,202,18,83,30,83,18,19,0,0,59,62,53,44,146,59,30,3,3,3,2,13,4,2,0,0,0,0,0,0,0
1400,233.33,558.9,211,13,91,21,91,13,9,0,0,61,65,55,46,150,62,32,2,3,2,2,5,3,4,0,0,0,0,0,0,0
1450,241.67,558.9,217,13,90,19,90,13,8,0,0,61,66,57,47,158,62,33,2,2,3,1,9,0,2,0,0,0,0,0,0,0
1500,250.0,558.9,225,16,89,21,89,16,10,0,0,63,68,58,49,162,68,35,2,1,1,1,7,6,3,0,0,0,0,0,0,0
1550,258.33,559.0,233,14,95,25,95,14,15,0,0,67,74,61,50,166,70,39,3,4,3,1,7,3,4,0,0,0,0,0,0,0
1600,266.67,559.0,237,12,95,22,95,12,9,0,0,70,77,63,52,169,71,40,4,4,4,1,6,2,1,0,0,0,0,0,0,0
