loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,2702.6,4,4,0,9,0,4,0,0,0,1,3,5,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0
50,8.33,2729.4,5,3,2,14,2,4,4,0,0,2,4,10,1,0,0,0,2,3,8,1,0,0,0,0,0,1,0,0,0,0
100,16.67,2731.5,8,4,4,21,4,5,9,0,0,5,8,17,1,0,0,0,3,5,12,1,0,0,0,0,0,0,0,0,0,0
150,25.0,2732.2,13,8,5,28,5,9,16,0,0,10,12,23,2,1,0,0,7,8,11,1,1,0,0,0,1,0,0,0,0,0
200,33.33,2709.4,19,8,11,23,11,9,13,0,0,12,15,24,3,11,4,0,3,3,2,2,9,4,0,0,1,2,0,2,0,0
250,41.67,2709.8,29,8,21,17,21,9,11,0,0,12,15,24,4,23,6,8,0,0,0,1,9,0,7,0,0,0,0,3,2,1
300,50.0,2709.8,31,5,26,7,26,6,4,0,0,12,15,24,4,24,7,10,0,0,0,0,3,0,4,0,0,0,0,0,0,0
350,58.33,2709.8,36,8,28,14,28,10,6,0,0,12,15,24,4,30,9,12,0,0,0,0,7,2,5,0,0,0,0,0,0,0
400,66.67,2710.0,45,7,38,26,38,10,18,0,0,15,19,26,7,41,14,12,3,4,2,3,12,2,0,0,0,0,0,1,1,0
450,75.0,2710.1,54,10,44,30,44,13,18,0,0,19,23,28,10,45,18,14,4,5,4,2,9,4,2,0,0,0,1,0,0,0
500,83.33,2709.8,59,11,48,23,49,14,16,0,0,19,25,28,12,50,21,19,1,1,2,2,7,3,7,0,0,0,0,0,0,0
550,91.67,2709.8,64,9,55,19,55,12,9,0,0,20,26,32,12,52,24,23,1,1,4,0,3,3,7,0,0,0,0,1,0,0
600,100.0,2710.0,70,12,58,26,58,15,13,0,0,21,27,32,12,62,27,26,2,2,2,0,10,3,7,0,0,0,0,0,0,0
650,108.33,2710.0,77,8,67,29,67,11,19,0,0,27,35,34,13,69,29,26,6,8,3,0,9,3,0,1,1,0,0,1,0,0
700,116.67,2710.0,80,7,68,20,68,10,15,0,0,27,38,34,15,75,31,27,3,2,2,2,8,2,1,0,1,0,0,1,0,0
750,125.0,2710.2,85,7,70,27,70,10,15,0,0,30,40,38,19,82,32,29,3,3,5,4,9,1,2,0,0,0,0,0,0,0
800,133.33,2710.3,87,4,69,22,69,7,13,0,0,32,43,41,21,87,34,29,1,4,5,2,8,1,1,0,0,0,1,0,0,0
850,141.67,2710.3,97,10,63,21,63,13,13,0,0,40,46,45,21,92,36,29,8,3,4,1,4,1,0,0,1,1,0,0,0,0
900,150.0,2710.3,98,5,65,18,65,7,12,0,0,40,46,47,23,100,38,30,2,1,3,2,7,2,1,0,0,0,0,1,0,0
950,158.33,2710.3,99,4,63,20,63,5,14,0,0,41,49,51,24,105,40,30,2,3,5,1,6,2,1,0,0,0,0,0,0,0
1000,166.67,2710.3,104,7,55,20,55,8,15,0,0,41,50,51,26,112,44,34,1,1,1,2,7,4,4,0,0,0,0,0,0,0
1050,175.0,2710.3,114,10,57,25,57,11,17,0,0,43,52,53,27,124,50,36,1,1,2,0,13,5,3,0,0,0,0,0,0,0
1100,183.33,2710.5,120,8,60,26,60,9,15,0,0,47,57,55,32,132,52,36,3,5,3,3,9,2,1,1,0,1,0,3,0,0
1150,191.67,2710.8,123,6,61,25,61,7,14,0,0,50,58,57,36,139,52,36,3,2,3,5,12,0,0,0,0,0,0,0,0,0
1200,200.0,2710.8,132,12,57,29,57,13,17,0,0,53,61,61,38,148,56,38,4,4,3,2,10,4,2,0,0,0,0,1,0,0
1250,208.33,2710.9,139,10,57,25,57,10,13,0,0,59,63,64,40,152,57,39,6,3,5,1,7,1,2,0,0,0,0,1,0,0
1300,216.67,2710.8,143,9,58,26,58,9,16,0,0,61,67,65,41,158,61,41,5,6,3,1,6,3,2,0,0,1,0,0,0,0
1350,225.0,2710.9,151,10,62,31,62,10,22,0,0,64,70,67,45,169,65,42,3,3,3,2,13,5,2,0,0,0,1,0,0,0
1400,233.33,2711.0,156,8,65,21,65,8,10,0,0,65,73,69,48,173,68,45,2,3,2,3,4,3,4,0,0,0,0,0,0,0
1450,241.67,2711.0,156,6,57,19,57,6,10,0,0,65,75,71,49,179,68,45,2,2,4,1,8,0,2,0,0,0,0,1,0,0
1500,250.0,2710.8,162,9,58,24,58,9,15,0,0,68,77,72,51,183,76,48,3,1,1,1,7,7,4,1,0,0,0,2,1,0
1550,258.33,2710.8,169,7,65,25,65,7,16,0,0,70,82,75,52,189,82,53,3,3,3,1,7,5,3,0,1,0,0,0,0,0
1600,266.67,2710.8,175,8,66,25,66,8,15,0,0,75,87,78,54,192,84,54,6,6,5,1,4,2,1,1,0,0,0,0,0,0
