loop_i,video_fid,t_sec,camera_id,track_id,x1,y1,x2,y2,conf,hits,start_frame,chef_id
0,4775,159.167,camera_7,0,526.0,94.7,572.4,257.9,0.84,1,0,
1,4776,159.2,camera_7,0,526.3,93.0,577.5,257.2,0.788,2,0,1
2,4777,159.233,camera_7,0,526.9,93.1,579.3,261.1,0.75,3,0,1
3,4778,159.267,camera_7,0,527.2,95.5,589.2,263.4,0.902,4,0,1
4,4779,159.3,camera_7,0,528.9,95.8,588.7,266.4,0.894,5,0,1
5,4780,159.333,camera_7,0,531.8,96.9,591.3,267.4,0.882,6,0,1
6,4781,159.367,camera_7,0,536.5,97.7,597.2,268.4,0.889,7,0,1
7,4782,159.4,camera_7,0,541.2,98.6,597.6,267.0,0.869,8,0,1
8,4783,159.433,camera_7,0,544.6,99.2,598.7,271.1,0.856,9,0,1
9,4784,159.467,camera_7,0,547.1,99.6,599.2,275.7,0.845,10,0,1
10,4785,159.5,camera_7,0,553.8,99.8,600.6,275.3,0.812,11,0,1
11,4786,159.533,camera_7,0,561.3,100.6,605.2,278.2,0.57,12,0,1
12,4787,159.567,camera_7,0,567.6,99.9,613.7,285.7,0.675,13,0,1
13,4788,159.6,camera_7,0,569.0,100.1,617.6,282.9,0.64,14,0,1
13,4788,159.6,camera_7,1,568.9,99.6,617.8,361.8,0.405,1,13,
14,4789,159.633,camera_7,1,572.2,99.5,622.8,363.5,0.866,2,13,2
15,4790,159.667,camera_7,1,576.2,102.7,637.5,373.2,0.893,3,13,2
16,4791,159.7,camera_7,1,577.3,105.0,644.7,375.3,0.912,4,13,2
17,4792,159.733,camera_7,1,578.3,107.2,652.2,376.4,0.929,5,13,2
18,4793,159.767,camera_7,1,582.3,107.9,655.6,379.8,0.915,6,13,2
19,4794,159.8,camera_7,1,585.7,110.0,660.3,383.2,0.91,7,13,2
20,4795,159.833,camera_7,1,590.1,110.6,663.3,384.7,0.913,8,13,2
21,4796,159.867,camera_7,1,594.3,110.9,663.2,386.4,0.907,9,13,2
22,4797,159.9,camera_7,1,595.5,111.7,663.2,386.8,0.9,10,13,2
23,4798,159.933,camera_7,1,596.0,111.2,662.7,387.6,0.903,11,13,2
24,4799,159.967,camera_7,1,605.9,111.1,664.3,386.6,0.913,12,13,2
25,4800,160.0,camera_7,1,609.1,111.2,667.9,387.7,0.9,13,13,2
26,4801,160.033,camera_7,1,610.6,109.8,672.2,387.5,0.908,14,13,2
27,4802,160.067,camera_7,1,614.0,110.6,674.5,387.7,0.905,15,13,2
28,4803,160.1,camera_7,1,614.8,110.9,676.7,387.8,0.903,16,13,2
29,4804,160.133,camera_7,1,618.9,111.5,678.7,388.3,0.904,17,13,2
30,4805,160.167,camera_7,1,622.5,113.7,693.8,399.8,0.893,18,13,2
31,4806,160.2,camera_7,1,623.1,116.2,707.9,403.2,0.896,19,13,2
32,4807,160.233,camera_7,1,622.5,119.5,717.6,408.0,0.9,20,13,2
33,4808,160.267,camera_7,1,622.7,121.3,718.8,410.3,0.899,21,13,2
34,4809,160.3,camera_7,1,626.0,122.5,722.0,414.5,0.905,22,13,2
35,4810,160.333,camera_7,1,629.9,123.6,724.8,417.7,0.902,23,13,2
36,4811,160.367,camera_7,1,632.3,124.8,724.2,419.1,0.913,24,13,2
37,4812,160.4,camera_7,1,634.1,124.4,726.5,420.1,0.906,25,13,2
38,4813,160.433,camera_7,1,637.2,125.1,727.2,420.8,0.915,26,13,2
39,4814,160.467,camera_7,1,649.0,125.2,730.9,420.9,0.884,27,13,2
40,4815,160.5,camera_7,1,650.3,125.4,733.6,420.8,0.91,28,13,2
41,4816,160.533,camera_7,1,659.5,126.3,743.9,420.8,0.896,29,13,2
42,4817,160.567,camera_7,1,666.8,129.4,750.2,420.0,0.911,30,13,2
43,4818,160.6,camera_7,1,678.5,128.6,755.4,420.4,0.919,31,13,2
44,4819,160.633,camera_7,1,688.8,130.1,761.1,428.9,0.915,32,13,2
45,4820,160.667,camera_7,1,691.5,131.2,764.7,437.3,0.907,33,13,2
46,4821,160.7,camera_7,1,691.6,133.5,769.5,445.5,0.92,34,13,2
47,4822,160.733,camera_7,1,690.6,135.6,772.6,448.8,0.916,35,13,2
48,4823,160.767,camera_7,1,691.3,138.0,790.5,449.4,0.918,36,13,2
49,4824,160.8,camera_7,1,690.8,144.8,794.3,450.2,0.917,37,13,2
50,4825,160.833,camera_7,1,690.8,141.8,795.0,453.6,0.918,38,13,2
51,4826,160.867,camera_7,1,692.2,143.3,796.6,456.3,0.919,39,13,2
52,4827,160.9,camera_7,1,694.8,145.1,801.7,458.6,0.917,40,13,2
53,4828,160.933,camera_7,1,699.5,146.3,810.4,459.1,0.934,41,13,2
54,4829,160.967,camera_7,1,705.0,146.5,811.9,459.7,0.925,42,13,2
55,4830,161.0,camera_7,1,712.1,146.6,817.7,459.7,0.935,43,13,2
56,4831,161.033,camera_7,1,723.0,146.7,823.5,460.9,0.919,44,13,2
57,4832,161.067,camera_7,1,733.4,146.4,829.7,460.5,0.93,45,13,2
58,4833,161.1,camera_7,1,742.5,147.2,833.1,460.8,0.934,46,13,2
59,4834,161.133,camera_7,1,752.7,148.0,837.0,460.0,0.928,47,13,2
60,4835,161.167,camera_7,1,761.1,149.3,843.0,459.7,0.926,48,13,2
61,4836,161.2,camera_7,1,759.9,149.3,849.5,460.1,0.93,49,13,2
62,4837,161.233,camera_7,1,759.8,150.9,857.6,459.9,0.912,50,13,2
63,4838,161.267,camera_7,1,761.4,152.3,863.6,459.5,0.924,51,13,2
64,4839,161.3,camera_7,1,761.5,154.9,867.9,460.0,0.916,52,13,2
65,4840,161.333,camera_7,1,761.2,159.7,883.3,460.0,0.912,53,13,2
66,4841,161.367,camera_7,1,761.8,162.1,890.2,460.0,0.848,54,13,2
67,4842,161.4,camera_7,1,765.0,162.2,898.3,460.4,0.83,55,13,2
68,4843,161.433,camera_7,1,767.0,162.9,903.4,459.5,0.766,56,13,2
69,4844,161.467,camera_7,1,763.7,163.2,906.0,461.3,0.592,57,13,2
69,4844,161.467,camera_7,2,839.9,163.3,906.7,281.5,0.597,1,69,
70,4845,161.5,camera_7,1,779.6,231.3,892.3,462.7,0.193,58,13,2
70,4845,161.5,camera_7,2,848.6,162.9,908.3,278.1,0.764,2,69,3
71,4846,161.533,camera_7,2,852.9,162.4,914.6,269.5,0.844,3,69,3
72,4847,161.567,camera_7,2,850.9,163.3,922.0,268.1,0.821,4,69,3
73,4848,161.6,camera_7,2,851.6,164.0,929.1,269.0,0.844,5,69,3
74,4849,161.633,camera_7,2,851.0,165.0,935.0,268.6,0.855,6,69,3
75,4850,161.667,camera_7,2,852.5,165.3,939.2,267.2,0.783,7,69,3
76,4851,161.7,camera_7,2,881.8,166.6,942.2,273.0,0.751,8,69,3
77,4852,161.733,camera_7,2,886.7,167.1,947.9,273.1,0.836,9,69,3
78,4853,161.767,camera_7,2,887.9,168.6,953.9,273.5,0.83,10,69,3
79,4854,161.8,camera_7,2,897.0,170.5,957.1,274.3,0.809,11,69,3
80,4855,161.833,camera_7,2,897.0,172.8,963.4,275.8,0.784,12,69,3
81,4856,161.867,camera_7,2,898.2,174.7,966.4,276.1,0.655,13,69,3
82,4857,161.9,camera_7,2,905.1,176.7,985.3,282.3,0.527,14,69,3
83,4858,161.933,camera_7,2,919.2,178.8,987.2,283.8,0.696,15,69,3
84,4859,161.967,camera_7,2,928.2,179.9,992.5,291.5,0.713,16,69,3
85,4860,162.0,camera_7,2,934.5,180.5,996.0,296.7,0.621,17,69,3
86,4861,162.033,camera_7,2,939.1,180.7,1004.2,300.0,0.548,18,69,3
87,4862,162.067,camera_7,2,946.5,181.5,1007.0,292.9,0.38,19,69,3
87,4862,162.067,camera_7,3,945.9,181.3,1012.3,366.0,0.451,1,87,
88,4863,162.1,camera_7,2,949.4,181.6,1011.6,294.1,0.584,20,69,3
88,4863,162.1,camera_7,3,947.6,180.5,1019.8,364.7,0.174,2,87,4
89,4864,162.133,camera_7,2,937.9,182.2,1013.0,297.7,0.704,21,69,3
89,4864,162.133,camera_7,3,944.5,176.5,1020.3,366.4,0.111,3,87,4
90,4865,162.167,camera_7,3,958.8,183.4,1026.5,357.8,0.646,4,87,4
91,4866,162.2,camera_7,3,966.0,183.9,1034.4,368.5,0.835,5,87,4
92,4867,162.233,camera_7,3,968.9,184.9,1031.9,367.0,0.86,6,87,4
93,4868,162.267,camera_7,3,973.1,185.2,1037.0,366.7,0.846,7,87,4
94,4869,162.3,camera_7,3,974.6,185.9,1038.0,366.9,0.859,8,87,4
95,4870,162.333,camera_7,3,976.0,186.4,1041.2,366.9,0.887,9,87,4
96,4871,162.367,camera_7,3,980.0,188.3,1043.3,365.7,0.887,10,87,4
97,4872,162.4,camera_7,3,979.6,190.5,1047.8,366.3,0.861,11,87,4
98,4873,162.433,camera_7,3,980.9,193.0,1052.8,366.0,0.86,12,87,4
99,4874,162.467,camera_7,3,982.3,194.0,1057.1,365.6,0.857,13,87,4
100,4875,162.5,camera_7,3,979.7,196.3,1060.6,364.2,0.881,14,87,4
101,4876,162.533,camera_7,3,980.2,199.3,1067.4,365.3,0.838,15,87,4
102,4877,162.567,camera_7,3,1009.4,198.6,1076.6,369.5,0.819,16,87,4
