loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,2705.0,9,9,0,9,0,9,0,0,0,1,3,5,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0
50,8.33,2734.7,16,13,3,14,3,13,4,0,0,2,4,10,1,0,0,0,2,3,8,1,0,0,0,0,0,1,0,0,0,0
100,16.67,2735.9,28,19,9,21,9,19,9,0,0,5,8,17,1,0,0,0,3,5,12,1,0,0,0,0,0,0,0,0,0,0
150,25.0,2735.1,41,25,16,28,16,25,16,0,0,10,12,23,2,1,0,0,7,8,11,1,1,0,0,0,1,0,0,0,0,0
200,33.33,2712.4,60,20,40,23,40,20,13,0,0,12,15,24,3,11,4,0,3,3,2,2,9,4,0,0,1,2,0,2,0,0
250,41.67,2715.0,83,17,66,17,66,17,11,0,0,12,15,24,4,23,6,8,0,0,0,1,9,0,7,0,0,0,0,3,2,1
300,50.0,2715.0,86,7,79,7,79,7,4,0,0,12,15,24,4,24,7,10,0,0,0,0,3,0,4,0,0,0,0,0,0,0
350,58.33,2712.7,96,14,82,14,82,14,6,0,0,12,15,24,4,30,9,12,0,0,0,0,7,2,5,0,0,0,0,0,0,0
400,66.67,2715.1,121,23,98,26,98,23,18,0,0,15,19,26,7,41,14,12,3,4,2,3,12,2,0,0,0,0,0,1,1,0
450,75.0,2715.2,144,30,114,30,114,30,18,0,0,19,23,28,10,45,18,14,4,5,4,2,9,4,2,0,0,0,1,0,0,0
500,83.33,2715.0,161,23,138,23,138,23,16,0,0,19,25,28,12,50,21,19,1,1,2,2,7,3,7,0,0,0,0,0,0,0
550,91.67,2712.7,176,19,157,19,157,19,9,0,0,20,26,32,12,52,24,23,1,1,4,0,3,3,7,0,0,0,0,1,0,0
600,100.0,2712.8,194,26,168,26,168,26,13,0,0,21,27,32,12,62,27,26,2,2,2,0,10,3,7,0,0,0,0,0,0,0
650,108.33,2712.9,220,29,185,29,185,29,19,0,0,27,35,34,13,69,29,26,6,8,3,0,9,3,0,1,1,0,0,1,0,0
700,116.67,2715.2,234,20,200,20,200,20,15,0,0,27,38,34,15,75,31,27,3,2,2,2,8,2,1,0,1,0,0,1,0,0
750,125.0,2715.3,257,27,203,27,203,27,15,0,0,30,40,38,19,82,32,29,3,3,5,4,9,1,2,0,0,0,0,0,0,0
800,133.33,2713.0,274,22,201,22,201,22,13,0,0,32,43,41,21,87,34,29,1,4,5,2,8,1,1,0,0,0,1,0,0,0
850,141.67,2715.3,295,20,200,21,200,20,13,0,0,40,46,45,21,92,36,29,8,3,4,1,4,1,0,0,1,1,0,0,0,0
900,150.0,2715.3,310,18,210,18,210,18,12,0,0,40,46,47,23,100,38,30,2,1,3,2,7,2,1,0,0,0,0,1,0,0
950,158.33,2715.0,325,19,218,20,218,19,14,0,0,41,49,51,24,105,40,30,2,3,5,1,6,2,1,0,0,0,0,0,0,0
1000,166.67,2715.1,343,20,217,20,217,20,15,0,0,41,50,51,26,112,44,34,1,1,1,2,7,4,4,0,0,0,0,0,0,0
1050,175.0,2712.8,367,24,212,25,212,24,17,0,0,43,52,53,27,124,50,36,1,1,2,0,13,5,3,0,0,0,0,0,0,0
1100,183.33,2715.2,393,26,216,26,216,26,15,0,0,47,57,55,32,132,52,36,3,5,3,3,9,2,1,1,0,1,0,3,0,0
1150,191.67,2715.9,409,24,223,25,223,24,14,0,0,50,58,57,36,139,52,36,3,2,3,5,12,0,0,0,0,0,0,0,0,0
1200,200.0,2715.9,436,29,228,29,228,29,17,0,0,53,61,61,38,148,56,38,4,4,3,2,10,4,2,0,0,0,0,1,0,0
1250,208.33,2713.9,455,25,227,25,227,25,13,0,0,59,63,64,40,152,57,39,6,3,5,1,7,1,2,0,0,0,0,1,0,0
1300,216.67,2714.0,474,26,222,26,222,26,16,0,0,61,67,65,41,158,61,41,5,6,3,1,6,3,2,0,0,1,0,0,0,0
1350,225.0,2715.8,502,31,229,31,229,31,22,0,0,64,70,67,45,169,65,42,3,3,3,2,13,5,2,0,0,0,1,0,0,0
1400,233.33,2716.1,521,21,238,21,238,21,10,0,0,65,73,69,48,173,68,45,2,3,2,3,4,3,4,0,0,0,0,0,0,0
1450,241.67,2716.1,532,19,226,19,226,19,10,0,0,65,75,71,49,179,68,45,2,2,4,1,8,0,2,0,0,0,0,1,0,0
1500,250.0,2713.8,555,24,228,24,228,24,15,0,0,68,77,72,51,183,76,48,3,1,1,1,7,7,4,1,0,0,0,2,1,0
1550,258.33,2716.2,583,25,240,25,240,25,16,0,0,70,82,75,52,189,82,53,3,3,3,1,7,5,3,0,1,0,0,0,0,0
1600,266.67,2716.2,604,25,242,25,242,25,15,0,0,75,87,78,54,192,84,54,6,6,5,1,4,2,1,1,0,0,0,0,0,0
