loop_i,video_fid,t_sec,camera_id,track_id,x1,y1,x2,y2,conf,hits,start_frame,chef_id
0,2540,84.667,camera_5,0,546.0,63.3,598.6,227.5,0.857,1,0,
1,2541,84.7,camera_5,0,545.8,64.3,598.6,227.6,0.856,2,0,1
2,2542,84.733,camera_5,0,544.9,67.1,597.3,228.0,0.85,3,0,1
3,2543,84.767,camera_5,0,545.7,68.3,595.7,228.4,0.846,4,0,1
4,2544,84.8,camera_5,0,544.5,69.0,594.7,228.4,0.859,5,0,1
5,2545,84.833,camera_5,0,543.4,69.3,593.9,227.3,0.857,6,0,1
6,2546,84.867,camera_5,0,541.9,69.4,592.3,226.5,0.856,7,0,1
7,2547,84.9,camera_5,0,542.4,69.2,591.6,222.2,0.84,8,0,1
8,2548,84.933,camera_5,0,542.1,69.1,590.4,221.9,0.845,9,0,1
9,2549,84.967,camera_5,0,540.2,67.9,589.0,213.9,0.849,10,0,1
9,2549,84.967,camera_5,1,585.9,65.1,606.9,132.5,0.372,1,9,
10,2550,85.0,camera_5,0,540.5,66.8,587.6,214.2,0.849,11,0,1
10,2550,85.0,camera_5,1,586.2,65.0,606.7,130.6,0.351,2,9,2
11,2551,85.033,camera_5,0,540.1,63.3,587.6,215.0,0.858,12,0,1
11,2551,85.033,camera_5,1,586.5,64.1,606.6,129.8,0.356,3,9,2
12,2552,85.067,camera_5,0,540.4,62.8,586.9,214.2,0.852,13,0,1
12,2552,85.067,camera_5,1,586.8,63.7,607.5,129.2,0.355,4,9,2
13,2553,85.1,camera_5,0,540.4,62.6,584.4,213.1,0.849,14,0,1
13,2553,85.1,camera_5,1,586.9,63.2,606.7,123.0,0.341,5,9,2
14,2554,85.133,camera_5,0,540.6,63.6,583.7,212.4,0.85,15,0,1
14,2554,85.133,camera_5,1,587.0,63.6,606.2,122.0,0.314,6,9,2
15,2555,85.167,camera_5,0,541.2,63.0,583.7,213.0,0.851,16,0,1
15,2555,85.167,camera_5,1,586.4,62.3,606.5,123.1,0.374,7,9,2
16,2556,85.2,camera_5,0,539.8,61.6,583.7,212.6,0.86,17,0,1
16,2556,85.2,camera_5,1,586.1,62.5,606.4,121.8,0.4,8,9,2
17,2557,85.233,camera_5,0,539.2,61.1,581.9,214.8,0.862,18,0,1
17,2557,85.233,camera_5,1,589.2,63.5,609.9,120.6,0.414,9,9,2
18,2558,85.267,camera_5,0,538.6,60.7,581.4,215.0,0.858,19,0,1
18,2558,85.267,camera_5,1,590.1,63.7,611.1,120.9,0.421,10,9,2
19,2559,85.3,camera_5,0,537.7,60.4,581.8,214.4,0.864,20,0,1
19,2559,85.3,camera_5,1,589.2,63.2,611.4,121.3,0.439,11,9,2
20,2560,85.333,camera_5,0,535.9,59.5,581.9,213.2,0.859,21,0,1
20,2560,85.333,camera_5,1,586.3,62.5,608.5,120.0,0.435,12,9,2
21,2561,85.367,camera_5,0,535.5,59.5,581.7,211.4,0.864,22,0,1
21,2561,85.367,camera_5,1,585.7,62.3,607.5,120.3,0.463,13,9,2
22,2562,85.4,camera_5,0,535.1,57.9,582.2,209.1,0.862,23,0,1
22,2562,85.4,camera_5,1,587.8,62.9,610.5,119.8,0.441,14,9,2
23,2563,85.433,camera_5,0,533.6,57.7,582.2,207.0,0.864,24,0,1
23,2563,85.433,camera_5,1,588.7,63.2,610.6,119.4,0.397,15,9,2
24,2564,85.467,camera_5,0,532.4,57.2,582.0,202.7,0.869,25,0,1
24,2564,85.467,camera_5,1,589.3,63.7,611.4,119.2,0.364,16,9,2
25,2565,85.5,camera_5,0,531.9,56.8,581.4,203.6,0.868,26,0,1
25,2565,85.5,camera_5,1,588.6,63.6,609.3,118.3,0.364,17,9,2
26,2566,85.533,camera_5,0,529.5,56.6,582.0,201.9,0.87,27,0,1
26,2566,85.533,camera_5,1,588.2,63.7,608.8,118.4,0.352,18,9,2
27,2567,85.567,camera_5,0,529.3,56.6,582.4,202.1,0.865,28,0,1
27,2567,85.567,camera_5,1,588.5,63.9,608.5,118.1,0.359,19,9,2
28,2568,85.6,camera_5,0,529.7,56.6,581.7,201.6,0.833,29,0,1
28,2568,85.6,camera_5,1,588.9,64.4,609.0,118.5,0.377,20,9,2
29,2569,85.633,camera_5,0,530.1,56.8,581.8,200.6,0.828,30,0,1
29,2569,85.633,camera_5,1,589.2,64.6,609.2,118.7,0.372,21,9,2
30,2570,85.667,camera_5,0,528.9,56.8,582.6,200.0,0.827,31,0,1
30,2570,85.667,camera_5,1,590.0,65.2,609.9,118.2,0.36,22,9,2
30,2570,85.667,camera_5,2,569.9,60.8,599.7,197.2,0.347,1,30,
31,2571,85.7,camera_5,0,528.4,57.1,583.3,200.1,0.846,32,0,1
31,2571,85.7,camera_5,1,588.9,64.8,609.1,118.6,0.362,23,9,2
31,2571,85.7,camera_5,2,572.2,60.1,602.0,195.8,0.286,2,30,3
32,2572,85.733,camera_5,0,527.7,57.6,585.2,201.1,0.858,33,0,1
32,2572,85.733,camera_5,1,587.8,64.0,608.5,118.9,0.376,24,9,2
32,2572,85.733,camera_5,2,571.7,60.7,601.5,198.1,0.313,3,30,3
33,2573,85.767,camera_5,0,527.8,57.6,585.1,201.2,0.864,34,0,1
33,2573,85.767,camera_5,1,587.7,64.0,606.9,118.8,0.336,25,9,2
33,2573,85.767,camera_5,2,571.4,60.2,600.5,197.3,0.3,4,30,3
34,2574,85.8,camera_5,0,527.8,58.0,583.2,200.6,0.865,35,0,1
34,2574,85.8,camera_5,1,586.8,64.1,604.9,119.5,0.33,26,9,2
34,2574,85.8,camera_5,2,570.9,60.7,598.6,196.9,0.289,5,30,3
35,2575,85.833,camera_5,0,527.8,57.5,581.3,200.0,0.861,36,0,1
35,2575,85.833,camera_5,1,587.0,64.9,604.6,119.5,0.296,27,9,2
35,2575,85.833,camera_5,2,569.5,61.1,599.5,196.4,0.303,6,30,3
36,2576,85.867,camera_5,0,527.0,56.5,578.4,198.4,0.863,37,0,1
36,2576,85.867,camera_5,1,586.4,63.7,605.0,119.3,0.355,28,9,2
36,2576,85.867,camera_5,2,572.4,60.4,599.9,195.5,0.287,7,30,3
37,2577,85.9,camera_5,0,526.7,54.8,577.0,194.6,0.874,38,0,1
37,2577,85.9,camera_5,1,587.3,63.6,606.3,118.9,0.345,29,9,2
37,2577,85.9,camera_5,2,575.9,60.0,601.6,193.2,0.229,8,30,3
38,2578,85.933,camera_5,0,526.6,54.5,577.1,192.2,0.872,39,0,1
38,2578,85.933,camera_5,1,587.7,63.6,606.7,119.3,0.361,30,9,2
38,2578,85.933,camera_5,2,574.3,59.8,600.7,190.0,0.24,9,30,3
39,2579,85.967,camera_5,0,526.0,54.1,576.5,190.5,0.874,40,0,1
39,2579,85.967,camera_5,1,588.4,63.5,607.8,119.4,0.338,31,9,2
39,2579,85.967,camera_5,2,575.3,59.2,601.8,189.4,0.221,10,30,3
40,2580,86.0,camera_5,0,525.7,53.2,576.9,189.9,0.864,41,0,1
40,2580,86.0,camera_5,1,587.6,63.5,607.6,118.7,0.38,32,9,2
40,2580,86.0,camera_5,2,572.8,59.1,598.9,184.7,0.268,11,30,3
41,2581,86.033,camera_5,0,525.5,53.1,576.7,189.4,0.864,42,0,1
41,2581,86.033,camera_5,1,587.7,63.5,608.1,118.9,0.387,33,9,2
41,2581,86.033,camera_5,2,572.7,59.1,599.5,185.9,0.285,12,30,3
42,2582,86.067,camera_5,0,525.4,53.2,576.6,188.9,0.861,43,0,1
42,2582,86.067,camera_5,1,588.5,64.5,607.8,118.3,0.371,34,9,2
42,2582,86.067,camera_5,2,569.9,59.6,596.4,183.8,0.279,13,30,3
43,2583,86.1,camera_5,0,525.5,53.3,576.6,188.9,0.859,44,0,1
43,2583,86.1,camera_5,1,589.7,65.1,609.4,118.8,0.357,35,9,2
43,2583,86.1,camera_5,2,571.1,59.5,597.5,186.0,0.284,14,30,3
44,2584,86.133,camera_5,0,525.2,53.8,576.6,186.1,0.865,45,0,1
44,2584,86.133,camera_5,1,590.7,65.2,611.1,118.8,0.336,36,9,2
44,2584,86.133,camera_5,2,569.7,59.5,596.2,176.8,0.254,15,30,3
45,2585,86.167,camera_5,0,525.0,54.9,576.9,184.2,0.851,46,0,1
45,2585,86.167,camera_5,1,584.4,63.7,603.7,117.8,0.379,37,9,2
45,2585,86.167,camera_5,2,567.1,60.7,594.7,177.0,0.232,16,30,3
46,2586,86.2,camera_5,0,524.9,54.9,576.9,187.2,0.838,47,0,1
46,2586,86.2,camera_5,1,584.2,63.4,603.3,117.9,0.386,38,9,2
46,2586,86.2,camera_5,2,566.3,59.1,595.1,187.9,0.233,17,30,3
47,2587,86.233,camera_5,0,525.6,55.3,576.9,186.0,0.827,48,0,1
47,2587,86.233,camera_5,1,584.3,63.1,603.2,117.9,0.385,39,9,2
47,2587,86.233,camera_5,2,565.8,58.0,594.5,178.7,0.214,18,30,3
48,2588,86.267,camera_5,0,525.8,58.7,576.8,187.1,0.776,49,0,1
48,2588,86.267,camera_5,1,584.1,63.4,603.0,117.6,0.388,40,9,2
48,2588,86.267,camera_5,2,566.3,59.4,594.8,187.5,0.222,19,30,3
49,2589,86.3,camera_5,0,526.0,55.5,576.5,189.7,0.831,50,0,1
49,2589,86.3,camera_5,1,583.7,62.4,602.9,118.2,0.403,41,9,2
49,2589,86.3,camera_5,2,569.2,58.1,599.0,187.9,0.242,20,30,3
50,2590,86.333,camera_5,0,526.4,54.6,576.2,186.7,0.835,51,0,1
50,2590,86.333,camera_5,1,583.9,62.3,603.1,118.0,0.396,42,9,2
50,2590,86.333,camera_5,2,565.5,55.9,594.7,187.0,0.213,21,30,3
51,2591,86.367,camera_5,0,527.0,54.6,576.7,174.5,0.792,52,0,1
51,2591,86.367,camera_5,1,588.6,68.5,603.6,119.1,0.159,43,9,2
51,2591,86.367,camera_5,2,562.1,62.3,589.9,177.8,0.28,22,30,3
52,2592,86.4,camera_5,0,527.2,52.5,577.0,172.3,0.798,53,0,1
52,2592,86.4,camera_5,1,585.1,63.9,600.5,113.4,0.276,44,9,2
52,2592,86.4,camera_5,2,561.9,58.5,592.8,179.4,0.286,23,30,3
53,2593,86.433,camera_5,0,526.7,51.9,577.1,173.5,0.807,54,0,1
53,2593,86.433,camera_5,1,585.4,64.5,600.3,113.9,0.273,45,9,2
53,2593,86.433,camera_5,2,562.3,63.2,592.1,178.6,0.275,24,30,3
54,2594,86.467,camera_5,0,526.8,51.1,576.3,176.4,0.834,55,0,1
54,2594,86.467,camera_5,1,585.3,64.7,600.2,114.4,0.264,46,9,2
54,2594,86.467,camera_5,2,562.7,62.2,592.0,176.9,0.283,25,30,3
55,2595,86.5,camera_5,0,527.0,51.2,576.1,175.9,0.845,56,0,1
55,2595,86.5,camera_5,1,585.5,64.8,600.1,114.5,0.259,47,9,2
55,2595,86.5,camera_5,2,563.0,59.2,591.8,176.4,0.274,26,30,3
56,2596,86.533,camera_5,0,527.5,51.0,576.4,176.7,0.845,57,0,1
56,2596,86.533,camera_5,1,586.0,65.3,600.2,114.5,0.261,48,9,2
56,2596,86.533,camera_5,2,564.0,55.6,591.7,174.0,0.246,27,30,3
57,2597,86.567,camera_5,0,527.5,51.6,575.9,175.6,0.836,58,0,1
57,2597,86.567,camera_5,1,585.9,65.4,600.0,112.8,0.239,49,9,2
57,2597,86.567,camera_5,2,563.5,57.7,591.1,173.1,0.27,28,30,3
58,2598,86.6,camera_5,0,527.3,52.0,575.6,172.9,0.817,59,0,1
58,2598,86.6,camera_5,1,585.8,65.5,599.8,111.1,0.272,50,9,2
58,2598,86.6,camera_5,2,563.5,67.6,589.6,173.0,0.311,29,30,3
59,2599,86.633,camera_5,0,527.8,52.6,574.8,171.8,0.81,60,0,1
59,2599,86.633,camera_5,1,585.2,65.6,599.5,112.6,0.273,51,9,2
59,2599,86.633,camera_5,2,563.4,70.7,587.8,171.6,0.34,30,30,3
60,2600,86.667,camera_5,0,527.4,52.8,573.7,172.1,0.832,61,0,1
60,2600,86.667,camera_5,1,585.5,65.1,600.1,114.8,0.285,52,9,2
60,2600,86.667,camera_5,2,562.5,67.7,587.8,171.9,0.344,31,30,3
61,2601,86.7,camera_5,0,527.5,53.5,573.2,171.1,0.821,62,0,1
61,2601,86.7,camera_5,1,585.4,64.8,600.1,114.9,0.282,53,9,2
61,2601,86.7,camera_5,2,561.8,66.7,588.2,172.9,0.331,32,30,3
62,2602,86.733,camera_5,0,527.6,53.6,573.9,171.3,0.826,63,0,1
62,2602,86.733,camera_5,1,585.6,65.1,600.4,115.8,0.328,54,9,2
62,2602,86.733,camera_5,2,562.8,66.9,590.0,171.5,0.323,33,30,3
63,2603,86.767,camera_5,0,525.9,52.3,572.5,174.5,0.812,64,0,1
63,2603,86.767,camera_5,1,584.4,65.6,600.5,114.4,0.273,55,9,2
63,2603,86.767,camera_5,2,562.5,65.3,593.1,176.0,0.253,34,30,3
64,2604,86.8,camera_5,0,525.0,50.8,572.0,174.2,0.817,65,0,1
64,2604,86.8,camera_5,1,584.6,64.9,600.0,111.2,0.257,56,9,2
64,2604,86.8,camera_5,2,561.3,64.1,591.2,175.4,0.306,35,30,3
65,2605,86.833,camera_5,0,524.8,49.8,571.3,168.9,0.82,66,0,1
65,2605,86.833,camera_5,1,584.9,64.4,599.9,113.3,0.27,57,9,2
65,2605,86.833,camera_5,2,563.6,62.9,589.0,162.9,0.244,36,30,3
