loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,534.6,7,7,0,11,0,7,0,0,0,2,5,4,0,0,0,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0
50,8.33,562.0,10,9,1,21,1,9,5,0,0,5,10,8,0,0,0,0,5,9,7,0,0,0,0,0,0,0,0,0,0,0
100,16.67,562.5,11,9,2,20,2,9,7,0,0,6,11,11,0,1,0,0,5,6,8,0,1,0,0,0,0,0,0,0,0,0
150,25.0,562.8,14,9,5,22,5,9,8,0,0,8,13,11,1,3,3,0,5,5,6,1,2,3,0,0,0,0,0,0,0,0
200,33.33,563.2,15,7,8,19,8,7,5,0,0,9,15,14,1,4,4,0,3,4,7,1,1,3,0,0,0,0,0,0,0,0
250,41.67,563.6,17,8,9,27,9,8,14,0,0,10,17,16,4,12,6,0,3,5,6,3,8,2,0,0,0,0,0,0,0,0
300,50.0,563.6,18,7,11,24,11,7,10,0,0,11,19,16,4,19,8,0,2,4,5,1,9,3,0,0,0,0,0,0,0,0
350,58.33,563.9,19,8,11,28,11,8,12,0,0,12,22,21,7,27,8,0,3,5,7,1,12,0,0,0,0,0,0,0,0,0
400,66.67,564.1,24,12,12,31,12,12,17,0,0,13,24,22,8,35,12,0,3,4,4,1,15,4,0,0,0,0,0,0,0,0
450,75.0,564.2,26,9,17,23,17,9,7,0,0,13,26,23,9,39,13,1,1,4,3,1,10,3,1,0,0,0,0,0,0,0
500,83.33,564.2,29,9,20,24,20,9,10,0,0,15,28,25,12,43,13,2,3,6,3,4,7,0,1,0,0,0,0,0,0,0
550,91.67,564.4,31,8,23,24,23,8,7,0,0,17,30,28,14,47,13,2,3,5,6,3,6,0,1,0,0,0,0,0,0,0
600,100.0,564.5,33,9,24,26,24,9,13,0,0,19,33,30,17,49,16,2,4,6,3,3,6,3,1,0,0,0,0,0,0,0
650,108.33,564.8,40,13,26,30,26,13,12,0,0,22,37,34,17,56,21,6,5,5,6,0,6,4,4,0,0,0,0,0,0,0
700,116.67,564.9,41,10,26,24,26,10,10,0,0,22,39,37,18,57,24,7,3,5,6,1,3,3,3,0,0,0,0,0,0,0
750,125.0,564.9,48,12,29,21,29,12,5,0,0,25,40,41,18,60,25,11,4,3,5,0,4,0,5,0,0,0,0,0,0,0
800,133.33,565.0,49,10,31,28,31,10,15,0,0,25,42,45,19,63,29,12,3,5,6,1,5,4,4,0,0,0,0,0,0,0
850,141.67,565.2,55,11,33,28,33,11,13,0,0,29,47,47,20,69,31,13,6,6,5,0,7,3,1,0,0,0,0,0,0,0
900,150.0,565.3,59,9,39,23,39,9,12,0,0,33,47,50,21,70,36,13,5,3,6,1,2,5,1,0,0,0,0,0,0,0
950,158.33,565.3,61,8,41,29,41,8,10,0,0,35,53,53,25,74,36,13,5,8,5,5,6,0,0,0,0,0,0,0,0,0
1000,166.67,565.3,63,7,41,25,41,7,9,0,0,37,56,54,25,79,36,13,4,6,5,3,7,0,0,0,0,0,0,0,0,0
1050,175.0,565.3,65,7,39,18,39,7,4,0,0,39,57,55,26,80,36,13,5,4,5,2,2,0,0,0,0,0,0,0,0,0
1100,183.33,565.3,65,4,40,21,40,4,3,0,0,39,58,55,27,87,36,13,2,4,4,3,8,0,0,0,0,0,0,0,0,0
1150,191.67,565.5,68,7,38,29,38,7,8,0,0,42,62,57,29,92,36,13,5,7,5,4,8,0,0,0,0,0,0,0,0,0
1200,200.0,565.5,72,10,35,29,35,10,6,0,0,46,66,60,29,93,38,13,8,8,7,1,3,2,0,0,0,0,0,0,0,0
1250,208.33,565.6,75,9,38,27,38,9,12,0,0,47,69,61,30,96,38,15,6,7,5,1,5,2,1,0,0,0,0,0,0,0
1300,216.67,565.7,79,10,36,28,36,10,12,0,0,50,72,64,31,99,40,16,6,6,6,1,5,2,2,0,0,0,0,0,0,0
1350,225.0,565.9,83,10,35,28,35,10,12,0,0,52,74,68,32,100,42,18,4,5,8,1,4,2,4,0,0,0,0,0,0,0
1400,233.33,566.0,87,9,34,27,34,9,10,0,0,53,76,72,32,100,45,21,3,5,11,0,1,3,4,0,0,0,0,0,0,0
1450,241.67,566.2,91,10,35,28,35,10,9,0,0,55,78,75,32,107,46,23,4,5,7,0,7,1,4,0,0,0,0,0,0,0
1500,250.0,566.2,93,11,29,27,29,11,10,0,0,55,80,76,33,109,50,25,4,6,5,1,3,3,5,0,0,0,0,0,0,0
1550,258.33,460.5,95,9,32,25,32,9,12,0,0,57,84,79,35,111,52,25,4,7,4,2,3,2,3,0,0,0,0,0,0,0
