loop_i,video_fid,t_sec,camera_id,track_id,x1,y1,x2,y2,conf,hits,start_frame,chef_id
0,7115,237.167,camera_3,0,795.0,210.2,911.6,597.6,0.91,1,0,
0,7115,237.167,camera_3,1,967.1,477.9,1079.8,717.4,0.443,1,0,
1,7116,237.2,camera_3,0,790.5,209.0,908.8,590.2,0.903,2,0,1
1,7116,237.2,camera_3,1,975.1,472.0,1079.9,717.4,0.412,2,0,2
2,7117,237.233,camera_3,0,782.7,206.3,921.9,586.2,0.931,3,0,1
2,7117,237.233,camera_3,1,982.5,473.8,1080.0,718.1,0.361,3,0,2
3,7118,237.267,camera_3,0,764.5,200.0,906.1,581.3,0.925,4,0,1
3,7118,237.267,camera_3,1,983.6,474.6,1080.0,717.7,0.232,4,0,2
4,7119,237.3,camera_3,0,762.2,203.1,917.1,579.0,0.933,5,0,1
5,7120,237.333,camera_3,0,759.6,199.3,910.4,579.7,0.929,6,0,1
6,7121,237.367,camera_3,0,743.1,195.6,911.1,579.8,0.926,7,0,1
7,7122,237.4,camera_3,0,740.6,194.8,896.0,579.7,0.918,8,0,1
8,7123,237.433,camera_3,0,740.3,191.2,886.1,578.9,0.91,9,0,1
9,7124,237.467,camera_3,0,739.7,190.4,879.5,579.5,0.904,10,0,1
10,7125,237.5,camera_3,0,738.0,188.6,869.0,580.0,0.916,11,0,1
11,7126,237.533,camera_3,0,738.9,187.5,863.8,580.3,0.91,12,0,1
12,7127,237.567,camera_3,0,736.8,186.2,868.3,580.3,0.916,13,0,1
13,7128,237.6,camera_3,0,738.6,185.8,867.2,580.3,0.903,14,0,1
14,7129,237.633,camera_3,0,742.4,185.4,867.8,581.6,0.855,15,0,1
15,7130,237.667,camera_3,0,745.2,194.0,884.5,579.8,0.631,16,0,1
16,7131,237.7,camera_3,0,733.5,186.7,846.3,580.3,0.873,17,0,1
17,7132,237.733,camera_3,0,730.8,185.1,838.7,578.2,0.862,18,0,1
18,7133,237.767,camera_3,0,733.7,184.7,832.8,575.7,0.8,19,0,1
19,7134,237.8,camera_3,0,748.1,195.1,882.1,579.9,0.853,20,0,1
20,7135,237.833,camera_3,0,740.1,199.3,889.6,578.2,0.881,21,0,1
21,7136,237.867,camera_3,0,730.8,184.7,885.1,577.1,0.863,22,0,1
22,7137,237.9,camera_3,0,726.8,231.8,884.8,578.7,0.649,23,0,1
23,7138,237.933,camera_3,0,729.4,227.8,882.9,579.6,0.744,24,0,1
23,7138,237.933,camera_3,2,719.6,186.6,831.4,528.1,0.413,1,23,
24,7139,237.967,camera_3,0,737.2,231.2,880.3,579.4,0.581,25,0,1
24,7139,237.967,camera_3,2,728.8,184.4,843.0,574.6,0.563,2,23,3
25,7140,238.0,camera_3,0,736.2,220.2,882.2,580.2,0.411,26,0,1
25,7140,238.0,camera_3,2,731.1,192.7,859.3,577.7,0.452,3,23,3
26,7141,238.033,camera_3,0,740.4,229.3,879.5,578.7,0.303,27,0,1
26,7141,238.033,camera_3,2,734.1,184.7,844.4,577.9,0.43,4,23,3
26,7141,238.033,camera_3,3,737.9,185.1,826.2,335.0,0.513,1,26,
27,7142,238.067,camera_3,0,738.2,207.6,878.8,579.3,0.463,28,0,1
27,7142,238.067,camera_3,2,731.4,184.7,845.8,575.2,0.528,5,23,3
27,7142,238.067,camera_3,3,747.5,186.4,828.4,316.5,0.498,2,26,4
28,7143,238.1,camera_3,0,737.8,191.8,885.2,577.0,0.817,29,0,1
28,7143,238.1,camera_3,2,728.2,184.8,845.5,576.8,0.296,6,23,3
28,7143,238.1,camera_3,3,733.9,186.8,799.5,314.2,0.317,3,26,4
29,7144,238.133,camera_3,0,738.6,202.4,887.3,579.0,0.535,30,0,1
29,7144,238.133,camera_3,2,731.9,183.2,851.5,576.9,0.309,7,23,3
29,7144,238.133,camera_3,3,742.9,185.9,834.7,310.6,0.489,4,26,4
