clip_id,stride,camera_id,video_fid,gt_frame,t_sec,gt_present,gt_box,matched,track_id,iou,iou_best,chef_id,n_tracks,n_gt,n_ghost,n_coasting,other_gt_ids,others_same_chef,chef_ids_on_frame,in_B,is_continuity,is_majority,is_exclusive
L3T-seq_004-c6+c7-7-004590,1,camera_6,4590,4591,153.0,1,362.0 534.0 568.0 717.0,1,0,0.9641,0.9641,1,1,1,0,0,,,1,1,1,1,
L3T-seq_004-c6+c7-7-004590,1,camera_7,4590,4591,153.0,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_004-c6+c7-7-004590,1,camera_6,4591,4592,153.033,1,359.0 518.0 572.0 716.0,1,0,0.9717,0.9717,1,1,1,0,0,,,1,1,1,1,
L3T-seq_004-c6+c7-7-004590,1,camera_7,4591,4592,153.033,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_004-c6+c7-7-004590,1,camera_6,4592,4593,153.067,1,358.0 501.0 576.0 716.0,1,0,0.9715,0.9715,1,1,1,0,0,,,1,1,1,1,
L3T-seq_004-c6+c7-7-004590,1,camera_7,4592,4593,153.067,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_004-c6+c7-7-004590,1,camera_6,4593,4594,153.1,1,360.0 486.0 579.0 716.0,1,0,0.9835,0.9835,1,1,1,0,0,,,1,1,1,1,
L3T-seq_004-c6+c7-7-004590,1,camera_7,4593,4594,153.1,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_004-c6+c7-7-004590,1,camera_6,4594,4595,153.133,1,360.0 470.0 586.0 716.0,1,0,0.9781,0.9781,1,1,1,0,0,,,1,1,1,1,
L3T-seq_004-c6+c7-7-004590,1,camera_7,4594,4595,153.133,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_004-c6+c7-7-004590,1,camera_6,4595,4596,153.167,1,362.0 457.0 592.0 716.0,1,0,0.9847,0.9847,1,1,1,0,0,,,1,1,1,1,
L3T-seq_004-c6+c7-7-004590,1,camera_7,4595,4596,153.167,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_004-c6+c7-7-004590,1,camera_6,4596,4597,153.2,1,363.0 445.0 597.0 716.0,1,0,0.9715,0.9715,1,1,1,0,0,,,1,1,1,1,
L3T-seq_004-c6+c7-7-004590,1,camera_7,4596,4597,153.2,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
