loop_i,video_fid,t_sec,camera_id,track_id,x1,y1,x2,y2,conf,hits,start_frame,chef_id
4,14709,490.3,camera_1,0,398.4,40.1,440.5,186.9,0.717,1,4,
5,14710,490.333,camera_1,0,397.3,39.5,440.5,183.9,0.513,2,4,1
6,14711,490.367,camera_1,0,395.4,38.5,439.8,182.8,0.768,3,4,1
7,14712,490.4,camera_1,0,391.4,37.9,439.4,182.7,0.802,4,4,1
8,14713,490.433,camera_1,0,384.9,38.7,435.4,191.2,0.792,5,4,1
9,14714,490.467,camera_1,0,383.8,38.2,434.9,195.9,0.798,6,4,1
10,14715,490.5,camera_1,0,386.1,38.9,431.5,196.8,0.764,7,4,1
11,14716,490.533,camera_1,0,379.9,39.3,426.5,200.2,0.828,8,4,1
12,14717,490.567,camera_1,0,377.4,38.3,424.3,199.7,0.849,9,4,1
13,14718,490.6,camera_1,0,376.1,38.3,418.8,199.2,0.836,10,4,1
14,14719,490.633,camera_1,0,374.7,38.5,417.5,200.5,0.859,11,4,1
15,14720,490.667,camera_1,0,373.9,38.9,416.2,200.9,0.872,12,4,1
16,14721,490.7,camera_1,0,371.6,38.6,417.0,199.9,0.872,13,4,1
17,14722,490.733,camera_1,0,369.4,38.5,416.9,202.9,0.9,14,4,1
18,14723,490.767,camera_1,0,367.2,38.6,416.3,206.9,0.908,15,4,1
19,14724,490.8,camera_1,0,366.6,37.5,415.8,208.9,0.906,16,4,1
20,14725,490.833,camera_1,0,365.4,37.9,413.5,213.7,0.917,17,4,1
21,14726,490.867,camera_1,0,363.9,38.0,413.1,215.2,0.914,18,4,1
22,14727,490.9,camera_1,0,358.3,38.5,412.1,218.9,0.904,19,4,1
23,14728,490.933,camera_1,0,356.2,38.5,411.0,219.1,0.909,20,4,1
24,14729,490.967,camera_1,0,354.4,39.0,411.3,219.0,0.915,21,4,1
25,14730,491.0,camera_1,0,352.6,39.4,409.0,218.3,0.914,22,4,1
26,14731,491.033,camera_1,0,350.1,39.3,408.7,218.5,0.907,23,4,1
27,14732,491.067,camera_1,0,349.1,38.4,408.6,218.3,0.897,24,4,1
28,14733,491.1,camera_1,0,348.8,39.2,404.6,218.4,0.905,25,4,1
29,14734,491.133,camera_1,0,347.7,38.9,403.1,222.2,0.902,26,4,1
30,14735,491.167,camera_1,0,347.4,38.7,401.1,223.0,0.887,27,4,1
31,14736,491.2,camera_1,0,346.1,39.4,398.2,224.5,0.863,28,4,1
32,14737,491.233,camera_1,0,346.0,39.1,397.1,230.0,0.859,29,4,1
33,14738,491.267,camera_1,0,344.5,39.9,397.0,231.4,0.872,30,4,1
34,14739,491.3,camera_1,0,336.3,40.8,394.5,237.6,0.894,31,4,1
35,14740,491.333,camera_1,0,334.3,41.0,390.7,236.1,0.886,32,4,1
36,14741,491.367,camera_1,0,333.5,40.4,391.1,236.9,0.904,33,4,1
37,14742,491.4,camera_1,0,329.9,40.4,387.6,234.7,0.904,34,4,1
38,14743,491.433,camera_1,0,328.4,40.5,385.5,235.5,0.9,35,4,1
39,14744,491.467,camera_1,0,324.8,40.5,381.5,235.4,0.899,36,4,1
40,14745,491.5,camera_1,0,323.7,40.3,380.7,238.8,0.909,37,4,1
41,14746,491.533,camera_1,0,320.3,41.2,376.5,247.6,0.9,38,4,1
42,14747,491.567,camera_1,0,319.5,41.7,375.9,252.1,0.899,39,4,1
43,14748,491.6,camera_1,0,319.0,43.9,373.1,256.4,0.868,40,4,1
44,14749,491.633,camera_1,0,318.9,45.8,370.7,256.0,0.818,41,4,1
45,14750,491.667,camera_1,0,318.6,52.4,368.8,242.2,0.791,42,4,1
46,14751,491.7,camera_1,0,317.9,54.1,367.8,247.8,0.802,43,4,1
47,14752,491.733,camera_1,0,315.5,57.3,363.8,239.6,0.813,44,4,1
48,14753,491.767,camera_1,0,315.6,58.7,362.4,242.4,0.779,45,4,1
49,14754,491.8,camera_1,0,314.8,61.4,361.2,248.9,0.779,46,4,1
50,14755,491.833,camera_1,0,316.9,67.7,358.9,255.1,0.794,47,4,1
51,14756,491.867,camera_1,0,318.7,77.1,357.9,249.4,0.774,48,4,1
52,14757,491.9,camera_1,0,317.9,76.7,355.7,247.3,0.58,49,4,1
53,14758,491.933,camera_1,0,317.8,78.3,354.2,244.4,0.423,50,4,1
54,14759,491.967,camera_1,0,317.5,78.5,351.0,254.7,0.294,51,4,1
55,14760,492.0,camera_1,0,317.5,78.6,353.4,254.3,0.393,52,4,1
56,14761,492.033,camera_1,0,317.3,79.6,350.1,256.7,0.463,53,4,1
57,14762,492.067,camera_1,0,316.8,78.7,348.0,258.7,0.441,54,4,1
58,14763,492.1,camera_1,0,317.5,79.5,345.4,258.0,0.468,55,4,1
59,14764,492.133,camera_1,0,317.9,86.5,343.9,257.9,0.255,56,4,1
60,14765,492.167,camera_1,0,315.8,85.7,345.3,259.8,0.172,57,4,1
61,14766,492.2,camera_1,0,316.1,89.4,344.8,260.2,0.195,58,4,1
62,14767,492.233,camera_1,0,316.7,91.8,344.4,260.6,0.187,59,4,1
63,14768,492.267,camera_1,0,316.8,92.4,343.8,262.5,0.179,60,4,1
64,14769,492.3,camera_1,0,317.4,102.7,343.3,265.4,0.197,61,4,1
65,14770,492.333,camera_1,0,318.1,118.7,342.7,261.5,0.198,62,4,1
66,14771,492.367,camera_1,0,314.8,133.9,342.4,277.5,0.109,63,4,1
67,14772,492.4,camera_1,0,312.8,133.1,338.4,279.6,0.109,64,4,1
68,14773,492.433,camera_1,0,319.2,132.1,336.8,260.4,0.122,65,4,1
69,14774,492.467,camera_1,0,318.5,135.2,336.3,267.5,0.112,66,4,1
160,14865,495.5,camera_1,1,318.7,110.8,352.6,256.0,0.547,1,160,
161,14866,495.533,camera_1,1,317.6,88.8,352.7,257.6,0.645,2,160,2
162,14867,495.567,camera_1,1,316.7,60.2,353.6,260.9,0.808,3,160,2
163,14868,495.6,camera_1,1,316.5,58.8,355.4,259.9,0.806,4,160,2
164,14869,495.633,camera_1,1,317.9,52.1,361.9,258.9,0.828,5,160,2
165,14870,495.667,camera_1,1,317.7,49.0,366.0,259.3,0.858,6,160,2
166,14871,495.7,camera_1,1,317.8,46.8,364.7,266.7,0.839,7,160,2
167,14872,495.733,camera_1,1,317.1,46.9,369.4,271.0,0.828,8,160,2
168,14873,495.767,camera_1,1,317.7,49.1,381.8,275.3,0.881,9,160,2
169,14874,495.8,camera_1,1,316.7,50.2,386.2,275.6,0.904,10,160,2
170,14875,495.833,camera_1,1,318.2,51.9,389.3,276.5,0.913,11,160,2
171,14876,495.867,camera_1,1,320.8,53.4,391.3,280.1,0.919,12,160,2
172,14877,495.9,camera_1,1,323.8,53.8,392.6,280.8,0.914,13,160,2
173,14878,495.933,camera_1,1,330.7,51.6,397.8,281.0,0.908,14,160,2
174,14879,495.967,camera_1,1,333.2,51.1,399.7,281.1,0.915,15,160,2
175,14880,496.0,camera_1,1,334.8,50.5,400.8,280.5,0.913,16,160,2
176,14881,496.033,camera_1,1,336.3,50.7,404.2,281.3,0.911,17,160,2
177,14882,496.067,camera_1,1,336.8,51.6,407.0,280.9,0.913,18,160,2
178,14883,496.1,camera_1,1,339.9,52.5,417.5,283.4,0.929,19,160,2
179,14884,496.133,camera_1,1,340.1,53.6,420.8,290.8,0.927,20,160,2
180,14885,496.167,camera_1,1,342.7,56.7,422.7,298.6,0.911,21,160,2
181,14886,496.2,camera_1,1,344.9,59.0,422.5,299.9,0.902,22,160,2
182,14887,496.233,camera_1,1,346.8,62.2,426.1,308.0,0.91,23,160,2
183,14888,496.267,camera_1,1,347.4,62.3,428.4,309.5,0.906,24,160,2
184,14889,496.3,camera_1,1,347.3,62.3,430.1,307.7,0.904,25,160,2
185,14890,496.333,camera_1,1,350.4,61.8,428.6,313.1,0.895,26,160,2
186,14891,496.367,camera_1,1,350.7,61.7,427.2,314.5,0.893,27,160,2
187,14892,496.4,camera_1,1,350.9,61.4,428.3,313.4,0.897,28,160,2
188,14893,496.433,camera_1,1,350.5,62.0,430.4,315.6,0.877,29,160,2
189,14894,496.467,camera_1,1,353.6,66.0,434.3,340.4,0.899,30,160,2
190,14895,496.5,camera_1,1,352.1,67.6,434.2,345.6,0.893,31,160,2
191,14896,496.533,camera_1,1,352.5,68.9,433.9,348.6,0.892,32,160,2
192,14897,496.567,camera_1,1,352.7,71.9,435.1,355.8,0.881,33,160,2
193,14898,496.6,camera_1,1,351.8,72.3,435.5,356.9,0.88,34,160,2
194,14899,496.633,camera_1,1,351.3,72.9,435.7,358.2,0.881,35,160,2
195,14900,496.667,camera_1,1,351.3,72.3,436.2,358.4,0.895,36,160,2
196,14901,496.7,camera_1,1,350.0,71.6,436.7,359.0,0.905,37,160,2
197,14902,496.733,camera_1,1,349.0,71.6,436.0,358.7,0.902,38,160,2
198,14903,496.767,camera_1,1,349.4,71.9,437.0,358.3,0.904,39,160,2
199,14904,496.8,camera_1,1,350.3,75.0,435.2,358.4,0.901,40,160,2
200,14905,496.833,camera_1,1,350.7,76.9,436.1,359.9,0.888,41,160,2
201,14906,496.867,camera_1,1,352.6,85.2,439.7,362.2,0.877,42,160,2
202,14907,496.9,camera_1,1,354.2,88.1,442.1,362.8,0.875,43,160,2
203,14908,496.933,camera_1,1,354.9,89.7,448.8,363.4,0.889,44,160,2
204,14909,496.967,camera_1,1,354.8,90.3,451.2,364.2,0.894,45,160,2
205,14910,497.0,camera_1,1,355.5,90.7,451.2,360.2,0.882,46,160,2
206,14911,497.033,camera_1,1,355.4,91.0,451.6,352.5,0.888,47,160,2
207,14912,497.067,camera_1,1,355.8,90.4,450.7,355.0,0.875,48,160,2
208,14913,497.1,camera_1,1,355.4,90.6,451.0,358.2,0.883,49,160,2
209,14914,497.133,camera_1,1,355.2,91.3,452.6,368.4,0.894,50,160,2
210,14915,497.167,camera_1,1,355.2,92.7,451.7,382.1,0.876,51,160,2
211,14916,497.2,camera_1,1,354.1,94.1,451.3,403.5,0.889,52,160,2
212,14917,497.233,camera_1,1,353.7,96.0,450.4,404.7,0.897,53,160,2
213,14918,497.267,camera_1,1,354.3,103.3,449.2,406.5,0.888,54,160,2
214,14919,497.3,camera_1,1,351.4,107.3,445.4,408.6,0.886,55,160,2
215,14920,497.333,camera_1,1,349.2,107.2,443.3,419.3,0.884,56,160,2
216,14921,497.367,camera_1,1,347.0,108.5,443.0,420.7,0.888,57,160,2
217,14922,497.4,camera_1,1,343.8,108.2,443.0,421.2,0.901,58,160,2
218,14923,497.433,camera_1,1,341.1,108.0,441.0,421.9,0.901,59,160,2
219,14924,497.467,camera_1,1,336.7,108.3,437.9,427.3,0.846,60,160,2
220,14925,497.5,camera_1,1,333.9,109.2,437.9,428.6,0.859,61,160,2
221,14926,497.533,camera_1,1,331.4,110.4,436.6,433.3,0.85,62,160,2
222,14927,497.567,camera_1,1,330.5,111.4,433.9,433.0,0.87,63,160,2
223,14928,497.6,camera_1,1,329.6,113.9,434.3,499.5,0.856,64,160,2
224,14929,497.633,camera_1,1,326.4,120.2,432.8,512.1,0.911,65,160,2
225,14930,497.667,camera_1,1,325.4,123.4,431.5,517.0,0.916,66,160,2
226,14931,497.7,camera_1,1,318.6,132.9,432.6,538.9,0.941,67,160,2
227,14932,497.733,camera_1,1,318.2,133.7,431.4,539.2,0.938,68,160,2
228,14933,497.767,camera_1,1,312.2,137.8,428.2,539.9,0.926,69,160,2
229,14934,497.8,camera_1,1,309.6,138.5,426.2,540.2,0.927,70,160,2
230,14935,497.833,camera_1,1,307.9,138.9,424.7,540.9,0.92,71,160,2
