loop_i,video_fid,t_sec,camera_id,track_id,x1,y1,x2,y2,conf,hits,start_frame,chef_id
0,5185,172.833,camera_2,0,269.9,148.2,312.3,334.9,0.814,1,0,
1,5186,172.867,camera_2,0,263.3,148.5,313.0,341.7,0.818,2,0,1
2,5187,172.9,camera_2,0,258.4,148.2,311.7,343.6,0.821,3,0,1
3,5188,172.933,camera_2,0,248.8,153.3,317.8,425.2,0.881,4,0,1
4,5189,172.967,camera_2,0,243.0,156.6,315.3,429.8,0.868,5,0,1
5,5190,173.0,camera_2,0,235.6,157.5,314.5,432.4,0.892,6,0,1
6,5191,173.033,camera_2,0,236.4,160.6,315.1,436.5,0.883,7,0,1
7,5192,173.067,camera_2,0,230.8,162.3,311.0,440.6,0.89,8,0,1
8,5193,173.1,camera_2,0,224.9,166.2,308.3,437.7,0.9,9,0,1
9,5194,173.133,camera_2,0,222.0,167.1,309.8,437.7,0.892,10,0,1
10,5195,173.167,camera_2,0,212.7,168.4,307.2,436.0,0.934,11,0,1
11,5196,173.2,camera_2,0,207.7,166.0,297.4,436.3,0.926,12,0,1
12,5197,173.233,camera_2,0,201.8,165.7,292.7,434.7,0.926,13,0,1
13,5198,173.267,camera_2,0,199.7,167.7,290.8,437.5,0.92,14,0,1
14,5199,173.3,camera_2,0,197.2,170.6,284.8,458.1,0.902,15,0,1
15,5200,173.333,camera_2,0,191.5,172.6,282.9,467.7,0.904,16,0,1
16,5201,173.367,camera_2,0,191.3,175.1,279.4,474.3,0.908,17,0,1
17,5202,173.4,camera_2,0,191.3,178.8,276.2,480.0,0.892,18,0,1
18,5203,173.433,camera_2,0,185.5,185.2,272.2,481.6,0.884,19,0,1
19,5204,173.467,camera_2,0,173.5,193.9,271.6,494.7,0.919,20,0,1
20,5205,173.5,camera_2,0,168.9,194.8,270.9,494.7,0.924,21,0,1
21,5206,173.533,camera_2,0,160.6,197.0,271.0,494.8,0.927,22,0,1
22,5207,173.567,camera_2,0,157.0,198.0,267.1,494.5,0.928,23,0,1
23,5208,173.6,camera_2,0,151.2,198.6,265.4,495.2,0.93,24,0,1
24,5209,173.633,camera_2,0,145.0,199.6,258.2,495.7,0.934,25,0,1
25,5210,173.667,camera_2,0,140.1,199.7,253.1,494.6,0.934,26,0,1
26,5211,173.7,camera_2,0,129.7,205.1,236.7,526.0,0.93,27,0,1
27,5212,173.733,camera_2,0,123.0,207.5,238.2,532.7,0.946,28,0,1
28,5213,173.767,camera_2,0,119.6,211.6,241.4,539.4,0.943,29,0,1
29,5214,173.8,camera_2,0,114.4,215.0,240.8,540.8,0.95,30,0,1
30,5215,173.833,camera_2,0,108.2,220.9,238.7,549.5,0.952,31,0,1
31,5216,173.867,camera_2,0,103.9,226.7,240.8,551.6,0.951,32,0,1
32,5217,173.9,camera_2,0,103.3,229.2,238.7,552.6,0.944,33,0,1
33,5218,173.933,camera_2,0,96.8,229.6,223.0,553.0,0.928,34,0,1
34,5219,173.967,camera_2,0,92.7,232.1,207.8,553.0,0.927,35,0,1
35,5220,174.0,camera_2,0,81.3,233.5,192.4,553.8,0.928,36,0,1
36,5221,174.033,camera_2,0,71.2,233.8,192.7,554.1,0.923,37,0,1
37,5222,174.067,camera_2,0,66.7,235.6,191.3,558.2,0.943,38,0,1
38,5223,174.1,camera_2,0,65.2,239.7,190.5,564.1,0.94,39,0,1
39,5224,174.133,camera_2,0,62.0,239.7,191.2,566.4,0.941,40,0,1
40,5225,174.167,camera_2,0,49.2,245.3,191.9,572.3,0.941,41,0,1
41,5226,174.2,camera_2,0,48.1,248.0,189.9,573.4,0.943,42,0,1
42,5227,174.233,camera_2,0,29.4,258.2,169.4,575.1,0.936,43,0,1
43,5228,174.267,camera_2,0,28.5,254.6,157.3,574.4,0.926,44,0,1
44,5229,174.3,camera_2,0,24.8,259.6,145.9,573.6,0.913,45,0,1
45,5230,174.333,camera_2,0,17.9,261.5,128.9,578.5,0.916,46,0,1
46,5231,174.367,camera_2,0,13.7,260.6,120.5,587.8,0.929,47,0,1
