loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,533.1,4,4,0,12,0,4,0,0,0,2,2,4,1,2,1,0,2,2,4,1,2,1,0,0,0,0,0,0,0,0
50,8.33,560.3,7,6,1,18,1,6,10,0,0,4,4,4,2,6,2,1,3,3,2,1,6,2,1,0,0,0,0,0,0,0
100,16.67,561.0,8,5,3,16,3,5,6,0,0,4,5,6,2,8,6,2,2,2,2,0,4,4,2,0,0,0,0,0,0,0
150,25.0,561.3,10,4,6,13,6,4,6,0,0,4,5,6,2,11,9,4,1,0,1,0,5,4,2,0,0,0,0,0,0,0
200,33.33,561.5,13,6,7,18,7,6,6,0,0,5,7,7,3,13,12,6,2,2,2,1,5,3,3,0,0,0,0,0,0,0
250,41.67,562.0,14,4,10,17,10,4,11,0,0,5,8,7,5,16,19,7,1,2,1,1,4,6,2,0,0,0,0,0,0,0
300,50.0,562.0,17,5,12,19,12,5,8,0,0,7,10,8,7,20,22,8,2,2,2,2,5,4,2,0,0,0,0,0,0,0
350,58.33,562.2,17,2,15,12,15,2,2,0,0,7,10,8,8,25,24,8,0,0,1,1,6,3,1,0,0,0,0,0,0,0
400,66.67,562.3,19,3,16,13,16,3,7,0,0,8,13,9,8,25,24,9,1,3,2,1,3,2,1,0,0,0,0,0,0,0
450,75.0,562.4,21,3,18,17,18,3,9,0,0,10,14,9,10,32,25,9,2,2,1,3,8,1,0,0,0,0,0,0,0,0
500,83.33,562.6,23,3,20,19,20,3,12,0,0,10,16,9,12,41,26,10,0,1,1,2,12,2,1,0,0,0,0,0,0,0
550,91.67,562.6,23,2,21,12,21,2,5,0,0,10,18,9,13,43,28,10,0,1,1,1,6,2,1,0,0,0,0,0,0,0
600,100.0,562.7,25,3,22,16,22,3,10,0,0,10,19,9,13,48,31,12,0,1,1,0,7,5,2,0,0,0,0,0,0,0
650,108.33,562.7,28,5,20,18,20,5,7,0,0,13,22,11,14,52,31,12,3,4,3,1,6,0,1,0,0,0,0,0,0,0
700,116.67,562.7,30,6,20,20,20,6,8,0,0,15,23,14,15,55,34,12,4,4,4,1,3,3,1,0,0,0,0,0,0,0
750,125.0,562.7,31,3,22,11,22,3,4,0,0,15,24,14,15,57,34,13,1,2,2,1,3,1,1,0,0,0,0,0,0,0
800,133.33,562.7,35,5,22,21,22,5,9,0,0,18,26,14,16,61,40,14,3,3,2,1,6,5,1,0,0,0,0,0,0,0
850,141.67,562.9,36,4,20,16,20,4,4,0,0,18,27,16,17,64,41,15,2,3,4,2,3,1,1,0,0,0,0,0,0,0
900,150.0,562.9,38,3,21,20,21,3,11,0,0,19,27,16,17,71,44,16,1,2,3,1,8,4,1,0,0,0,0,0,0,0
950,158.33,562.9,38,2,21,15,21,2,6,0,0,19,29,17,18,73,44,16,1,3,3,1,6,1,0,0,0,0,0,0,0,0
1000,166.67,562.9,39,2,20,17,20,2,6,0,0,20,29,17,19,83,44,16,1,2,2,1,11,0,0,0,0,0,0,0,0,0
1050,175.0,562.9,39,2,17,15,17,2,6,0,0,20,31,17,20,87,44,16,1,3,2,1,8,0,0,0,0,0,0,0,0,0
1100,183.33,562.9,40,2,17,19,17,2,8,0,0,20,31,17,22,94,45,16,0,2,2,2,12,1,0,0,0,0,0,0,0,0
1150,191.67,563.0,42,3,18,10,18,3,2,0,0,20,32,17,22,97,47,17,0,1,2,0,5,1,1,0,0,0,0,0,0,0
1200,200.0,563.0,44,4,17,12,17,4,4,0,0,20,33,17,23,98,49,19,0,2,2,0,3,3,2,0,0,0,0,0,0,0
1250,208.33,563.0,46,5,18,15,18,5,3,0,0,20,34,17,24,101,52,21,0,1,2,0,4,5,3,0,0,0,0,0,0,0
1300,216.67,563.0,49,7,16,15,16,7,2,0,0,22,35,18,24,104,52,22,2,2,3,0,3,2,3,0,0,0,0,0,0,0
1350,225.0,563.0,52,7,16,17,16,7,4,0,0,23,35,18,24,105,54,24,2,2,3,0,3,4,3,0,0,0,0,0,0,0
1400,233.33,563.0,53,5,17,17,17,5,4,0,0,24,36,18,25,108,55,24,2,3,2,1,5,3,1,0,0,0,0,0,0,0
1450,241.67,563.1,54,4,17,17,17,4,7,0,0,25,37,18,26,112,55,24,2,4,2,1,6,2,0,0,0,0,0,0,0,0
