clip_id,stride,camera_id,video_fid,gt_frame,t_sec,gt_present,gt_box,matched,track_id,iou,iou_best,chef_id,n_tracks,n_gt,n_ghost,n_coasting,other_gt_ids,others_same_chef,chef_ids_on_frame,in_B,is_continuity,is_majority,is_exclusive
L2-seq_026-c4-10-005820,1,camera_4,5820,5821,194.0,1,429.0 267.0 714.0 712.0,1,0,0.8972,0.8972,1,1,1,0,0,,,1,1,1,0,
L2-seq_026-c4-10-005820,1,camera_4,5821,5822,194.033,1,431.0 272.0 721.0 712.0,1,0,0.9749,0.9749,1,1,1,0,0,,,1,1,1,0,
L2-seq_026-c4-10-005820,1,camera_4,5822,5823,194.067,1,431.0 274.0 723.0 712.0,1,0,0.9831,0.9831,1,1,1,0,0,,,1,1,1,0,
L2-seq_026-c4-10-005820,1,camera_4,5823,5824,194.1,1,431.0 277.0 726.0 712.0,1,0,0.891,0.891,1,1,1,0,0,,,1,1,1,0,
L2-seq_026-c4-10-005820,1,camera_4,5824,5825,194.133,1,433.0 282.0 732.0 712.0,1,0,0.9058,0.9058,1,1,1,0,0,,,1,1,1,0,
L2-seq_026-c4-10-005820,1,camera_4,5825,5826,194.167,1,435.0 285.0 736.0 712.0,1,0,0.9799,0.9799,1,1,1,0,0,,,1,1,1,0,
L2-seq_026-c4-10-005820,1,camera_4,5826,5827,194.2,1,434.0 287.0 738.0 712.0,1,0,0.964,0.964,1,1,1,0,0,,,1,1,1,0,
L2-seq_026-c4-10-005820,1,camera_4,5827,5828,194.233,1,436.0 291.0 743.0 712.0,1,0,0.9791,0.9791,1,1,1,0,0,,,1,1,1,0,
L2-seq_026-c4-10-005820,1,camera_4,5828,5829,194.267,1,439.0 293.0 745.0 712.0,1,0,0.9707,0.9707,1,1,1,0,0,,,1,1,1,0,
L2-seq_026-c4-10-005820,1,camera_4,5829,5830,194.3,1,440.0 298.0 748.0 713.0,1,0,0.9817,0.9817,1,1,1,0,0,,,1,1,1,0,
