loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,2500.2,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,8.33,2519.5,3,3,0,10,0,3,2,0,0,2,3,4,1,0,0,0,2,3,4,1,0,0,0,0,0,0,0,0,0,0
100,16.67,2484.8,5,4,1,12,1,4,6,0,0,4,4,6,1,0,0,0,3,3,5,1,0,0,0,0,0,0,0,0,0,0
150,25.0,2475.4,9,5,4,18,4,5,10,0,0,8,10,7,2,1,0,0,5,8,4,1,1,0,0,1,0,1,0,0,0,0
200,33.33,2440.1,11,2,9,14,9,2,8,0,0,10,11,9,3,5,3,0,2,3,1,2,4,3,0,0,0,0,0,0,0,0
250,41.67,2442.7,16,6,10,8,10,6,5,0,0,10,11,9,5,7,4,5,0,1,0,1,1,0,5,0,0,0,0,0,1,0
300,50.0,2442.9,19,4,15,4,15,4,0,0,0,10,11,9,5,7,5,8,0,1,0,0,0,0,3,0,0,0,0,0,0,1
350,58.33,2440.7,21,5,16,6,16,5,3,0,0,10,11,9,5,8,7,8,0,1,0,0,1,2,2,0,0,0,0,0,0,1
400,66.67,2440.9,23,3,20,19,20,3,13,0,0,12,14,11,8,16,11,8,2,4,2,3,7,1,0,0,1,0,0,0,0,0
450,75.0,2443.3,28,5,23,19,23,5,11,0,0,16,18,14,11,18,14,9,3,5,3,2,2,3,1,0,0,0,1,1,0,0
500,83.33,2443.4,30,5,25,13,25,5,10,0,0,16,19,14,12,20,18,11,1,2,1,1,2,3,3,0,0,0,0,0,0,0
550,91.67,2443.4,34,6,28,9,28,6,2,0,0,17,20,15,12,20,20,13,1,2,1,0,0,2,3,0,0,0,0,0,1,0
600,100.0,2443.3,38,5,33,15,33,5,7,0,0,18,21,16,12,23,24,15,2,3,2,0,3,3,2,0,0,0,0,0,0,0
650,108.33,2443.6,39,3,36,15,36,3,10,0,0,19,24,19,13,27,26,15,2,4,3,0,3,3,0,0,0,0,0,2,0,0
700,116.67,2443.6,41,3,36,14,36,3,11,0,0,20,26,19,15,31,29,16,1,3,1,2,3,3,1,0,0,0,0,0,0,0
750,125.0,2441.2,44,4,34,17,34,4,8,0,0,22,29,21,19,33,30,17,2,4,2,4,3,1,1,0,0,0,0,0,0,0
800,133.33,2443.6,47,3,34,12,34,3,7,0,0,24,30,22,22,36,32,18,1,2,2,2,3,1,1,0,1,0,1,0,0,0
850,141.67,2443.6,50,4,34,13,34,4,7,0,0,27,34,27,22,38,34,18,3,4,3,1,2,0,0,0,0,1,0,0,1,0
900,150.0,2443.7,51,3,33,11,33,3,8,0,0,27,35,28,24,41,36,19,1,2,1,2,2,2,1,0,0,0,0,0,0,0
950,158.33,2441.4,55,4,32,15,32,4,10,0,0,30,37,32,26,43,38,20,2,3,4,2,1,2,1,0,0,0,0,0,0,0
1000,166.67,2443.7,58,4,33,13,33,4,11,0,0,30,38,32,28,46,42,23,0,2,0,2,2,4,3,0,0,0,0,0,0,0
1050,175.0,2464.8,60,5,31,14,31,5,11,0,0,30,39,33,29,48,48,25,0,2,1,0,1,6,4,0,0,0,0,1,0,0
1100,183.33,2441.4,63,3,32,16,32,3,10,0,0,32,41,35,34,52,50,26,1,4,2,4,2,2,1,0,0,1,0,1,0,0
1150,191.67,2441.4,66,3,34,15,34,3,7,0,0,35,44,39,36,57,50,26,2,4,2,3,4,0,0,0,0,0,0,1,0,0
1200,200.0,2444.0,69,4,31,19,31,4,12,0,0,37,45,43,38,59,54,27,2,4,3,2,3,4,1,0,0,0,0,0,0,0
1250,208.33,2441.7,73,4,31,14,31,4,6,0,0,38,49,45,40,61,56,30,1,5,3,1,1,1,2,0,0,0,0,0,0,0
1300,216.67,2465.2,76,6,31,22,31,6,15,0,0,40,52,48,41,66,61,31,3,5,4,1,4,3,2,0,1,1,0,0,0,0
1350,225.0,2444.0,80,6,33,22,33,6,15,0,0,42,56,52,45,68,63,33,2,4,5,2,3,3,3,0,0,0,0,0,0,0
1400,233.33,2444.0,81,3,34,13,34,3,6,0,0,43,58,53,47,71,67,33,1,3,1,1,3,3,1,0,1,0,1,0,0,0
1450,241.67,2465.3,85,6,31,14,31,6,8,0,0,45,59,54,48,73,67,35,3,4,2,1,2,0,2,0,0,0,0,0,0,1
1500,250.0,2465.3,88,5,34,15,34,5,10,0,0,46,60,56,50,76,72,37,1,2,1,1,2,5,3,0,0,1,0,1,0,0
1550,258.33,2465.3,94,6,35,23,35,6,17,0,0,49,65,59,51,79,78,40,3,4,4,1,3,6,2,0,0,0,0,0,0,0
1600,266.67,2465.3,98,4,40,23,40,4,18,0,0,51,71,65,53,81,80,42,2,5,8,1,3,3,1,1,0,0,0,1,0,0
