loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,2701.4,6,6,0,9,0,6,0,0,0,1,2,3,0,0,0,3,1,2,3,0,0,0,3,0,0,0,0,0,0,0
50,8.33,2731.2,11,10,1,19,1,10,6,0,0,6,5,9,0,0,0,3,5,2,9,0,0,0,3,0,1,0,0,0,0,0
100,16.67,2730.0,18,13,5,24,5,13,10,0,0,9,7,10,0,0,3,4,5,4,9,0,0,3,3,1,0,0,0,0,0,1
150,25.0,2732.9,22,11,11,30,11,11,13,0,0,13,10,16,0,3,6,4,7,6,12,0,1,3,1,1,0,0,0,0,0,0
200,33.33,2723.1,28,12,16,30,16,12,14,0,0,19,14,21,0,3,6,4,9,7,14,0,0,0,0,0,1,1,0,0,0,0
250,41.67,2720.9,33,12,21,24,21,12,6,0,0,24,15,22,0,3,6,4,9,6,9,0,0,0,0,0,0,0,0,0,0,0
300,50.0,2723.5,35,9,26,20,26,9,3,0,0,26,15,22,0,3,6,4,6,6,8,0,0,0,0,1,0,0,0,0,0,0
350,58.33,2723.5,41,12,29,27,29,12,9,0,0,32,15,27,0,3,6,4,9,6,12,0,0,0,0,0,0,0,0,0,0,0
400,66.67,2723.1,42,8,34,21,34,8,2,0,0,33,15,29,0,3,6,4,6,4,11,0,0,0,0,0,0,0,0,0,0,0
450,75.0,2720.9,46,10,36,26,36,10,7,0,0,37,16,32,0,3,6,4,8,5,13,0,0,0,0,0,0,0,0,0,0,0
500,83.33,2723.2,50,10,40,24,40,10,6,0,0,41,16,33,0,3,6,4,8,4,12,0,0,0,0,0,0,0,0,0,0,0
550,91.67,2723.2,50,9,41,21,41,9,1,0,0,41,16,33,0,3,6,4,7,4,10,0,0,0,0,0,0,0,0,0,0,0
600,100.0,2732.6,50,9,41,24,41,9,3,0,0,41,18,34,0,3,6,4,7,6,11,0,0,0,0,0,0,0,0,0,0,0
650,108.33,2723.3,52,10,38,26,38,10,5,0,0,43,18,36,0,3,6,4,8,6,12,0,0,0,0,1,0,0,0,0,0,0
700,116.67,2723.3,55,10,34,27,34,10,9,0,0,46,19,38,0,3,6,4,8,6,13,0,0,0,0,1,0,1,0,0,0,0
750,125.0,2723.3,56,8,33,23,33,8,3,0,0,47,19,39,0,3,6,4,6,6,11,0,0,0,0,0,0,0,0,0,0,0
800,133.33,2723.3,57,8,28,22,28,8,2,0,0,48,19,39,0,3,6,4,6,5,11,0,0,0,0,0,1,0,0,0,0,0
850,141.67,2723.3,59,10,26,25,26,10,6,0,0,50,20,39,0,3,6,4,8,6,11,0,0,0,0,0,0,0,0,0,0,0
900,150.0,2723.3,60,8,26,22,26,8,3,0,0,51,20,40,0,3,6,4,6,6,10,0,0,0,0,0,0,1,0,0,0,0
950,158.33,2723.4,63,9,20,25,20,9,7,0,0,54,20,44,0,3,6,4,7,6,12,0,0,0,0,0,0,0,0,0,0,0
1000,166.67,2723.4,65,7,24,23,24,7,5,0,0,56,20,45,0,3,6,4,5,6,12,0,0,0,0,1,0,0,0,0,0,0
1050,175.0,2723.4,69,11,19,28,19,11,4,0,0,60,23,45,0,3,6,4,9,8,11,0,0,0,0,1,0,0,0,0,0,0
1100,183.33,2723.4,70,10,19,23,19,10,3,0,0,61,23,45,0,3,6,4,8,6,9,0,0,0,0,0,1,1,0,0,0,0
1150,191.67,2723.4,71,10,20,24,20,10,3,0,0,62,23,46,0,3,6,4,8,6,10,0,0,0,0,0,0,0,0,0,0,0
1200,200.0,2723.9,73,12,20,27,20,12,5,0,0,64,23,47,0,3,6,4,10,6,11,0,0,0,0,0,0,0,0,0,0,0
1250,208.33,2724.2,76,14,19,29,19,14,6,0,0,67,23,49,0,3,6,4,12,5,12,0,0,0,0,0,0,0,0,0,0,0
1300,216.67,2724.2,78,12,19,26,19,12,4,0,0,69,23,49,0,3,6,4,10,5,11,0,0,0,0,0,0,0,0,0,0,0
1350,225.0,2724.2,78,11,18,25,18,11,6,0,0,69,23,49,0,3,6,4,9,5,11,0,0,0,0,0,0,0,0,0,0,0
1400,233.33,2724.2,84,14,21,32,21,14,10,0,0,75,25,52,0,3,6,4,12,7,13,0,0,0,0,1,0,0,0,0,0,0
1450,241.67,2723.9,87,12,26,28,26,12,5,0,0,78,27,53,0,3,6,4,10,6,12,0,0,0,0,1,0,0,0,0,0,0
1500,250.0,2724.2,92,13,27,29,27,13,10,0,0,83,31,54,0,3,6,4,11,7,11,0,0,0,0,0,1,0,0,0,0,0
1550,258.33,2724.2,97,13,29,31,29,13,10,0,0,88,33,56,0,3,6,4,11,8,12,0,0,0,0,0,0,0,0,0,0,0
1600,266.67,2724.2,101,15,28,32,28,15,8,0,0,92,34,59,0,3,6,4,13,8,13,0,0,0,0,1,0,1,0,0,0,0
1650,275.0,2749.9,102,12,32,27,32,12,6,0,0,93,34,60,0,3,6,4,10,6,12,0,0,0,0,1,0,2,0,0,0,0
1700,283.33,2750.0,104,11,32,25,32,11,3,0,0,95,34,61,0,3,6,4,9,6,12,0,0,0,0,0,0,0,0,0,0,0
1750,291.67,2750.0,105,9,35,23,35,9,6,0,0,96,35,61,0,3,6,4,7,6,12,0,0,0,0,1,0,0,0,0,0,0
1800,300.0,2750.1,110,10,38,23,38,10,9,0,0,101,36,65,0,3,6,4,8,4,12,0,0,0,0,0,0,0,0,0,0,0
1850,308.33,2726.5,111,8,37,24,37,8,10,0,0,102,40,68,0,3,6,4,6,8,11,0,0,0,0,0,0,1,0,0,0,0
