loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,2423.3,4,4,0,8,0,4,0,0,0,3,1,2,1,1,0,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0
50,8.33,2453.1,5,5,0,10,0,5,2,0,0,4,3,4,1,1,0,0,4,3,2,0,1,0,0,0,0,0,0,0,0,0
100,16.67,2453.8,5,4,1,11,1,4,5,0,0,4,3,7,1,2,0,0,3,3,3,0,2,0,0,0,0,1,0,0,0,0
150,25.0,2455.4,7,6,1,12,1,6,3,0,0,5,3,8,1,2,2,1,4,2,4,0,1,0,1,0,0,0,0,0,2,0
200,33.33,2397.3,7,4,3,11,3,4,2,0,0,5,3,11,1,2,2,1,3,2,5,0,1,0,0,0,0,0,0,0,0,0
250,41.67,2397.4,8,5,3,11,3,5,2,0,0,5,3,11,1,2,2,2,3,2,4,0,1,0,1,0,0,0,0,0,0,0
300,50.0,2397.7,9,5,4,12,4,5,3,0,0,5,4,11,1,2,2,3,3,3,4,0,1,0,1,0,0,0,0,0,0,0
350,58.33,2397.7,11,7,4,14,4,7,4,0,0,7,6,11,1,2,2,3,5,3,4,0,1,0,1,0,0,0,0,0,0,0
400,66.67,2397.8,11,6,5,12,5,6,2,0,0,7,6,11,1,2,2,3,5,2,4,0,1,0,0,0,0,0,0,0,0,1
450,75.0,2397.8,12,5,7,15,7,5,10,0,0,7,8,13,1,3,2,4,4,4,5,0,2,0,0,0,0,0,0,0,0,0
500,83.33,2395.6,14,6,8,20,8,6,11,0,0,8,9,17,3,5,4,5,4,3,5,2,3,2,1,0,0,1,0,0,0,0
550,91.67,2398.5,16,5,11,20,11,5,13,0,0,10,11,20,6,9,8,5,3,3,2,3,4,4,1,0,0,0,0,0,0,0
600,100.0,2398.5,18,6,12,19,12,6,12,0,0,11,14,24,6,13,11,6,3,3,4,0,3,4,2,0,0,0,0,1,0,0
650,108.33,2398.8,22,7,14,20,14,7,13,0,0,11,15,26,7,17,16,10,2,2,3,1,4,4,4,0,0,0,0,0,0,0
700,116.67,2399.0,26,7,18,14,18,7,8,0,0,12,15,27,7,17,19,13,3,1,2,0,1,4,3,0,0,1,0,0,0,2
750,125.0,2399.0,27,5,20,18,20,5,14,0,0,12,16,29,12,23,20,13,2,2,2,5,6,0,1,0,0,0,1,0,0,0
