loop_i,video_fid,t_sec,camera_id,kind,track_id
0,0,0.0,camera_2,new_track,1
0,0,0.0,camera_2,new_track,2
0,0,0.0,camera_2,new_track,3
17,85,2.833,camera_2,lost_track,2
17,85,2.833,camera_2,removed,-1
18,90,3.0,camera_2,new_track,4
18,90,3.0,camera_3,removed,-1
19,95,3.167,camera_2,reacquired,2
20,100,3.333,camera_1,removed,-1
23,115,3.833,camera_1,new_track,1
23,115,3.833,camera_2,lost_track,3
25,125,4.167,camera_3,removed,-1
26,130,4.333,camera_3,new_track,1
27,135,4.5,camera_3,lost_track,1
29,145,4.833,camera_1,lost_track,1
29,145,4.833,camera_3,removed,-1
30,150,5.0,camera_1,removed,-1
30,150,5.0,camera_2,lost_track,4
30,150,5.0,camera_3,new_track,2
31,155,5.167,camera_3,lost_track,2
32,160,5.333,camera_3,new_track,3
33,165,5.5,camera_3,lost_track,3
41,205,6.833,camera_3,removed,-1
43,215,7.167,camera_3,reacquired,3
44,220,7.333,camera_1,reacquired,1
53,265,8.833,camera_2,removed,3
55,275,9.167,camera_2,new_track,5
55,275,9.167,camera_3,lost_track,3
56,280,9.333,camera_2,lost_track,5
57,285,9.5,camera_3,removed,1
58,290,9.667,camera_2,new_track,6
59,295,9.833,camera_3,reacquired,2
60,300,10.0,camera_2,removed,4
60,300,10.0,camera_3,removed,-1
64,320,10.667,camera_3,removed,-1
66,330,11.0,camera_1,removed,-1
66,330,11.0,camera_3,new_track,4
67,335,11.167,camera_3,lost_track,4
68,340,11.333,camera_3,new_track,5
68,340,11.333,camera_3,lost_track,2
72,360,12.0,camera_3,lost_track,5
74,370,12.333,camera_3,reacquired,5
74,370,12.333,camera_3,removed,-1
75,375,12.5,camera_1,lost_track,1
76,380,12.667,camera_1,reacquired,1
76,380,12.667,camera_2,removed,-1
77,385,12.833,camera_3,lost_track,5
79,395,13.167,camera_2,lost_track,2
80,400,13.333,camera_2,reacquired,2
82,410,13.667,camera_2,new_track,7
82,410,13.667,camera_2,lost_track,2
84,420,14.0,camera_5,removed,-1
85,425,14.167,camera_1,lost_track,1
85,425,14.167,camera_3,removed,3
85,425,14.167,camera_5,new_track,1
86,430,14.333,camera_2,lost_track,6
86,430,14.333,camera_2,removed,5
86,430,14.333,camera_5,removed,-1
91,455,15.167,camera_2,reacquired,2
92,460,15.333,camera_2,lost_track,2
97,485,16.167,camera_3,removed,4
98,490,16.333,camera_3,removed,2
99,495,16.5,camera_3,removed,-1
99,495,16.5,camera_5,lost_track,1
100,500,16.667,camera_3,new_track,6
101,505,16.833,camera_2,removed,-1
104,520,17.333,camera_1,new_track,2
104,520,17.333,camera_2,reacquired,2
105,525,17.5,camera_2,lost_track,2
106,530,17.667,camera_2,new_track,8
107,535,17.833,camera_3,removed,5
108,540,18.0,camera_1,lost_track,2
109,545,18.167,camera_1,reacquired,2
109,545,18.167,camera_3,lost_track,6
109,545,18.167,camera_3,removed,-1
110,550,18.333,camera_2,new_track,9
113,565,18.833,camera_3,new_track,7
115,575,19.167,camera_1,removed,1
115,575,19.167,camera_6,new_track,1
116,580,19.333,camera_2,removed,6
117,585,19.5,camera_1,new_track,3
118,590,19.667,camera_1,lost_track,2
118,590,19.667,camera_2,lost_track,8
119,595,19.833,camera_1,lost_track,3
120,600,20.0,camera_1,new_track,4
122,610,20.333,camera_1,lost_track,4
124,620,20.667,camera_1,reacquired,2
124,620,20.667,camera_2,new_track,10
125,625,20.833,camera_2,reacquired,2
125,625,20.833,camera_3,lost_track,7
128,640,21.333,camera_3,reacquired,7
129,645,21.5,camera_1,lost_track,2
129,645,21.5,camera_2,lost_track,9
129,645,21.5,camera_5,removed,1
131,655,21.833,camera_2,lost_track,10
131,655,21.833,camera_2,removed,-1
133,665,22.167,camera_1,reacquired,3
133,665,22.167,camera_2,reacquired,10
133,665,22.167,camera_6,lost_track,1
134,670,22.333,camera_1,lost_track,3
134,670,22.333,camera_2,lost_track,2
134,670,22.333,camera_6,removed,-1
135,675,22.5,camera_2,reacquired,2
135,675,22.5,camera_3,lost_track,7
135,675,22.5,camera_6,new_track,2
136,680,22.667,camera_3,reacquired,7
136,680,22.667,camera_6,lost_track,2
137,685,22.833,camera_1,removed,-1
137,685,22.833,camera_2,lost_track,2
137,685,22.833,camera_2,lost_track,7
137,685,22.833,camera_2,removed,-1
137,685,22.833,camera_3,lost_track,7
137,685,22.833,camera_6,new_track,3
138,690,23.0,camera_2,reacquired,7
138,690,23.0,camera_3,reacquired,7
139,695,23.167,camera_3,removed,6
140,700,23.333,camera_1,reacquired,2
141,705,23.5,camera_5,new_track,2
142,710,23.667,camera_1,lost_track,2
144,720,24.0,camera_2,new_track,11
145,725,24.167,camera_2,lost_track,10
145,725,24.167,camera_3,lost_track,7
146,730,24.333,camera_5,lost_track,2
146,730,24.333,camera_6,reacquired,2
147,735,24.5,camera_5,reacquired,2
148,740,24.667,camera_2,removed,8
148,740,24.667,camera_6,lost_track,2
149,745,24.833,camera_5,lost_track,2
149,745,24.833,camera_6,reacquired,2
150,750,25.0,camera_4,new_track,1
152,760,25.333,camera_1,removed,4
152,760,25.333,camera_6,removed,-1
153,765,25.5,camera_2,lost_track,11
