clip_id,stride,camera_id,video_fid,gt_frame,t_sec,gt_present,gt_box,matched,track_id,iou,iou_best,chef_id,n_tracks,n_gt,n_ghost,n_coasting,other_gt_ids,others_same_chef,chef_ids_on_frame,in_B,is_continuity,is_majority,is_exclusive
L3S-seq_025-c1+c2+c3-7-001780,5,camera_1,1780,1781,59.333,1,401.0 43.0 442.0 182.0,1,0,0.6119,0.6119,1,1,1,0,0,,,1,1,1,0,
L3S-seq_025-c1+c2+c3-7-001780,5,camera_2,1780,1781,59.333,1,287.0 139.0 316.0 327.0,1,0,0.7352,0.7352,2,1,1,0,0,,,2,1,0,1,
L3S-seq_025-c1+c2+c3-7-001780,5,camera_3,1780,1781,59.333,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_025-c1+c2+c3-7-001780,5,camera_1,1785,1786,59.5,1,393.0 37.0 441.0 183.0,1,0,0.8806,0.8806,1,1,1,0,0,,,1,1,1,0,
L3S-seq_025-c1+c2+c3-7-001780,5,camera_2,1785,1786,59.5,1,267.0 141.0 315.0 337.0,1,0,0.901,0.901,2,1,1,0,0,,,2,1,0,1,
L3S-seq_025-c1+c2+c3-7-001780,5,camera_3,1785,1786,59.5,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_025-c1+c2+c3-7-001780,5,camera_1,1790,1791,59.667,1,381.0 37.0 435.0 193.0,1,0,0.8051,0.8051,1,1,1,0,0,,,1,1,1,0,
L3S-seq_025-c1+c2+c3-7-001780,5,camera_2,1790,1791,59.667,1,240.0 145.0 314.0 344.0,1,0,0.6462,0.6462,2,1,1,0,0,,,2,1,0,1,
L3S-seq_025-c1+c2+c3-7-001780,5,camera_3,1790,1791,59.667,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_025-c1+c2+c3-7-001780,5,camera_1,1795,1796,59.833,1,376.0 35.0 429.0 200.0,1,0,0.8428,0.8428,1,1,1,0,0,,,1,1,1,0,
L3S-seq_025-c1+c2+c3-7-001780,5,camera_2,1795,1796,59.833,1,225.0 158.0 312.0 431.0,1,0,0.9407,0.9407,2,1,1,0,0,,,2,1,0,1,
L3S-seq_025-c1+c2+c3-7-001780,5,camera_3,1795,1796,59.833,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_025-c1+c2+c3-7-001780,5,camera_1,1800,1801,60.0,1,373.0 35.0 424.0 200.0,1,0,0.9395,0.9395,1,1,1,0,0,,,1,1,1,0,
L3S-seq_025-c1+c2+c3-7-001780,5,camera_2,1800,1801,60.0,1,223.0 159.0 295.0 431.0,1,0,0.8625,0.8625,2,1,1,0,0,,,2,1,0,1,
L3S-seq_025-c1+c2+c3-7-001780,5,camera_3,1800,1801,60.0,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3S-seq_025-c1+c2+c3-7-001780,5,camera_1,1805,1806,60.167,1,367.0 36.0 421.0 208.0,1,0,0.8662,0.8662,1,1,1,0,0,,,1,1,1,0,
L3S-seq_025-c1+c2+c3-7-001780,5,camera_2,1805,1806,60.167,1,201.0 171.0 285.0 463.0,1,0,0.9372,0.9372,2,1,1,0,0,,,2,1,0,1,
