loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,525.7,4,4,0,7,0,4,0,0,0,3,1,3,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0
50,8.33,553.1,8,8,0,11,0,8,2,0,0,7,1,3,0,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0
100,16.67,553.5,10,8,2,11,2,8,1,0,0,9,1,3,0,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0
150,25.0,553.7,11,8,3,11,3,8,0,0,0,10,1,3,0,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0
200,33.33,553.8,12,8,4,11,4,8,0,0,0,11,1,3,0,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0
250,41.67,554.0,16,11,5,14,5,11,6,0,0,15,1,3,0,0,0,0,10,1,3,0,0,0,0,0,0,0,0,0,0,0
300,50.0,554.1,18,8,10,12,10,8,2,0,0,17,1,4,0,0,0,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0
350,58.33,554.1,20,9,11,14,11,9,1,0,0,19,1,6,0,0,0,0,8,1,5,0,0,0,0,0,0,0,0,0,0,0
400,66.67,554.3,21,9,12,16,12,9,3,0,0,20,1,8,0,0,0,0,8,1,7,0,0,0,0,0,0,0,0,0,0,0
450,75.0,554.4,24,9,15,15,15,9,5,0,0,23,1,9,0,0,0,0,8,1,6,0,0,0,0,0,0,0,0,0,0,0
500,83.33,554.4,26,9,17,13,17,9,2,0,0,25,1,10,0,0,0,0,8,1,4,0,0,0,0,0,0,0,0,0,0,0
550,91.67,554.4,27,9,18,14,18,9,4,0,0,26,1,13,0,0,0,0,8,1,5,0,0,0,0,0,0,0,0,0,0,0
600,100.0,554.4,28,6,22,11,22,6,0,0,0,27,1,13,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0
650,108.33,554.4,30,7,22,16,22,7,5,0,0,29,1,18,0,0,0,0,6,1,9,0,0,0,0,0,0,0,0,0,0,0
700,116.67,554.9,30,6,21,10,21,6,0,0,0,29,1,18,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0
750,125.0,555.2,31,6,22,10,22,6,0,0,0,30,1,19,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0
800,133.33,555.3,33,8,21,13,21,8,6,0,0,32,1,20,0,0,0,0,7,1,5,0,0,0,0,0,0,0,0,0,0,0
850,141.67,555.3,35,6,20,9,20,6,1,0,0,34,1,20,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0
900,150.0,555.3,36,6,20,9,20,6,2,0,0,35,1,20,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0
950,158.33,555.3,37,6,19,9,19,6,0,0,0,36,1,21,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0
1000,166.67,555.3,40,9,17,14,17,9,2,0,0,39,1,24,0,0,0,0,8,1,5,0,0,0,0,0,0,0,0,0,0,0
1050,175.0,555.3,40,7,16,13,16,7,2,0,0,39,1,28,0,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1100,183.33,555.3,40,6,16,11,16,6,2,0,0,39,1,29,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0
1150,191.67,555.3,41,7,12,10,12,7,1,0,0,40,1,29,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0
1200,200.0,555.3,43,9,12,12,12,9,3,0,0,42,1,29,0,0,0,0,8,1,3,0,0,0,0,0,0,0,0,0,0,0
1250,208.33,555.3,43,6,14,9,14,6,0,0,0,42,1,29,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0
1300,216.67,555.3,44,7,13,10,13,7,1,0,0,43,1,29,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0
1350,225.0,555.3,45,7,13,10,13,7,1,0,0,44,1,29,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0
1400,233.33,555.3,45,6,10,9,10,6,0,0,0,44,1,29,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0
1450,241.67,555.3,46,6,10,10,10,6,0,0,0,45,1,30,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0
1500,250.0,286.5,46,6,9,12,9,6,1,0,0,45,1,32,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0
