loop_i,video_fid,t_sec,camera_id,track_id,x1,y1,x2,y2,conf,hits,start_frame,chef_id
0,11320,377.333,camera_3,0,950.2,210.8,1063.5,544.7,0.882,1,0,
1,11321,377.367,camera_3,0,948.8,209.9,1062.5,544.8,0.901,2,0,1
2,11322,377.4,camera_3,0,949.8,209.2,1061.2,542.6,0.889,3,0,1
3,11323,377.433,camera_3,0,948.7,208.9,1059.2,542.3,0.859,4,0,1
4,11324,377.467,camera_3,0,948.9,209.4,1057.4,539.7,0.873,5,0,1
5,11325,377.5,camera_3,0,949.6,209.5,1057.8,541.1,0.877,6,0,1
6,11326,377.533,camera_3,0,950.7,209.4,1057.4,539.5,0.865,7,0,1
7,11327,377.567,camera_3,0,953.7,209.0,1056.9,536.5,0.842,8,0,1
8,11328,377.6,camera_3,0,956.7,207.7,1056.5,533.6,0.883,9,0,1
9,11329,377.633,camera_3,0,960.1,207.2,1057.1,532.2,0.868,10,0,1
10,11330,377.667,camera_3,0,963.3,207.1,1058.9,526.9,0.83,11,0,1
11,11331,377.7,camera_3,0,959.4,207.0,1059.5,525.1,0.829,12,0,1
12,11332,377.733,camera_3,0,957.2,207.6,1063.1,525.9,0.81,13,0,1
13,11333,377.767,camera_3,0,956.0,206.9,1063.1,525.5,0.712,14,0,1
14,11334,377.8,camera_3,0,953.9,248.3,1064.5,526.9,0.125,15,0,1
15,11335,377.833,camera_3,0,954.7,245.0,1066.1,524.9,0.23,16,0,1
16,11336,377.867,camera_3,0,951.6,247.5,1068.1,527.6,0.253,17,0,1
17,11337,377.9,camera_3,0,957.9,247.9,1070.2,524.8,0.323,18,0,1
18,11338,377.933,camera_3,0,967.2,208.4,1077.5,523.7,0.83,19,0,1
19,11339,377.967,camera_3,0,973.9,207.8,1079.9,524.3,0.892,20,0,1
20,11340,378.0,camera_3,0,975.8,209.3,1079.9,524.1,0.908,21,0,1
21,11341,378.033,camera_3,0,976.8,209.2,1079.7,524.0,0.916,22,0,1
22,11342,378.067,camera_3,0,978.3,210.9,1079.7,523.6,0.89,23,0,1
23,11343,378.1,camera_3,0,984.6,209.8,1079.9,524.7,0.916,24,0,1
24,11344,378.133,camera_3,0,985.0,210.3,1079.7,525.0,0.92,25,0,1
25,11345,378.167,camera_3,0,985.3,211.0,1079.6,525.5,0.922,26,0,1
26,11346,378.2,camera_3,0,984.7,211.0,1079.5,525.4,0.913,27,0,1
27,11347,378.233,camera_3,0,985.0,212.8,1079.7,525.9,0.896,28,0,1
28,11348,378.267,camera_3,0,985.5,214.4,1079.7,525.6,0.894,29,0,1
29,11349,378.3,camera_3,0,986.3,211.7,1079.6,525.3,0.868,30,0,1
30,11350,378.333,camera_3,0,987.9,249.5,1079.9,524.1,0.627,31,0,1
31,11351,378.367,camera_3,0,987.3,243.1,1079.7,524.3,0.826,32,0,1
32,11352,378.4,camera_3,0,1006.3,227.6,1079.5,507.8,0.862,33,0,1
33,11353,378.433,camera_3,0,1013.1,260.6,1079.9,503.9,0.414,34,0,1
34,11354,378.467,camera_3,0,1018.7,271.2,1079.8,501.9,0.308,35,0,1
35,11355,378.5,camera_3,0,1018.2,324.5,1079.5,507.0,0.17,36,0,1
36,11356,378.533,camera_3,0,1015.2,325.2,1078.9,510.8,0.175,37,0,1
37,11357,378.567,camera_3,0,1016.6,324.1,1078.8,510.0,0.123,38,0,1
38,11358,378.6,camera_3,0,1017.4,317.5,1079.7,501.8,0.567,39,0,1
39,11359,378.633,camera_3,0,1017.2,298.3,1079.9,500.4,0.496,40,0,1
40,11360,378.667,camera_3,0,1018.1,310.7,1080.0,500.0,0.568,41,0,1
41,11361,378.7,camera_3,0,1018.8,366.5,1080.0,499.5,0.544,42,0,1
42,11362,378.733,camera_3,0,1016.5,386.6,1080.0,498.1,0.327,43,0,1
43,11363,378.767,camera_3,0,1013.8,396.9,1078.4,498.8,0.12,44,0,1
179,11499,383.3,camera_3,1,979.3,373.4,1079.8,606.0,0.66,1,179,
180,11500,383.333,camera_3,1,971.8,365.9,1080.0,575.6,0.707,2,179,2
181,11501,383.367,camera_3,1,965.4,311.8,1079.8,569.9,0.723,3,179,2
182,11502,383.4,camera_3,1,963.3,283.7,1079.5,570.5,0.551,4,179,2
183,11503,383.433,camera_3,1,954.9,279.2,1080.0,571.2,0.884,5,179,2
184,11504,383.467,camera_3,1,950.3,279.1,1079.8,563.2,0.878,6,179,2
185,11505,383.5,camera_3,1,950.3,278.6,1080.0,563.2,0.911,7,179,2
186,11506,383.533,camera_3,1,941.1,266.2,1080.0,561.1,0.919,8,179,2
187,11507,383.567,camera_3,1,944.7,263.8,1078.7,560.6,0.923,9,179,2
188,11508,383.6,camera_3,1,945.8,257.6,1076.5,560.4,0.913,10,179,2
189,11509,383.633,camera_3,1,942.1,252.7,1073.0,558.7,0.917,11,179,2
