loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,2436.7,2,2,0,3,0,2,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
50,8.33,2454.9,7,5,2,6,2,5,4,0,0,2,1,3,0,0,0,4,1,1,1,0,0,0,3,0,0,1,0,0,0,0
100,16.67,2455.6,12,6,6,6,6,6,5,0,0,2,2,3,0,0,3,5,0,2,0,0,0,3,1,0,0,0,0,0,0,1
150,25.0,2456.9,14,4,10,8,10,4,5,0,0,3,3,5,0,3,5,6,1,2,1,0,1,2,1,0,0,0,0,0,0,0
200,33.33,2398.5,15,3,12,7,12,3,4,0,0,4,4,7,0,3,5,6,1,3,3,0,0,0,0,0,0,0,0,0,0,0
250,41.67,2398.8,15,3,12,3,12,3,1,0,0,4,4,7,0,3,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0
300,50.0,2398.9,15,3,12,3,12,3,1,0,0,4,4,7,0,3,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0
350,58.33,2398.9,15,3,12,3,12,3,1,0,0,4,4,7,0,3,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0
400,66.67,2399.0,15,3,12,3,12,3,0,0,0,4,4,7,0,3,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0
450,75.0,2398.8,15,3,12,3,12,3,0,0,0,4,4,7,0,3,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0
500,83.33,2398.9,15,2,13,3,13,2,0,0,0,4,5,7,0,3,5,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0
550,91.67,2398.9,15,2,13,3,13,2,0,0,0,4,5,7,0,3,5,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0
600,100.0,2398.9,15,2,13,3,13,2,1,0,0,4,5,7,0,3,5,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0
650,108.33,2398.8,15,2,8,2,8,2,0,0,0,4,5,7,0,3,5,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0
700,116.67,2399.1,15,2,3,2,3,2,0,0,0,4,5,7,0,3,5,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0
750,125.0,2399.1,15,2,1,2,1,2,0,0,0,4,5,7,0,3,5,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0
800,133.33,2399.1,16,3,1,3,1,3,0,0,0,5,5,7,0,3,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0
850,141.67,2399.1,16,3,1,3,1,3,1,0,0,5,5,7,0,3,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0
900,150.0,2399.1,16,1,3,1,3,1,0,0,0,5,5,7,0,3,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
950,158.33,2399.1,16,1,3,1,3,1,0,0,0,5,5,7,0,3,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000,166.67,2396.7,17,2,3,2,3,2,0,0,0,6,5,7,0,3,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1050,175.0,2399.1,17,2,3,3,3,2,0,0,0,6,5,8,0,3,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1100,183.33,2399.1,17,1,3,2,3,1,1,0,0,6,5,9,0,3,5,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1150,191.67,2399.1,18,2,3,3,3,2,1,0,0,7,5,9,0,3,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1200,200.0,2399.4,18,2,3,3,3,2,1,0,0,7,5,9,0,3,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1250,208.33,2399.5,18,2,3,3,3,2,1,0,0,7,5,9,0,3,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1300,216.67,2399.6,18,2,3,3,3,2,1,0,0,7,5,9,0,3,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1350,225.0,2399.6,18,2,3,3,3,2,1,0,0,7,5,10,0,3,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1400,233.33,2399.6,18,1,4,2,4,1,0,0,0,7,5,11,0,3,5,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1450,241.67,2399.6,18,1,4,2,4,1,0,0,0,7,5,11,0,3,5,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1500,250.0,2399.6,19,2,2,4,2,2,2,0,0,8,6,11,0,3,5,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0
1550,258.33,2399.9,20,3,2,4,2,3,2,0,0,9,6,12,0,3,5,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1600,266.67,2400.0,20,1,4,2,4,1,1,0,0,9,6,12,0,3,5,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1650,275.0,2400.1,21,2,4,3,4,2,0,0,0,10,6,12,0,3,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1700,283.33,2400.0,21,2,3,3,3,2,1,0,0,10,6,12,0,3,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1750,291.67,2400.0,21,1,4,5,4,1,4,0,0,10,6,15,0,3,5,6,0,1,4,0,0,0,0,0,0,0,0,0,0,0
1800,300.0,2400.0,23,3,4,9,4,3,5,0,0,12,8,20,0,3,5,6,2,3,4,0,0,0,0,0,0,0,0,0,0,0
1850,308.33,2400.1,25,4,5,9,5,4,5,0,0,14,10,22,0,3,5,6,3,4,2,0,0,0,0,0,0,0,0,0,0,0
1900,316.67,2400.0,25,1,8,4,8,1,2,0,0,14,11,24,0,3,5,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0
1950,325.0,2400.0,29,5,8,10,8,5,4,0,0,18,12,28,0,4,5,6,4,2,3,0,1,0,0,0,0,1,1,0,0,0
