loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,556.2,6,6,0,9,0,6,0,0,0,1,2,3,0,0,0,3,1,2,3,0,0,0,3,0,0,0,0,0,0,0
50,8.33,584.1,12,10,2,21,2,10,7,0,0,6,4,10,0,0,0,3,5,3,10,0,0,0,3,0,0,0,0,0,0,0
100,16.67,584.4,20,15,5,25,5,15,12,0,0,9,6,11,0,0,4,4,6,4,8,0,0,4,3,0,0,0,0,0,0,0
150,25.0,584.7,23,10,13,28,13,10,10,0,0,12,9,17,0,3,6,4,6,6,12,0,1,2,1,0,0,0,0,0,0,0
200,33.33,584.9,29,13,16,30,16,13,11,0,0,16,13,22,0,3,6,4,8,8,14,0,0,0,0,0,0,0,0,0,0,0
250,41.67,585.2,33,14,19,25,19,14,4,0,0,19,14,24,0,3,6,4,9,6,10,0,0,0,0,0,0,0,0,0,0,0
300,50.0,585.3,34,11,23,21,23,11,1,0,0,20,14,24,0,3,6,4,7,6,8,0,0,0,0,0,0,0,0,0,0,0
350,58.33,585.3,39,14,25,27,25,14,6,0,0,25,14,28,0,3,6,4,10,5,12,0,0,0,0,0,0,0,0,0,0,0
400,66.67,585.3,39,9,30,22,30,9,1,0,0,25,14,29,0,3,6,4,5,5,12,0,0,0,0,0,0,0,0,0,0,0
450,75.0,585.4,44,14,30,30,30,14,8,0,0,29,15,32,0,3,6,4,9,6,15,0,0,0,0,0,0,0,0,0,0,0
500,83.33,585.7,47,10,37,24,37,10,3,0,0,32,15,34,0,3,6,4,6,5,13,0,0,0,0,0,0,0,0,0,0,0
550,91.67,585.7,47,9,38,23,38,9,3,0,0,32,15,34,0,3,6,4,6,4,13,0,0,0,0,0,0,0,0,0,0,0
600,100.0,585.7,50,12,38,26,38,12,2,0,0,33,17,35,0,3,6,4,7,6,13,0,0,0,0,0,0,0,0,0,0,0
650,108.33,585.9,52,12,37,26,37,12,3,0,0,35,17,37,0,3,6,4,7,6,13,0,0,0,0,0,0,0,0,0,0,0
700,116.67,585.9,54,12,31,26,31,12,5,0,0,36,18,38,0,3,6,4,6,6,14,0,0,0,0,0,0,0,0,0,0,0
750,125.0,585.9,56,11,30,23,30,11,1,0,0,38,18,39,0,3,6,4,6,6,11,0,0,0,0,0,0,0,0,0,0,0
800,133.33,585.9,57,11,27,24,27,11,1,0,0,39,18,40,0,3,6,4,6,6,12,0,0,0,0,0,0,0,0,0,0,0
850,141.67,586.0,59,13,23,26,23,13,3,0,0,41,18,41,0,3,6,4,8,6,12,0,0,0,0,0,0,0,0,0,0,0
900,150.0,586.0,62,12,26,23,26,12,3,0,0,43,19,41,0,3,6,4,7,6,10,0,0,0,0,0,0,0,0,0,0,0
950,158.33,586.0,66,11,27,24,27,11,4,0,0,47,19,45,0,3,6,4,7,6,11,0,0,0,0,0,0,0,0,0,0,0
1000,166.67,586.2,68,11,27,24,27,11,3,0,0,49,19,46,0,3,6,4,7,6,11,0,0,0,0,0,0,0,0,0,0,0
1050,175.0,586.2,73,14,26,26,26,14,2,0,0,52,21,46,0,3,6,4,8,8,10,0,0,0,0,0,0,0,0,0,0,0
1100,183.33,586.2,75,14,23,25,23,14,1,0,0,54,21,46,0,3,6,4,9,7,9,0,0,0,0,0,0,0,0,0,0,0
1150,191.67,586.2,81,16,27,27,27,16,3,0,0,58,23,46,0,3,6,4,10,8,9,0,0,0,0,0,0,0,0,0,0,0
1200,200.0,586.2,86,18,30,30,30,18,6,0,0,63,23,47,0,3,6,4,12,8,10,0,0,0,0,0,0,0,0,0,0,0
1250,208.33,586.2,90,17,32,28,32,17,4,0,0,67,23,48,0,3,6,4,12,5,11,0,0,0,0,0,0,0,0,0,0,0
1300,216.67,586.2,94,15,36,26,36,15,0,0,0,71,23,49,0,3,6,4,10,5,11,0,0,0,0,0,0,0,0,0,0,0
1350,225.0,586.2,95,15,34,26,34,15,7,0,0,72,23,49,0,3,6,4,10,5,11,0,0,0,0,0,0,0,0,0,0,0
1400,233.33,586.2,102,18,38,30,38,18,6,0,0,78,24,51,0,3,6,4,12,6,12,0,0,0,0,0,0,0,0,0,0,0
1450,241.67,586.3,107,20,39,32,39,20,9,0,0,82,25,52,0,3,6,4,13,7,12,0,0,0,0,0,0,0,0,0,0,0
1500,250.0,586.3,115,21,43,32,43,21,8,0,0,89,26,52,0,3,6,4,13,8,11,0,0,0,0,0,0,0,0,0,0,0
1550,258.33,586.3,123,22,44,33,44,22,8,0,0,96,27,53,0,3,6,4,13,8,12,0,0,0,0,0,0,0,0,0,0,0
1600,266.67,586.4,129,21,50,33,50,21,9,0,0,101,28,55,0,3,6,4,13,8,12,0,0,0,0,0,0,0,0,0,0,0
1650,275.0,586.4,131,18,54,29,54,18,4,0,0,103,28,56,0,3,6,4,11,7,11,0,0,0,0,0,0,0,0,0,0,0
1700,283.33,586.4,133,16,55,28,55,16,2,0,0,105,28,58,0,3,6,4,10,7,11,0,0,0,0,0,0,0,0,0,0,0
1750,291.67,586.4,135,13,55,25,55,13,10,0,0,107,28,58,0,3,6,4,7,7,11,0,0,0,0,0,0,0,0,0,0,0
1800,300.0,586.4,140,13,55,22,55,13,9,0,0,111,29,62,0,3,6,4,8,4,10,0,0,0,0,0,0,0,0,0,0,0
1850,308.33,586.4,146,14,55,23,55,14,10,0,0,113,34,65,0,3,6,4,6,9,8,0,0,0,0,0,0,0,0,0,0,0
1900,316.67,586.4,149,12,58,18,58,12,5,0,0,116,35,68,0,3,6,4,6,4,8,0,0,0,0,0,0,0,0,0,0,0
1950,325.0,586.4,150,10,56,21,56,10,11,0,0,117,39,70,1,4,6,4,5,6,8,1,1,0,0,0,0,0,0,0,0,0
