loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,2713.8,15,15,0,19,0,15,0,0,0,3,4,8,4,0,0,0,3,4,8,4,0,0,0,0,0,0,0,0,0,0
50,8.33,2731.5,18,13,5,19,5,16,3,0,0,3,5,11,5,0,0,0,2,4,10,3,0,0,0,0,0,0,0,0,0,0
100,16.67,2733.0,21,14,7,25,7,17,10,0,0,4,7,13,6,2,1,0,3,5,10,4,2,1,0,0,0,0,0,0,0,0
150,25.0,2733.8,22,6,16,17,16,16,2,0,0,4,8,15,6,2,3,1,2,2,9,3,0,0,1,0,0,0,0,0,2,0
200,33.33,2710.9,28,11,17,20,17,21,2,0,0,5,9,20,7,2,3,1,3,3,11,2,0,0,1,0,0,0,0,0,0,0
250,41.67,2711.1,30,12,18,20,18,22,4,0,0,5,9,22,7,2,3,1,2,3,12,2,0,0,1,0,0,0,0,0,0,0
300,50.0,2711.2,31,12,19,19,19,22,2,0,0,5,9,23,7,2,3,1,2,3,11,2,0,0,1,0,0,0,0,0,0,0
350,58.33,2711.2,32,11,21,17,21,21,0,0,0,5,9,24,7,2,3,1,2,3,9,2,0,0,1,0,0,0,0,0,0,0
400,66.67,2711.2,35,14,21,20,21,24,4,0,0,6,9,26,7,2,3,1,3,3,11,2,0,0,1,0,0,0,0,0,0,0
450,75.0,2711.3,47,20,27,28,27,32,12,0,0,9,10,35,7,3,3,1,5,3,16,2,1,0,1,0,0,0,0,0,0,0
500,83.33,2711.5,53,10,43,41,43,25,24,0,0,14,15,49,8,6,5,2,5,6,20,3,3,2,2,0,1,1,0,0,0,0
550,91.67,2711.7,57,9,48,34,48,24,18,0,0,16,19,52,11,13,10,3,3,5,8,4,6,5,3,1,0,0,0,1,0,0
600,100.0,2711.8,64,11,53,31,53,26,18,0,0,20,22,53,11,25,16,3,3,3,5,1,10,7,2,0,0,0,0,1,0,0
650,108.33,2711.8,72,11,50,21,50,19,8,0,0,21,23,54,12,29,20,9,1,1,2,2,4,4,7,1,0,0,1,1,0,0
700,116.67,2712.2,78,13,49,28,49,18,15,0,0,21,23,56,13,35,24,14,1,0,4,2,7,5,9,0,0,0,1,0,0,0
750,125.0,2712.0,79,7,56,26,56,12,14,0,0,21,26,56,16,49,25,14,1,3,1,4,15,0,2,0,0,2,1,1,1,0
800,133.33,2712.1,83,9,56,30,56,13,19,0,0,21,26,58,20,63,27,16,0,0,3,4,17,2,4,0,0,0,0,1,0,0
850,141.67,2712.3,88,10,57,36,57,14,20,0,0,23,30,62,26,71,29,16,2,4,5,7,15,2,2,0,0,1,0,0,0,1
900,150.0,2712.4,97,18,58,39,58,22,23,0,0,25,34,64,29,79,34,16,4,5,3,3,18,5,2,0,0,0,1,0,1,0
