loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,518.6,9,9,0,9,0,9,0,0,0,7,0,2,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0
50,8.33,546.0,11,9,2,15,2,9,5,0,0,8,0,5,0,4,0,0,6,0,5,0,4,0,0,0,0,0,0,0,0,0
100,16.67,546.5,19,15,4,16,4,15,4,0,0,11,0,10,0,4,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0
150,25.0,546.8,23,13,10,13,10,13,1,0,0,11,0,14,0,4,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0
200,33.33,546.9,27,14,13,14,13,14,3,0,0,12,0,17,0,4,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0
250,41.67,547.1,33,17,16,17,16,17,3,0,0,15,0,20,0,4,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0
300,50.0,547.3,33,14,19,14,19,14,0,0,0,15,0,20,0,4,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0
350,58.33,547.4,34,13,21,17,21,13,6,0,0,16,0,22,0,6,0,0,7,0,8,0,2,0,0,0,0,0,0,0,0,0
400,66.67,547.5,34,9,25,22,25,9,6,0,0,16,1,26,2,9,0,0,7,1,8,2,4,0,0,0,0,0,0,0,0,0
450,75.0,547.8,37,11,26,19,26,11,7,0,0,19,3,29,2,9,0,0,9,2,8,0,0,0,0,0,0,0,0,1,0,0
500,83.33,547.8,39,9,30,15,30,9,3,0,0,21,3,33,2,9,0,0,7,2,6,0,0,0,0,1,0,1,0,0,0,0
550,91.67,547.9,42,10,32,16,32,10,4,0,0,24,3,33,2,9,0,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0
600,100.0,547.9,48,14,34,20,34,14,6,0,0,30,3,36,2,9,0,0,12,2,6,0,0,0,0,0,0,0,0,0,0,0
650,108.33,548.0,53,12,38,16,38,12,2,0,0,35,3,38,2,9,0,0,10,1,5,0,0,0,0,0,0,1,0,0,0,0
700,116.67,548.3,54,9,38,15,38,9,1,0,0,36,4,39,2,9,0,0,7,2,6,0,0,0,0,0,0,0,0,0,0,0
750,125.0,548.3,56,8,38,15,38,8,3,0,0,38,4,41,2,9,0,0,6,2,7,0,0,0,0,0,0,0,0,0,0,0
800,133.33,548.3,60,11,33,17,33,11,3,0,0,42,4,42,2,9,0,0,9,2,6,0,0,0,0,0,0,0,0,0,0,0
850,141.67,548.3,63,11,33,19,33,11,5,0,0,45,4,45,2,9,0,0,9,2,8,0,0,0,0,0,0,0,0,0,0,0
900,150.0,548.3,63,9,35,16,35,9,5,0,0,45,5,47,2,9,0,0,7,2,7,0,0,0,0,0,0,0,0,0,0,0
950,158.33,548.3,72,16,33,17,33,16,4,0,0,51,5,51,2,9,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0
1000,166.67,548.4,83,19,38,19,38,19,11,0,0,58,5,55,2,9,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0
1050,175.0,548.4,92,19,45,19,45,19,9,0,0,64,5,58,2,9,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0
1100,183.33,548.4,97,14,51,14,51,14,6,0,0,66,5,61,2,9,0,0,10,0,4,0,0,0,0,0,0,1,0,0,0,0
1150,191.67,548.5,104,13,58,13,58,13,4,0,0,68,5,66,2,9,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0
1200,200.0,548.5,114,17,59,17,59,17,4,0,0,74,5,70,2,9,0,0,11,0,6,0,0,0,0,1,0,0,0,0,0,0
1250,208.33,220.8,120,19,58,23,58,19,11,0,0,78,7,74,2,9,0,0,12,2,9,0,0,0,0,0,0,0,0,0,0,0
