loop_i,video_fid,t_sec,camera_id,track_id,x1,y1,x2,y2,conf,hits,start_frame,chef_id
0,7585,252.833,camera_6,0,252.7,584.7,421.5,719.0,0.886,1,0,
1,7586,252.867,camera_6,0,266.6,564.8,434.0,718.8,0.898,2,0,1
2,7587,252.9,camera_6,0,296.7,510.6,446.7,717.8,0.919,3,0,1
3,7588,252.933,camera_6,0,303.7,496.1,449.4,717.9,0.903,4,0,1
4,7589,252.967,camera_6,0,294.6,482.9,457.2,717.9,0.895,5,0,1
5,7590,253.0,camera_6,0,291.2,469.7,481.5,717.8,0.901,6,0,1
6,7591,253.033,camera_6,0,293.7,461.1,521.3,717.3,0.905,7,0,1
7,7592,253.067,camera_6,0,300.1,454.6,539.0,717.5,0.909,8,0,1
8,7593,253.1,camera_6,0,306.0,446.6,552.3,717.1,0.919,9,0,1
9,7594,253.133,camera_6,0,302.7,441.6,562.4,717.4,0.928,10,0,1
10,7595,253.167,camera_6,0,304.0,437.9,570.8,717.4,0.922,11,0,1
11,7596,253.2,camera_6,0,307.5,432.1,576.2,717.4,0.921,12,0,1
12,7597,253.233,camera_6,0,316.8,427.6,582.2,717.6,0.927,13,0,1
13,7598,253.267,camera_6,0,322.9,423.6,581.4,717.2,0.925,14,0,1
14,7599,253.3,camera_6,0,327.7,412.6,578.9,717.4,0.935,15,0,1
15,7600,253.333,camera_6,0,332.7,404.0,576.2,717.8,0.937,16,0,1
16,7601,253.367,camera_6,0,336.3,391.8,574.9,717.7,0.937,17,0,1
17,7602,253.4,camera_6,0,338.8,379.8,577.0,717.2,0.939,18,0,1
18,7603,253.433,camera_6,0,339.6,367.9,576.0,716.9,0.941,19,0,1
19,7604,253.467,camera_6,0,339.7,357.9,575.7,716.7,0.934,20,0,1
20,7605,253.5,camera_6,0,340.6,347.7,575.7,716.9,0.932,21,0,1
21,7606,253.533,camera_6,0,344.7,331.5,575.9,717.0,0.934,22,0,1
22,7607,253.567,camera_6,0,347.2,322.4,573.6,717.3,0.934,23,0,1
23,7608,253.6,camera_6,0,349.9,316.3,572.6,717.2,0.936,24,0,1
24,7609,253.633,camera_6,0,351.1,312.4,574.5,716.8,0.936,25,0,1
25,7610,253.667,camera_6,0,356.3,306.6,575.2,717.0,0.937,26,0,1
26,7611,253.7,camera_6,0,360.8,301.1,574.3,716.6,0.943,27,0,1
27,7612,253.733,camera_6,0,364.0,301.4,574.5,716.8,0.944,28,0,1
28,7613,253.767,camera_6,0,368.1,302.0,573.6,716.8,0.942,29,0,1
29,7614,253.8,camera_6,0,372.1,300.4,573.2,717.1,0.945,30,0,1
30,7615,253.833,camera_6,0,375.8,300.7,573.7,717.2,0.946,31,0,1
31,7616,253.867,camera_6,0,381.7,297.3,575.0,716.9,0.943,32,0,1
32,7617,253.9,camera_6,0,386.6,293.0,575.6,716.8,0.941,33,0,1
33,7618,253.933,camera_6,0,390.4,288.9,577.4,716.1,0.946,34,0,1
34,7619,253.967,camera_6,0,394.3,283.5,579.5,716.3,0.948,35,0,1
35,7620,254.0,camera_6,0,402.4,273.8,583.5,716.5,0.95,36,0,1
36,7621,254.033,camera_6,0,407.3,269.7,584.8,717.1,0.946,37,0,1
37,7622,254.067,camera_6,0,411.0,261.0,586.9,716.8,0.949,38,0,1
38,7623,254.1,camera_6,0,414.2,255.5,590.4,716.8,0.95,39,0,1
39,7624,254.133,camera_6,0,417.9,251.4,592.2,716.5,0.951,40,0,1
40,7625,254.167,camera_6,0,422.1,247.0,593.3,716.4,0.95,41,0,1
41,7626,254.2,camera_6,0,426.5,242.1,593.0,716.4,0.947,42,0,1
42,7627,254.233,camera_6,0,429.9,238.4,592.5,716.4,0.952,43,0,1
43,7628,254.267,camera_6,0,433.1,236.7,593.0,717.0,0.956,44,0,1
44,7629,254.3,camera_6,0,436.0,234.0,593.9,716.8,0.955,45,0,1
45,7630,254.333,camera_6,0,436.7,232.7,593.6,716.7,0.952,46,0,1
46,7631,254.367,camera_6,0,436.1,232.7,593.9,716.8,0.954,47,0,1
47,7632,254.4,camera_6,0,438.2,232.2,593.8,716.0,0.955,48,0,1
48,7633,254.433,camera_6,0,442.6,233.3,593.2,715.9,0.954,49,0,1
49,7634,254.467,camera_6,0,448.5,232.9,592.6,716.6,0.954,50,0,1
50,7635,254.5,camera_6,0,451.4,231.4,591.8,716.6,0.953,51,0,1
51,7636,254.533,camera_6,0,453.7,228.5,591.8,716.9,0.953,52,0,1
52,7637,254.567,camera_6,0,454.5,225.3,591.7,716.6,0.954,53,0,1
53,7638,254.6,camera_6,0,455.7,221.0,592.5,716.4,0.953,54,0,1
54,7639,254.633,camera_6,0,456.8,217.5,593.3,715.8,0.954,55,0,1
55,7640,254.667,camera_6,0,457.7,215.9,595.4,714.6,0.946,56,0,1
56,7641,254.7,camera_6,0,461.4,212.4,598.0,700.1,0.939,57,0,1
57,7642,254.733,camera_6,0,463.2,207.6,599.9,689.1,0.946,58,0,1
58,7643,254.767,camera_6,0,465.7,205.2,601.8,674.7,0.958,59,0,1
59,7644,254.8,camera_6,0,470.3,201.3,605.1,655.3,0.951,60,0,1
60,7645,254.833,camera_6,0,473.6,196.5,606.1,637.2,0.945,61,0,1
61,7646,254.867,camera_6,0,476.7,193.6,608.9,635.1,0.945,62,0,1
62,7647,254.9,camera_6,0,480.0,191.7,613.7,632.1,0.945,63,0,1
63,7648,254.933,camera_6,0,481.5,189.8,613.7,636.0,0.945,64,0,1
64,7649,254.967,camera_6,0,482.9,189.2,614.8,635.8,0.947,65,0,1
65,7650,255.0,camera_6,0,485.1,188.8,617.0,636.2,0.944,66,0,1
66,7651,255.033,camera_6,0,488.6,188.9,617.5,635.7,0.945,67,0,1
67,7652,255.067,camera_6,0,491.3,189.0,618.7,636.8,0.946,68,0,1
68,7653,255.1,camera_6,0,495.4,188.3,620.5,636.8,0.944,69,0,1
69,7654,255.133,camera_6,0,498.2,187.2,622.4,635.7,0.948,70,0,1
70,7655,255.167,camera_6,0,501.3,187.4,623.8,632.9,0.947,71,0,1
71,7656,255.2,camera_6,0,505.8,187.7,625.1,627.1,0.949,72,0,1
72,7657,255.233,camera_6,0,509.6,184.5,627.7,617.6,0.948,73,0,1
73,7658,255.267,camera_6,0,513.6,182.6,629.3,612.7,0.947,74,0,1
74,7659,255.3,camera_6,0,520.0,181.6,632.2,609.8,0.947,75,0,1
75,7660,255.333,camera_6,0,524.4,179.1,637.5,603.6,0.949,76,0,1
76,7661,255.367,camera_6,0,525.8,177.9,642.0,590.9,0.947,77,0,1
76,7661,255.367,camera_6,1,769.3,266.4,806.4,447.2,0.459,1,76,
76,7661,255.367,camera_6,2,768.5,266.3,806.4,548.0,0.436,1,76,
77,7662,255.4,camera_6,0,529.2,176.1,643.5,577.8,0.935,78,0,1
77,7662,255.4,camera_6,1,769.0,242.6,812.0,441.6,0.254,2,76,2
77,7662,255.4,camera_6,2,767.5,187.8,812.6,551.7,0.359,2,76,3
78,7663,255.433,camera_6,0,531.0,175.4,645.8,566.4,0.938,79,0,1
78,7663,255.433,camera_6,1,764.7,179.4,814.0,444.7,0.145,3,76,2
78,7663,255.433,camera_6,2,764.2,179.9,813.1,551.3,0.609,3,76,3
79,7664,255.467,camera_6,0,535.0,173.2,648.8,554.2,0.928,80,0,1
79,7664,255.467,camera_6,1,763.4,177.4,811.0,431.4,0.342,4,76,2
79,7664,255.467,camera_6,2,762.7,176.2,811.2,550.9,0.631,4,76,3
80,7665,255.5,camera_6,0,539.6,173.0,651.1,550.4,0.929,81,0,1
80,7665,255.5,camera_6,1,757.9,176.4,811.5,429.7,0.399,5,76,2
