loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,525.7,4,4,0,7,0,4,0,0,0,3,1,3,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0
50,8.33,553.2,8,8,0,11,0,8,2,0,0,7,1,3,0,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0
100,16.67,553.6,9,8,1,11,1,8,1,0,0,8,1,3,0,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0
150,25.0,553.7,10,8,2,11,2,8,0,0,0,9,1,3,0,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0
200,33.33,553.8,10,8,2,11,2,8,0,0,0,9,1,3,0,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0
250,41.67,554.0,13,11,2,14,2,11,3,0,0,12,1,3,0,0,0,0,10,1,3,0,0,0,0,0,0,0,0,0,0,0
300,50.0,554.2,14,8,6,12,6,8,1,0,0,13,1,4,0,0,0,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0
350,58.33,554.2,15,8,7,13,7,8,0,0,0,14,1,6,0,0,0,0,7,1,5,0,0,0,0,0,0,0,0,0,0,0
400,66.67,554.2,17,10,7,17,7,10,3,0,0,16,1,8,0,0,0,0,9,1,7,0,0,0,0,0,0,0,0,0,0,0
450,75.0,554.3,20,10,10,16,10,10,5,0,0,19,1,8,0,0,0,0,9,1,6,0,0,0,0,0,0,0,0,0,0,0
500,83.33,554.3,22,10,12,16,12,10,4,0,0,21,1,9,0,0,0,0,9,1,6,0,0,0,0,0,0,0,0,0,0,0
550,91.67,554.3,23,7,16,12,16,7,2,0,0,22,1,10,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0
600,100.0,554.5,24,6,18,11,18,6,0,0,0,23,1,10,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0
650,108.33,554.6,26,7,18,16,18,7,5,0,0,25,1,14,0,0,0,0,6,1,9,0,0,0,0,0,0,0,0,0,0,0
700,116.67,555.0,26,7,17,11,17,7,1,0,0,25,1,14,0,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0
750,125.0,555.1,28,7,19,11,19,7,1,0,0,27,1,14,0,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0
800,133.33,555.1,30,9,19,14,19,9,7,0,0,29,1,15,0,0,0,0,8,1,5,0,0,0,0,0,0,0,0,0,0,0
850,141.67,555.1,32,6,21,9,21,6,1,0,0,31,1,15,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0
900,150.0,555.1,33,6,21,9,21,6,2,0,0,32,1,15,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0
950,158.33,555.1,35,7,21,10,21,7,1,0,0,34,1,16,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0
1000,166.67,555.1,39,9,21,14,21,9,1,0,0,38,1,18,0,0,0,0,8,1,5,0,0,0,0,0,0,0,0,0,0,0
1050,175.0,555.1,39,7,20,13,20,7,2,0,0,38,1,21,0,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1100,183.33,555.1,39,6,20,13,20,6,4,0,0,38,1,23,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0
1150,191.67,555.1,40,7,15,10,15,7,1,0,0,39,1,23,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0
1200,200.0,555.1,42,9,15,12,15,9,2,0,0,41,1,23,0,0,0,0,8,1,3,0,0,0,0,0,0,0,0,0,0,0
1250,208.33,555.1,43,7,17,10,17,7,0,0,0,42,1,23,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0
1300,216.67,555.1,43,7,16,10,16,7,2,0,0,42,1,23,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0
1350,225.0,555.1,45,7,17,10,17,7,1,0,0,44,1,23,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0
1400,233.33,555.1,45,6,13,9,13,6,0,0,0,44,1,23,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0
1450,241.67,555.1,46,7,12,11,12,7,1,0,0,45,1,24,0,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0
1500,250.0,286.1,46,6,12,12,12,6,1,0,0,45,1,26,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0
