clip_id,stride,camera_id,video_fid,gt_frame,t_sec,gt_present,gt_box,matched,track_id,iou,iou_best,chef_id,n_tracks,n_gt,n_ghost,n_coasting,other_gt_ids,others_same_chef,chef_ids_on_frame,in_B,is_continuity,is_majority,is_exclusive
L3T-seq_024-c5+c6-10-000625,1,camera_5,625,626,20.833,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_024-c5+c6-10-000625,1,camera_6,625,626,20.833,1,656.0 168.0 692.0 497.0,1,0,0.8145,0.8145,1,2,1,1,0,,,1,1,1,1,
L3T-seq_024-c5+c6-10-000625,1,camera_5,626,627,20.867,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_024-c5+c6-10-000625,1,camera_6,626,627,20.867,1,657.0 163.0 696.0 499.0,1,0,0.8948,0.8948,1,1,1,0,0,,,1,1,1,1,
L3T-seq_024-c5+c6-10-000625,1,camera_5,627,628,20.9,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_024-c5+c6-10-000625,1,camera_6,627,628,20.9,1,639.0 158.0 697.0 499.0,1,0,0.9424,0.9424,1,1,1,0,0,,,1,1,1,1,
L3T-seq_024-c5+c6-10-000625,1,camera_5,628,629,20.933,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_024-c5+c6-10-000625,1,camera_6,628,629,20.933,1,605.0 158.0 695.0 501.0,1,0,0.692,0.692,1,1,1,0,0,,,1,1,1,1,
L3T-seq_024-c5+c6-10-000625,1,camera_5,629,630,20.967,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_024-c5+c6-10-000625,1,camera_6,629,630,20.967,1,605.0 158.0 695.0 501.0,1,0,0.9339,0.9339,1,1,1,0,0,,,1,1,1,1,
L3T-seq_024-c5+c6-10-000625,1,camera_5,630,631,21.0,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_024-c5+c6-10-000625,1,camera_6,630,631,21.0,1,586.0 159.0 695.0 501.0,1,0,0.9819,0.9819,1,1,1,0,0,,,1,1,1,1,
L3T-seq_024-c5+c6-10-000625,1,camera_5,631,632,21.033,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_024-c5+c6-10-000625,1,camera_6,631,632,21.033,1,573.0 159.0 694.0 504.0,1,0,0.9808,0.9808,1,2,1,1,0,,,1 3,1,1,1,
L3T-seq_024-c5+c6-10-000625,1,camera_5,632,633,21.067,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_024-c5+c6-10-000625,1,camera_6,632,633,21.067,1,566.0 163.0 692.0 514.0,1,0,0.9799,0.9799,1,2,1,1,0,,,1 3,1,1,1,
L3T-seq_024-c5+c6-10-000625,1,camera_5,633,634,21.1,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_024-c5+c6-10-000625,1,camera_6,633,634,21.1,1,565.0 165.0 691.0 516.0,1,0,0.9683,0.9683,1,2,1,1,0,,,1 3,1,1,1,
L3T-seq_024-c5+c6-10-000625,1,camera_5,634,635,21.133,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_024-c5+c6-10-000625,1,camera_6,634,635,21.133,1,566.0 165.0 691.0 517.0,1,0,0.9693,0.9693,1,2,1,1,0,,,1 3,1,1,1,
L3T-seq_024-c5+c6-10-000625,1,camera_5,635,636,21.167,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_024-c5+c6-10-000625,1,camera_6,635,636,21.167,1,566.0 165.0 689.0 516.0,1,0,0.9627,0.9627,1,2,1,1,0,,,1 3,1,1,1,
L3T-seq_024-c5+c6-10-000625,1,camera_5,636,637,21.2,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_024-c5+c6-10-000625,1,camera_6,636,637,21.2,1,561.0 164.0 678.0 516.0,1,0,0.9702,0.9702,1,2,1,1,0,,,1 3,1,1,1,
L3T-seq_024-c5+c6-10-000625,1,camera_5,637,638,21.233,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_024-c5+c6-10-000625,1,camera_6,637,638,21.233,1,523.0 162.0 652.0 535.0,1,0,0.9415,0.9415,1,2,1,1,0,,,1 3,1,1,1,
L3T-seq_024-c5+c6-10-000625,1,camera_5,638,639,21.267,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_024-c5+c6-10-000625,1,camera_6,638,639,21.267,1,512.0 163.0 648.0 550.0,1,0,0.968,0.968,1,2,1,1,0,,,1 3,1,1,1,
L3T-seq_024-c5+c6-10-000625,1,camera_5,639,640,21.3,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_024-c5+c6-10-000625,1,camera_6,639,640,21.3,1,503.0 166.0 645.0 563.0,1,0,0.9768,0.9768,1,2,1,1,0,,,1 3,1,1,1,
L3T-seq_024-c5+c6-10-000625,1,camera_5,640,641,21.333,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_024-c5+c6-10-000625,1,camera_6,640,641,21.333,1,487.0 171.0 638.0 581.0,1,0,0.9819,0.9819,1,2,1,1,0,,,1 3,1,1,1,
L3T-seq_024-c5+c6-10-000625,1,camera_5,641,642,21.367,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_024-c5+c6-10-000625,1,camera_6,641,642,21.367,1,484.0 173.0 634.0 583.0,1,0,0.9899,0.9899,1,2,1,1,0,,,1 3,1,1,1,
L3T-seq_024-c5+c6-10-000625,1,camera_5,642,643,21.4,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
L3T-seq_024-c5+c6-10-000625,1,camera_6,642,643,21.4,1,482.0 175.0 631.0 590.0,1,0,0.9729,0.9729,1,2,1,1,0,,,1 3,1,1,1,
L3T-seq_024-c5+c6-10-000625,1,camera_5,643,644,21.433,0,,0,,0.0,0.0,,0,0,0,0,,,,0,,,
