loop_i,video_fid,t_sec,camera_id,track_id,x1,y1,x2,y2,conf,hits,start_frame,chef_id
0,2005,66.833,camera_4,0,782.3,192.3,833.8,505.3,0.42,1,0,
1,2006,66.867,camera_4,0,781.8,144.5,834.8,528.2,0.79,2,0,1
2,2007,66.9,camera_4,0,782.2,125.8,835.3,535.1,0.809,3,0,1
3,2008,66.933,camera_4,0,782.7,124.8,835.6,542.1,0.827,4,0,1
4,2009,66.967,camera_4,0,781.1,124.6,833.1,548.3,0.843,5,0,1
5,2010,67.0,camera_4,0,782.5,127.8,841.0,549.1,0.884,6,0,1
6,2011,67.033,camera_4,0,782.5,127.9,842.8,548.0,0.883,7,0,1
7,2012,67.067,camera_4,0,783.1,129.1,846.8,547.6,0.892,8,0,1
8,2013,67.1,camera_4,0,782.7,128.5,851.0,548.8,0.887,9,0,1
9,2014,67.133,camera_4,0,783.0,128.4,855.7,547.2,0.895,10,0,1
10,2015,67.167,camera_4,0,783.2,128.5,870.1,546.9,0.909,11,0,1
11,2016,67.2,camera_4,0,781.3,127.0,876.7,549.9,0.909,12,0,1
12,2017,67.233,camera_4,0,785.0,128.4,890.3,546.7,0.923,13,0,1
13,2018,67.267,camera_4,0,784.6,129.7,904.7,546.6,0.935,14,0,1
14,2019,67.3,camera_4,0,785.4,129.1,907.4,547.6,0.935,15,0,1
15,2020,67.333,camera_4,0,787.4,129.5,905.3,550.6,0.925,16,0,1
16,2021,67.367,camera_4,0,789.1,129.3,903.3,554.0,0.93,17,0,1
17,2022,67.4,camera_4,0,792.9,129.2,895.9,559.1,0.917,18,0,1
18,2023,67.433,camera_4,0,790.2,129.7,905.0,571.5,0.916,19,0,1
19,2024,67.467,camera_4,0,788.6,130.6,906.8,572.8,0.923,20,0,1
20,2025,67.5,camera_4,0,787.3,131.0,905.5,573.4,0.922,21,0,1
21,2026,67.533,camera_4,0,789.8,131.4,904.5,573.9,0.92,22,0,1
22,2027,67.567,camera_4,0,787.9,132.1,902.9,573.0,0.928,23,0,1
23,2028,67.6,camera_4,0,789.2,132.5,904.3,572.6,0.929,24,0,1
24,2029,67.633,camera_4,0,789.8,133.3,905.3,573.3,0.924,25,0,1
25,2030,67.667,camera_4,0,790.5,133.2,908.5,573.0,0.924,26,0,1
26,2031,67.7,camera_4,0,793.9,133.4,910.7,572.3,0.928,27,0,1
27,2032,67.733,camera_4,0,792.4,133.5,912.8,572.4,0.936,28,0,1
28,2033,67.767,camera_4,0,793.6,132.9,917.7,572.2,0.934,29,0,1
29,2034,67.8,camera_4,0,793.8,133.9,919.0,572.5,0.935,30,0,1
30,2035,67.833,camera_4,0,794.8,133.0,921.4,571.2,0.93,31,0,1
31,2036,67.867,camera_4,0,794.9,132.9,922.1,571.2,0.93,32,0,1
32,2037,67.9,camera_4,0,793.7,132.6,922.6,571.0,0.928,33,0,1
33,2038,67.933,camera_4,0,793.9,132.8,922.7,571.0,0.927,34,0,1
34,2039,67.967,camera_4,0,793.5,132.8,923.4,571.1,0.928,35,0,1
35,2040,68.0,camera_4,0,796.2,131.7,922.8,570.8,0.917,36,0,1
36,2041,68.033,camera_4,0,792.2,131.2,922.4,570.6,0.92,37,0,1
37,2042,68.067,camera_4,0,791.8,131.1,921.0,571.0,0.924,38,0,1
38,2043,68.1,camera_4,0,789.6,131.1,920.2,570.8,0.931,39,0,1
39,2044,68.133,camera_4,0,789.1,131.2,919.3,570.4,0.934,40,0,1
40,2045,68.167,camera_4,0,787.9,131.2,917.6,570.6,0.94,41,0,1
41,2046,68.2,camera_4,0,790.0,131.8,912.4,570.8,0.937,42,0,1
42,2047,68.233,camera_4,0,789.3,132.3,910.5,570.5,0.936,43,0,1
43,2048,68.267,camera_4,0,789.2,131.6,908.5,570.2,0.935,44,0,1
44,2049,68.3,camera_4,0,789.7,131.5,906.6,570.3,0.933,45,0,1
45,2050,68.333,camera_4,0,790.5,131.7,905.7,569.9,0.932,46,0,1
46,2051,68.367,camera_4,0,788.5,129.5,905.1,570.7,0.929,47,0,1
47,2052,68.4,camera_4,0,788.8,127.6,903.7,570.8,0.929,48,0,1
48,2053,68.433,camera_4,0,789.8,128.0,899.9,568.0,0.918,49,0,1
49,2054,68.467,camera_4,0,789.8,127.5,899.5,565.2,0.918,50,0,1
50,2055,68.5,camera_4,0,792.3,126.6,893.5,561.7,0.897,51,0,1
51,2056,68.533,camera_4,0,793.3,126.3,889.5,559.8,0.898,52,0,1
52,2057,68.567,camera_4,0,788.9,126.0,884.0,557.7,0.898,53,0,1
53,2058,68.6,camera_4,0,789.2,126.3,879.3,556.4,0.914,54,0,1
54,2059,68.633,camera_4,0,785.1,127.0,877.2,554.7,0.916,55,0,1
55,2060,68.667,camera_4,0,780.7,125.6,874.3,545.9,0.91,56,0,1
56,2061,68.7,camera_4,0,779.6,125.8,873.1,540.6,0.904,57,0,1
57,2062,68.733,camera_4,0,779.4,125.7,871.7,538.7,0.906,58,0,1
58,2063,68.767,camera_4,0,783.8,126.1,868.2,537.1,0.915,59,0,1
59,2064,68.8,camera_4,0,781.7,127.0,866.5,536.0,0.911,60,0,1
60,2065,68.833,camera_4,0,785.2,130.3,864.3,535.7,0.914,61,0,1
