loop_i,video_fid,t_sec,camera_id,track_id,x1,y1,x2,y2,conf,hits,start_frame,chef_id
0,3910,130.333,camera_1,0,427.2,0.0,450.9,36.5,0.685,1,0,
0,3910,130.333,camera_1,1,477.7,0.4,510.8,60.0,0.495,1,0,
1,3911,130.367,camera_1,0,424.6,0.0,450.0,36.3,0.64,2,0,1
1,3911,130.367,camera_1,1,478.7,0.7,510.2,59.6,0.42,2,0,2
2,3912,130.4,camera_1,0,424.4,0.0,450.0,36.3,0.631,3,0,1
2,3912,130.4,camera_1,1,478.8,0.5,510.3,59.9,0.438,3,0,2
3,3913,130.433,camera_1,0,424.8,0.1,449.5,36.1,0.558,4,0,1
3,3913,130.433,camera_1,1,478.6,0.6,510.3,59.2,0.434,4,0,2
4,3914,130.467,camera_1,0,424.8,0.1,449.6,36.1,0.556,5,0,1
4,3914,130.467,camera_1,1,478.6,0.6,510.3,59.2,0.433,5,0,2
5,3915,130.5,camera_1,0,422.2,0.0,448.5,36.6,0.609,6,0,1
5,3915,130.5,camera_1,1,478.5,0.4,510.0,59.1,0.417,6,0,2
6,3916,130.533,camera_1,0,422.2,0.0,448.6,36.6,0.61,7,0,1
6,3916,130.533,camera_1,1,478.5,0.4,510.0,59.1,0.417,7,0,2
7,3917,130.567,camera_1,0,420.7,0.4,451.5,37.9,0.728,8,0,1
7,3917,130.567,camera_1,1,478.9,0.1,510.3,59.4,0.547,8,0,2
8,3918,130.6,camera_1,0,420.7,0.4,451.5,37.9,0.727,9,0,1
8,3918,130.6,camera_1,1,478.9,0.1,510.3,59.4,0.547,9,0,2
9,3919,130.633,camera_1,0,419.7,0.3,453.3,37.8,0.762,10,0,1
9,3919,130.633,camera_1,1,478.6,0.0,510.1,59.7,0.571,10,0,2
10,3920,130.667,camera_1,0,419.7,0.3,453.2,37.8,0.762,11,0,1
10,3920,130.667,camera_1,1,478.6,0.0,510.1,59.7,0.57,11,0,2
11,3921,130.7,camera_1,0,419.0,0.2,455.4,37.8,0.676,12,0,1
11,3921,130.7,camera_1,1,479.2,0.1,510.1,59.8,0.488,12,0,2
12,3922,130.733,camera_1,0,419.0,0.2,455.4,37.8,0.677,13,0,1
12,3922,130.733,camera_1,1,479.2,0.1,510.1,59.8,0.489,13,0,2
13,3923,130.767,camera_1,0,417.1,0.1,456.4,38.5,0.669,14,0,1
13,3923,130.767,camera_1,1,478.2,0.1,510.2,60.1,0.456,14,0,2
14,3924,130.8,camera_1,0,417.4,0.1,456.7,38.5,0.67,15,0,1
14,3924,130.8,camera_1,1,478.0,0.1,510.2,60.0,0.439,15,0,2
15,3925,130.833,camera_1,0,417.5,0.4,464.1,39.1,0.708,16,0,1
15,3925,130.833,camera_1,1,480.1,0.0,511.0,60.5,0.529,16,0,2
16,3926,130.867,camera_1,0,417.5,0.4,464.2,39.2,0.71,17,0,1
16,3926,130.867,camera_1,1,480.1,0.0,511.0,60.5,0.524,17,0,2
17,3927,130.9,camera_1,0,417.3,0.4,461.0,39.6,0.61,18,0,1
17,3927,130.9,camera_1,1,481.2,0.0,511.3,60.3,0.47,18,0,2
18,3928,130.933,camera_1,0,417.3,0.4,460.6,39.6,0.606,19,0,1
18,3928,130.933,camera_1,1,481.2,0.0,511.3,60.3,0.47,19,0,2
19,3929,130.967,camera_1,0,416.4,0.0,446.2,40.1,0.565,20,0,1
19,3929,130.967,camera_1,1,480.0,0.0,511.7,59.6,0.375,20,0,2
20,3930,131.0,camera_1,0,416.3,0.1,446.1,40.1,0.565,21,0,1
20,3930,131.0,camera_1,1,480.0,0.0,511.7,59.6,0.375,21,0,2
21,3931,131.033,camera_1,0,415.6,0.3,461.9,39.9,0.602,22,0,1
21,3931,131.033,camera_1,1,478.8,0.0,511.5,59.9,0.444,22,0,2
22,3932,131.067,camera_1,0,415.6,0.3,462.0,39.9,0.603,23,0,1
22,3932,131.067,camera_1,1,478.8,0.0,511.5,59.9,0.444,23,0,2
23,3933,131.1,camera_1,0,417.1,0.4,461.2,38.8,0.572,24,0,1
23,3933,131.1,camera_1,1,479.2,0.0,511.1,59.6,0.433,24,0,2
24,3934,131.133,camera_1,0,417.2,0.4,461.3,38.7,0.574,25,0,1
24,3934,131.133,camera_1,1,479.3,0.0,511.2,59.6,0.436,25,0,2
25,3935,131.167,camera_1,0,420.1,0.4,465.8,39.3,0.587,26,0,1
25,3935,131.167,camera_1,1,479.6,0.0,511.0,59.3,0.529,26,0,2
26,3936,131.2,camera_1,0,421.2,0.4,465.5,39.5,0.542,27,0,1
26,3936,131.2,camera_1,1,479.9,0.0,510.9,59.1,0.499,27,0,2
27,3937,131.233,camera_1,0,423.1,0.2,462.3,38.4,0.56,28,0,1
27,3937,131.233,camera_1,1,479.0,0.0,510.1,58.8,0.503,28,0,2
28,3938,131.267,camera_1,0,423.2,0.2,462.8,38.4,0.56,29,0,1
28,3938,131.267,camera_1,1,479.1,0.0,510.1,58.8,0.503,29,0,2
29,3939,131.3,camera_1,0,424.4,0.2,467.5,37.9,0.633,30,0,1
29,3939,131.3,camera_1,1,477.8,0.0,510.4,59.0,0.614,30,0,2
30,3940,131.333,camera_1,0,424.3,0.2,467.5,37.9,0.634,31,0,1
30,3940,131.333,camera_1,1,477.8,0.0,510.3,59.1,0.614,31,0,2
31,3941,131.367,camera_1,0,428.2,0.1,466.3,33.9,0.658,32,0,1
31,3941,131.367,camera_1,1,478.3,0.0,510.3,59.2,0.576,32,0,2
32,3942,131.4,camera_1,0,428.3,0.1,466.3,33.9,0.655,33,0,1
32,3942,131.4,camera_1,1,478.3,0.0,510.3,59.2,0.577,33,0,2
33,3943,131.433,camera_1,0,434.7,0.4,466.6,33.3,0.516,34,0,1
33,3943,131.433,camera_1,1,479.2,0.0,510.4,60.1,0.451,34,0,2
34,3944,131.467,camera_1,0,440.4,0.6,465.9,30.9,0.438,35,0,1
34,3944,131.467,camera_1,1,481.3,0.0,511.4,59.7,0.445,35,0,2
35,3945,131.5,camera_1,0,440.5,0.6,465.9,30.9,0.44,36,0,1
35,3945,131.5,camera_1,1,481.3,0.0,511.4,59.7,0.445,36,0,2
36,3946,131.533,camera_1,0,446.3,1.0,470.0,28.8,0.356,37,0,1
36,3946,131.533,camera_1,1,483.0,0.3,511.7,59.7,0.435,37,0,2
37,3947,131.567,camera_1,0,446.3,1.0,470.0,28.9,0.358,38,0,1
37,3947,131.567,camera_1,1,483.0,0.3,511.7,59.7,0.434,38,0,2
