loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,556.6,6,6,0,9,0,6,0,0,0,1,2,3,0,0,0,3,1,2,3,0,0,0,3,0,0,0,0,0,0,0
50,8.33,584.4,10,8,2,19,2,8,5,0,0,5,4,9,0,0,0,3,4,3,9,0,0,0,3,0,0,0,0,0,0,0
100,16.67,584.8,17,13,4,24,4,13,11,0,0,7,6,10,0,0,4,4,5,4,8,0,0,4,3,0,0,0,0,0,0,0
150,25.0,585.0,20,9,11,26,11,9,7,0,0,10,8,14,0,3,6,4,6,6,10,0,1,2,1,0,0,0,0,0,0,0
200,33.33,585.1,25,11,14,28,14,11,8,0,0,14,12,17,0,3,6,4,8,8,12,0,0,0,0,0,0,0,0,0,0,0
250,41.67,585.3,29,13,16,25,16,13,2,0,0,17,13,19,0,3,6,4,9,6,10,0,0,0,0,0,0,0,0,0,0,0
300,50.0,585.3,30,13,17,23,17,13,0,0,0,18,13,19,0,3,6,4,9,6,8,0,0,0,0,0,0,0,0,0,0,0
350,58.33,585.6,33,14,19,27,19,14,5,0,0,21,13,23,0,3,6,4,10,5,12,0,0,0,0,0,0,0,0,0,0,0
400,66.67,585.6,33,11,22,24,22,11,2,0,0,21,13,24,0,3,6,4,7,5,12,0,0,0,0,0,0,0,0,0,0,0
450,75.0,585.6,37,14,23,29,23,14,7,0,0,24,14,26,0,3,6,4,9,6,14,0,0,0,0,0,0,0,0,0,0,0
500,83.33,585.8,39,15,24,29,24,15,4,0,0,26,14,28,0,3,6,4,10,5,14,0,0,0,0,0,0,0,0,0,0,0
550,91.67,585.9,39,14,25,26,25,14,1,0,0,26,14,28,0,3,6,4,9,4,13,0,0,0,0,0,0,0,0,0,0,0
600,100.0,586.0,41,16,25,28,25,16,2,0,0,27,15,28,0,3,6,4,10,5,13,0,0,0,0,0,0,0,0,0,0,0
650,108.33,586.2,43,16,24,29,24,16,3,0,0,28,16,30,0,3,6,4,9,6,14,0,0,0,0,0,0,0,0,0,0,0
700,116.67,586.2,45,15,20,29,20,15,5,0,0,29,17,31,0,3,6,4,9,6,14,0,0,0,0,0,0,0,0,0,0,0
750,125.0,586.2,46,14,19,26,19,14,2,0,0,30,17,32,0,3,6,4,8,6,12,0,0,0,0,0,0,0,0,0,0,0
800,133.33,586.2,46,12,18,23,18,12,0,0,0,30,17,32,0,3,6,4,6,6,11,0,0,0,0,0,0,0,0,0,0,0
850,141.67,586.2,48,14,17,26,17,14,2,0,0,32,17,33,0,3,6,4,8,6,12,0,0,0,0,0,0,0,0,0,0,0
900,150.0,586.2,49,13,19,24,19,13,1,0,0,32,18,35,0,3,6,4,6,6,12,0,0,0,0,0,0,0,0,0,0,0
950,158.33,586.2,51,11,18,22,18,11,0,0,0,34,18,38,0,3,6,4,5,6,11,0,0,0,0,0,0,0,0,0,0,0
