loop_i,t_sec,rss_mb,total_chefs,active,gone,track_to_chef,_exit,_cam,_pending_exit,_world,_vel,m4_seen_camera_1,m4_seen_camera_2,m4_seen_camera_3,m4_seen_camera_4,m4_seen_camera_5,m4_seen_camera_6,m4_seen_camera_7,m4_history_camera_1,m4_history_camera_2,m4_history_camera_3,m4_history_camera_4,m4_history_camera_5,m4_history_camera_6,m4_history_camera_7,m4_prev_removed_camera_1,m4_prev_removed_camera_2,m4_prev_removed_camera_3,m4_prev_removed_camera_4,m4_prev_removed_camera_5,m4_prev_removed_camera_6,m4_prev_removed_camera_7
0,0.0,2701.7,9,9,0,9,0,9,0,0,0,7,0,2,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0
50,8.33,2729.5,11,8,3,14,3,9,7,0,0,8,0,4,0,4,0,0,6,0,4,0,4,0,0,0,0,0,0,0,0,0
100,16.67,2730.7,15,11,4,13,4,12,2,0,0,10,0,6,0,4,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0
150,25.0,2730.3,18,12,6,14,6,13,6,0,0,11,0,8,0,4,0,0,6,0,8,0,0,0,0,1,0,0,0,0,0,0
200,33.33,2706.8,19,11,8,13,8,12,3,0,0,12,0,8,0,4,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0
250,41.67,2707.1,24,15,9,17,9,16,3,0,0,15,0,10,0,4,0,0,8,0,9,0,0,0,0,1,0,0,0,0,0,0
300,50.0,2728.3,24,13,11,14,11,14,3,0,0,15,0,10,0,4,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0
350,58.33,2707.2,25,12,13,15,13,13,4,0,0,16,0,10,0,6,0,0,7,0,6,0,2,0,0,0,0,0,0,0,0,0
400,66.67,2707.4,25,9,16,21,17,12,6,0,0,16,1,13,2,10,0,0,7,1,7,2,4,0,0,0,0,0,0,0,0,0
450,75.0,2707.5,27,10,17,17,18,13,3,0,0,18,3,15,2,10,0,0,8,2,7,0,0,0,0,0,0,0,0,1,0,0
500,83.33,2707.8,28,7,21,14,21,11,5,0,0,19,3,16,2,10,0,0,6,2,6,0,0,0,0,0,0,1,0,0,0,0
550,91.67,2707.9,30,8,22,14,22,12,4,0,0,21,3,16,2,10,0,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0
600,100.0,2708.1,35,13,22,21,22,17,9,0,0,26,3,18,2,10,0,0,12,2,7,0,0,0,0,0,0,0,0,0,0,0
650,108.33,2708.0,39,12,23,18,23,15,6,0,0,30,3,19,2,10,0,0,11,1,6,0,0,0,0,0,0,0,0,0,0,0
700,116.67,2708.3,39,8,27,14,27,11,4,0,0,30,4,21,2,10,0,0,7,2,5,0,0,0,0,0,0,1,0,0,0,0
750,125.0,2708.5,41,7,27,14,27,10,5,0,0,32,4,24,2,10,0,0,6,2,6,0,0,0,0,0,0,0,0,0,0,0
800,133.33,2708.5,44,9,27,15,27,12,2,0,0,35,4,26,2,10,0,0,8,2,5,0,0,0,0,0,0,0,0,0,0,0
850,141.67,2708.7,48,11,27,19,27,14,7,0,0,39,4,28,2,10,0,0,10,2,7,0,0,0,0,1,0,0,0,0,0,0
900,150.0,2708.7,48,8,28,14,28,11,3,0,0,39,5,29,2,10,0,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0
950,158.33,2729.8,54,14,26,16,26,17,4,0,0,43,5,32,2,10,0,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0
1000,166.67,2708.7,62,16,30,17,30,17,10,0,0,47,5,36,2,10,0,0,11,0,6,0,0,0,0,0,0,1,0,0,0,0
1050,175.0,2708.5,69,15,35,15,35,16,6,0,0,52,5,38,2,10,0,0,10,0,5,0,0,0,0,0,0,1,0,0,0,0
1100,183.33,2708.5,75,13,41,13,41,13,7,0,0,55,5,41,2,10,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0
1150,191.67,2708.6,82,13,47,13,47,13,5,0,0,57,5,46,2,10,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0
1200,200.0,2709.4,91,17,49,17,49,17,7,0,0,62,5,50,2,10,0,0,10,0,7,0,0,0,0,1,0,0,0,0,0,0
1250,208.33,2284.9,96,18,48,20,48,18,8,0,0,64,7,53,2,10,0,0,10,2,8,0,0,0,0,0,0,1,0,0,0,0
